row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition_raw,condition5,bias_type,anchor_level,pair_id
gemma3_generalist_10_20250811_170825,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,10,2025-08-11T17:08:25Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.10
gemma3_generalist_11_20250811_172636,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,11,2025-08-11T17:26:36Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.11
gemma3_generalist_12_20250811_173115,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,12,2025-08-11T17:31:15Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.12
gemma3_generalist_13_20250811_173457,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,13,2025-08-11T17:34:57Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.13
gemma3_generalist_14_20250811_175310,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,14,2025-08-11T17:53:10Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.14
gemma3_generalist_15_20250811_180356,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,15,2025-08-11T18:03:56Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.15
gemma3_generalist_16_20250811_182107,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,16,2025-08-11T18:21:07Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.16
gemma3_generalist_17_20250811_184120,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,17,2025-08-11T18:41:20Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.17
gemma3_generalist_18_20250811_184555,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,18,2025-08-11T18:45:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.18
gemma3_generalist_19_20250811_184953,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,19,2025-08-11T18:49:53Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.19
gemma3_generalist_20_20250811_185615,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,20,2025-08-11T18:56:15Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.20
gemma3_generalist_21_20250811_190134,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,21,2025-08-11T19:01:34Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.21
gemma3_generalist_22_20250811_190736,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,22,2025-08-11T19:07:36Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.22
gemma3_generalist_23_20250811_191140,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,23,2025-08-11T19:11:40Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.23
gemma3_generalist_24_20250811_193958,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,24,2025-08-11T19:39:58Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.24
gemma3_generalist_25_20250811_202945,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,25,2025-08-11T20:29:45Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.25
gemma3_generalist_26_20250811_203456,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,26,2025-08-11T20:34:56Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.26
gemma3_generalist_27_20250811_204756,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,27,2025-08-11T20:47:56Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.27
gemma3_generalist_28_20250811_205203,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,28,2025-08-11T20:52:03Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.28
gemma3_generalist_29_20250811_211648,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,29,2025-08-11T21:16:48Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.29
gemma3_generalist_30_20250811_220807,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,30,2025-08-11T22:08:07Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.30
gemma3_generalist_31_20250811_221652,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,31,2025-08-11T22:16:52Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.31
gemma3_generalist_32_20250811_222052,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,32,2025-08-11T22:20:52Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.32
gemma3_generalist_33_20250811_223039,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,33,2025-08-11T22:30:39Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.33
gemma3_generalist_34_20250811_223653,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,34,2025-08-11T22:36:53Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.34
gemma3_generalist_35_20250811_224545,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,35,2025-08-11T22:45:45Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.35
gemma3_generalist_36_20250811_225043,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,36,2025-08-11T22:50:43Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.36
gemma3_generalist_37_20250811_225632,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,37,2025-08-11T22:56:32Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.37
gemma3_generalist_38_20250811_232139,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,38,2025-08-11T23:21:39Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.38
gemma3_generalist_39_20250811_233231,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,39,2025-08-11T23:32:31Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.39
gemma3_generalist_40_20250811_234047,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,40,2025-08-11T23:40:47Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.40
gemma3_generalist_41_20250811_235631,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,41,2025-08-11T23:56:31Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.41
gemma3_generalist_42_20250812_094059,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,42,2025-08-12T09:40:59Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.42
gemma3_generalist_43_20250812_094655,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,43,2025-08-12T09:46:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.43
gemma3_generalist_44_20250812_095950,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,44,2025-08-12T09:59:50Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.44
gemma3_generalist_45_20250812_102341,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,45,2025-08-12T10:23:41Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.45
gemma3_generalist_46_20250812_103309,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,46,2025-08-12T10:33:09Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.46
gemma3_generalist_47_20250812_103803,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,47,2025-08-12T10:38:03Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.47
gemma3_generalist_48_20250812_105403,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,48,2025-08-12T10:54:03Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.48
gemma3_generalist_49_20250812_110539,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,49,2025-08-12T11:05:39Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC connectors.49
BIAS_WORD_dc_connectors_gemma3_generalist_00_20250815_181635,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,0,2025-08-15T18:16:35Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.0
BIAS_WORD_dc_connectors_gemma3_generalist_01_20250815_182759,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,1,2025-08-15T18:27:59Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.1
BIAS_WORD_dc_connectors_gemma3_generalist_02_20250815_201518,gemma3,gemma3_generalist,generalist,DC connectors,4,Very important,2,2025-08-15T20:15:18Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.2
BIAS_WORD_dc_connectors_gemma3_generalist_03_20250815_203821,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,3,2025-08-15T20:38:21Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.3
BIAS_WORD_dc_connectors_gemma3_generalist_04_20250815_204145,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,4,2025-08-15T20:41:45Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.4
BIAS_WORD_dc_connectors_gemma3_generalist_05_20250815_204529,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,5,2025-08-15T20:45:29Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.5
BIAS_WORD_dc_connectors_gemma3_generalist_06_20250815_210947,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,6,2025-08-15T21:09:47Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.6
BIAS_WORD_dc_connectors_gemma3_generalist_07_20250815_213750,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,7,2025-08-15T21:37:50Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.7
BIAS_WORD_dc_connectors_gemma3_generalist_08_20250815_214114,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,8,2025-08-15T21:41:14Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.8
BIAS_WORD_dc_connectors_gemma3_generalist_09_20250815_214433,gemma3,gemma3_generalist,generalist,DC connectors,4,Very important,9,2025-08-15T21:44:33Z,llm,BIASED,ANCHOR_WORD,BIAS_WORD,NA,gemma3.gemma3_generalist.DC connectors.9
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_00_20250815_214951,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,0,2025-08-15T21:49:51Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.0
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_01_20250815_223722,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,1,2025-08-15T22:37:22Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.1
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_02_20250815_234705,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,2,2025-08-15T23:47:05Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.2
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_03_20250816_000657,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,3,2025-08-16T00:06:57Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.3
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_04_20250816_002128,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,4,2025-08-16T00:21:28Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.4
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_05_20250816_013905,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,5,2025-08-16T01:39:05Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.5
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_06_20250816_020050,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,6,2025-08-16T02:00:50Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.6
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_07_20250823_090537,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,7,2025-08-23T09:05:37Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.7
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_08_20250823_091223,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,8,2025-08-23T09:12:23Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.8
BIAS_EXAMPLE_dc_connectors_gemma3_generalist_09_20250823_094544,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,9,2025-08-23T09:45:44Z,llm,BIASED,ANCHOR_EXAMPLE,BIAS_EXAMPLE,NA,gemma3.gemma3_generalist.DC connectors.9
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_00_20250823_131819,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,0,2025-08-23T13:18:19Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.0
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_01_20250823_132201,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,1,2025-08-23T13:22:01Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.1
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_02_20250823_132925,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,2,2025-08-23T13:29:25Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.2
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_03_20250823_150616,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,3,2025-08-23T15:06:16Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.3
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_04_20250823_152612,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,4,2025-08-23T15:26:12Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.4
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_05_20250823_154345,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,5,2025-08-23T15:43:45Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.5
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_06_20250823_154731,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,6,2025-08-23T15:47:31Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.6
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_07_20250823_155220,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,7,2025-08-23T15:52:20Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.7
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_08_20250823_162100,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,8,2025-08-23T16:21:00Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.8
BIAS_NUM_LOW_dc_connectors_gemma3_generalist_09_20250823_162716,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,9,2025-08-23T16:27:16Z,llm,BIASED,ANCHOR_LOW_NUM,BIAS_NUM_LOW,low,gemma3.gemma3_generalist.DC connectors.9
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_00_20250823_101416,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,0,2025-08-23T10:14:16Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.0
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_01_20250823_101828,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,1,2025-08-23T10:18:28Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.1
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_02_20250823_102505,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,2,2025-08-23T10:25:05Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.2
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_03_20250823_103946,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,3,2025-08-23T10:39:46Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.3
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_04_20250823_105550,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,4,2025-08-23T10:55:50Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.4
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_05_20250823_110158,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,5,2025-08-23T11:01:58Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.5
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_06_20250823_112537,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,6,2025-08-23T11:25:37Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.6
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_07_20250823_122127,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,7,2025-08-23T12:21:27Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.7
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_08_20250823_130236,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,8,2025-08-23T13:02:36Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.8
BIAS_NUM_HIGH_dc_connectors_gemma3_generalist_09_20250823_131125,gemma3,gemma3_generalist,generalist,DC connectors,3,Important,9,2025-08-23T13:11:25Z,llm,BIASED,ANCHOR_HIGH_NUM,BIAS_NUM_HIGH,high,gemma3.gemma3_generalist.DC connectors.9
gemma3_generalist_00_20250808_161539,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,0,2025-08-08T16:15:39Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.0
gemma3_generalist_01_20250808_173952,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,1,2025-08-08T17:39:52Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.1
gemma3_generalist_02_20250808_175216,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,2,2025-08-08T17:52:16Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.2
gemma3_generalist_03_20250808_190253,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,3,2025-08-08T19:02:53Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.3
gemma3_generalist_04_20250808_215457,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,4,2025-08-08T21:54:57Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.4
gemma3_generalist_05_20250808_222027,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,5,2025-08-08T22:20:27Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.5
gemma3_generalist_06_20250808_222516,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,6,2025-08-08T22:25:16Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.6
gemma3_generalist_07_20250808_223255,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,7,2025-08-08T22:32:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.7
gemma3_generalist_08_20250808_223446,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,8,2025-08-08T22:34:46Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.8
gemma3_generalist_09_20250808_224138,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,9,2025-08-08T22:41:38Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.9
gemma3_generalist_10_20250808_224328,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,10,2025-08-08T22:43:28Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.10
gemma3_generalist_11_20250808_224555,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,11,2025-08-08T22:45:55Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.11
gemma3_generalist_12_20250808_224750,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,12,2025-08-08T22:47:50Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.12
gemma3_generalist_13_20250808_224958,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,13,2025-08-08T22:49:58Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.13
gemma3_generalist_14_20250808_225430,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,14,2025-08-08T22:54:30Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.14
gemma3_generalist_15_20250808_225637,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,15,2025-08-08T22:56:37Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.15
gemma3_generalist_16_20250808_225829,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,16,2025-08-08T22:58:29Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.16
gemma3_generalist_17_20250808_230300,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,17,2025-08-08T23:03:00Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.17
gemma3_generalist_18_20250808_230520,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,18,2025-08-08T23:05:20Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.18
gemma3_generalist_19_20250808_231440,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,19,2025-08-08T23:14:40Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.19
gemma3_generalist_20_20250808_231632,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,20,2025-08-08T23:16:32Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.20
gemma3_generalist_21_20250808_231827,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,21,2025-08-08T23:18:27Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.21
gemma3_generalist_22_20250808_232102,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,22,2025-08-08T23:21:02Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.22
gemma3_generalist_23_20250808_232254,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,23,2025-08-08T23:22:54Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.23
gemma3_generalist_24_20250808_232532,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,24,2025-08-08T23:25:32Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.24
gemma3_generalist_25_20250808_232732,gemma3,gemma3_generalist,generalist,DC measurement device,4,Very important,25,2025-08-08T23:27:32Z,llm,NEU,CONTEXT,NA,NA,gemma3.gemma3_generalist.DC measurement device.25
