prior_name,base_model,dc_solution,base_solution,anchor_type,comparison,log_odds_median,log_odds_l95,log_odds_u95,OR_median,OR_l95,OR_u95,posterior_probability_OR_gt_1,posterior_probability_OR_lt_1,conclusion
weak,gemma3,DC measurement device,gemma3__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.3745951546131627,0.5533397413964699,2.2570848903814658,3.953475861342072,1.739051448738849,9.555194261453845,0.99925,7.5e-4,higher under Anchor
weak,gemma3,DC solution design tool,gemma3__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.8600076659557061,-2.5142176477578757,5.219507950457569,2.363178847218845,0.08092620179169803,184.8432326126781,0.677,0.323,uncertain
weak,gemma3,DC solution design tool,gemma3__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.8294607509555426,-2.391959208074847,5.157737044013809,2.2920825321543923,0.09145034320012696,173.77077582383677,0.67625,0.32375,uncertain
weak,gemma3,DC solution design tool,gemma3__DC solution design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.8531328490446897,-2.502608617488824,5.257592040558814,2.3469885385536062,0.08187115765569784,192.01858576678543,0.665625,0.334375,uncertain
weak,gemma3,DC solution design tool,gemma3__DC solution design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.9077398244736362,-2.4848624106417105,5.31420353312696,2.4787138694975295,0.08333702490043204,203.20261993936884,0.676625,0.323375,uncertain
weak,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.9366929175322727,-5.31875561571486,2.4979125156666875,0.39192181812981525,0.004898846035453312,12.157092959791504,0.32,0.68,uncertain
weak,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.9187069965547611,-5.23625539667299,2.4287136349910297,0.3990346613602187,0.005320141503284672,11.34428022262017,0.317875,0.682125,uncertain
weak,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-0.8798420101733571,-5.230225732983323,2.406676704027883,0.4148484668672375,0.005352319528983595,11.097021115327607,0.322125,0.677875,uncertain
weak,gemma3,LVAC-LVDC interlink converter,gemma3__LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.9343355567483927,-5.290549522644062,2.4853739817840332,0.39284680367716485,0.005038990546874072,12.00560932038395,0.315,0.685,uncertain
weak,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-2.9163034707072866,-4.092652468970468,-1.9211143201590486,0.054133423694294275,0.01669489238542278,0.14644373826733384,0,1,lower under Anchor
weak,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,3.387727142069246,1.3435774113666523,6.636023558121672,29.598602482653135,3.8327302674969372,762.0586850456648,0.999875,1.25e-4,higher under Anchor
weak,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-1.3485698620240512,-2.156117730668083,-0.5355891804336418,0.259611278525883,0.11577371626168181,0.5853243276701704,5e-4,0.9995,lower under Anchor
weak,gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-3.5681081990313683,-5.17425670111597,-2.386644191371366,0.028209169412857126,0.005660422898851043,0.09193769917982658,0,1,lower under Anchor
weak,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-2.623295762556856,-4.677750242886352,-0.7004648632113941,0.07256332461076972,0.009299912922013091,0.49635453135187935,0.00475,0.99525,lower under Anchor
weak,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.0538865672041728,-2.187018944228777,5.281534448149367,2.868779244096525,0.11225090516604348,196.6714260416859,0.715125,0.284875,uncertain
weak,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.012222241872482,-2.172444433751113,5.490257797991441,2.7517092340543536,0.11389887000618669,242.31978229466037,0.7055,0.2945,uncertain
weak,gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.069703688185618,-2.0762131663083365,5.398052248968884,2.914515767523703,0.1254042132292359,220.97559998336922,0.720375,0.279625,uncertain
weak,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.9035842523303491,-2.5400161938448065,5.500929727358075,2.4684349820659497,0.07886512923677445,244.92035587463758,0.67675,0.32325,uncertain
weak,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.8865228960489886,-2.426252713081197,5.242559922119889,2.4266771699424856,0.08836736326421442,189.1537325560243,0.6795,0.3205,uncertain
weak,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.8899422662222105,-2.425708984380032,5.219662855539697,2.4349890680422908,0.08841541348665488,184.8718832314202,0.68175,0.31825,uncertain
weak,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.8746739258692046,-2.478303759681667,5.265323284805564,2.3980933835131033,0.08388539945860689,193.50892244971214,0.675125,0.324875,uncertain
weak,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-1.1500741777060488,-2.878921056232117,0.8575151529929601,0.31661328440193637,0.0561953619997624,2.357295908521361,0.120375,0.879625,uncertain
weak,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-1.1631239711368946,-2.826740137380899,0.8399465527194621,0.31250838730429686,0.05920554136223888,2.3162432184572723,0.11625,0.88375,uncertain
weak,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-2.9517653265801176,-4.380715524676294,-1.676701784768259,0.052247391516355775,0.012516399624274598,0.18698969491398648,0,1,lower under Anchor
weak,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-5.783731509218043,-7.308270021151824,-4.4809325146904735,0.0030772113154834742,6.699751001107285e-4,0.011322849549814305,0,1,lower under Anchor
weak,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.9197618314826171,-2.5011532580039537,5.259164145829077,2.508692839361113,0.08199048956900402,192.32074278278046,0.68125,0.31875,uncertain
weak,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.8905065006838406,-2.6049847916331257,5.330243029362215,2.4363633586549582,0.07390428437809668,206.48837806193953,0.67825,0.32175,uncertain
weak,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.889795387160781,-2.4363634258989517,5.161512386871163,2.4346314435602885,0.08747841979898123,174.42807681959746,0.67525,0.32475,uncertain
weak,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.9004095751818513,-2.5846740782252984,5.327601083805782,2.4606107099419856,0.075420695190004175,205.9433415124136,0.684375,0.315625,uncertain
weak,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.8832236687381623,-2.463066084426045,5.111763009414837,2.4186842334737664,0.08517347280264216,165.96269156867254,0.679,0.321,uncertain
weak,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.8904208734677328,-2.50455930397491,5.185815662304686,2.4361547484635953,0.0817116052801664,178.71920943599054,0.673625,0.326375,uncertain
weak,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.9092257806829513,-2.4147008181889498,5.253575064299893,2.482399867795669,0.08939409951981646,191.24878108791734,0.675,0.325,uncertain
weak,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.8812814145112713,-2.5058547466549914,5.242099602444982,2.4139911459595043,0.08160581592159762,189.06675924017685,0.677375,0.322625,uncertain
weak,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.17505239489109564,-0.6155105265494428,0.940681147339288,1.1913086449494668,0.5403649542573585,2.561725776641481,0.671,0.329,uncertain
weak,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.23340395388190727,-1.0654587321663156,0.5668631810077661,0.7918336459030236,0.3445697536480163,1.7627290096927384,0.282625,0.717375,uncertain
weak,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.583681905852323,-0.220639358396968,1.4126078791157632,1.7926265856459895,0.8020058933379596,4.106651101726846,0.92225,0.07775,uncertain
weak,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.7285394967023767,-0.043999937926297104,1.5066536240958939,2.0720522189751174,0.9569540220672456,4.511607971710161,0.965625,0.034375,uncertain
weak,llama,DC connectors,llama__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-2.538007091791751,-4.71913995404988,-1.0498870775412337,0.07902373003250426,0.008922849630839415,0.34997727176671767,0,1,lower under Anchor
weak,llama,DC connectors,llama__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.9403160107133048,-2.0355016817785363,-0.026757695357879325,0.3905044139492001,0.13061493954354322,0.9735971206347471,0.021875,0.978125,lower under Anchor
weak,llama,DC connectors,llama__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-0.3349305771365178,-1.2564460848594068,0.476794053961744,0.7153877507280648,0.2846639116918897,1.6109016523721065,0.219,0.781,uncertain
weak,llama,DC connectors,llama__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-1.506582208431645,-2.8792274025549554,-0.40861176782450603,0.22166629770384566,0.05617814948072705,0.6645721934304416,0.002625,0.997375,lower under Anchor
weak,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-1.0049441465006113,-3.4082440071313256,0.6528125290928771,0.36606508041014474,0.03309928483530747,1.9209360139303098,0.13175,0.86825,uncertain
weak,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.9987951736529541,-3.5118907346505313,0.6128797943015557,0.3683229405196806,0.02984044387498599,1.8457393736798837,0.1245,0.8755,uncertain
weak,llama,DC measurement device,llama__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4858230234044125,-0.7532603043790643,1.6031418563724766,1.6255122939767763,0.4708290019586658,4.968618644583187,0.789375,0.210625,uncertain
weak,llama,DC measurement device,llama__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.9951181920115872,-3.4055261453620482,0.6167202736671555,0.3696797490105678,0.03318935479168866,1.8528412536239427,0.136,0.864,uncertain
weak,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.4114966290311899,-0.4137990454279541,1.2127214597352673,1.5090746252517184,0.6611337959926992,3.362623455859,0.834625,0.165375,uncertain
weak,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-1.2408316798022638,-2.621636691114878,-0.1638692187577199,0.2891436443993235,0.07268382420811896,0.8488530321603354,0.01175,0.98825,lower under Anchor
weak,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.41799354126816657,-0.42976788213094325,1.2116133636548638,1.518910865003813,0.6506601149806515,3.3588994237744036,0.837,0.163,uncertain
weak,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-1.251568711780794,-2.647579959189493,-0.16289470028834038,0.2860557059310002,0.07082239929397409,0.8496806555408316,0.01125,0.98875,lower under Anchor
weak,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.06744867458357744,-1.088662091015733,1.0506755198180024,1.06977536695551,0.33666685059763424,2.85958222683964,0.54675,0.45325,uncertain
weak,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.2837902071353757,0.42176990344980775,2.1449435350280752,3.6102976056127596,1.5246576659119389,8.541558924808742,0.99775,0.00225,higher under Anchor
weak,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.4176201978785614,0.5713853554152819,2.268413221882846,4.127286620482865,1.7707184330746288,9.66405402220498,0.99975,2.5e-4,higher under Anchor
weak,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.4874385015070823,-0.5440635320898962,1.4112945879587504,1.628140405523717,0.5803850503251513,4.101261622573522,0.834875,0.165125,uncertain
weak,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-1.381378671427195,-2.5822913277065083,-0.4036607868445504,0.2512319479040809,0.0756006513256088,0.6678706358829982,0.002125,0.997875,lower under Anchor
weak,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.21238544161369902,-0.6197655865239842,1.0233195142174314,1.236624443334017,0.5380705562400354,2.78241571957487,0.705125,0.294875,uncertain
weak,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.0837413542186309,-0.7300829109989089,0.8536284410380649,1.08734762651468,0.48186903619104116,2.3481515437630076,0.5835,0.4165,uncertain
weak,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.065439603185182,-0.8945139225061607,0.7483930059438039,0.9366556281586127,0.4088062619215866,2.113600749152392,0.4335,0.5665,uncertain
weak,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.36111574388184164,-1.204501427821824,0.44114281756994933,0.6968983321095682,0.29984145541411783,1.5544827849655092,0.195125,0.804875,uncertain
weak,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.06394249265400143,-0.8682766758874124,0.7065558779416502,0.9380589491140562,0.41967417592363737,2.026997994227317,0.435625,0.564375,uncertain
weak,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.7441819730800353,-0.021964929022658487,1.5748560028505167,2.1047190137970886,0.9782745470259349,4.830047306363205,0.97175,0.02825,uncertain
weak,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.3453475536336464,-0.43203885164241673,1.1248929730497723,1.4124807596193945,0.649184154431748,3.079887300451835,0.812,0.188,uncertain
weak,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.52304332101301,-1.3201216537333336,0.2897355588324215,0.5927139815434052,0.26710280636244604,1.3360741298243832,0.100625,0.899375,uncertain
weak,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.5159645517467922,-1.303965427466346,0.2695719163607596,0.5969245526365041,0.2714532285034991,1.309403796538415,0.099125,0.900875,uncertain
weak,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-0.6511716689685736,-1.4480360768911842,0.1555440700714485,0.5214344701251505,0.23503142167335764,1.1682934247025007,0.05775,0.94225,uncertain
weak,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.24346105695528408,-1.0370167048198609,0.5909404969219463,0.7839100039657159,0.35451072081208745,1.805685883998506,0.275375,0.724625,uncertain
weak,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.15027571076161236,-0.9244497222122579,0.6326731328484956,0.8604707032206311,0.39674972751585513,1.8826364021902275,0.349,0.651,uncertain
weak,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.284256480473288,-1.0705035185810423,0.4991540408898577,0.7525736119635918,0.34283585557648705,1.6473271105956182,0.232125,0.767875,uncertain
weak,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.6903257097376574,-0.12339325301826466,1.5571509471374567,1.9943650125635461,0.8839159917252355,4.7452824082010325,0.95275,0.04725,uncertain
weak,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.29074138274715416,-1.0845890397630054,0.484567857527974,0.7477090239539821,0.3380406845089827,1.6234734277952183,0.232625,0.767375,uncertain
weak,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.19196490983011222,-1.000673124467506,0.6589100606511938,0.8253358293647456,0.36763189617117537,1.932685031877679,0.328,0.672,uncertain
weak,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.6024815876376948,-1.378365273300751,0.16401723375762747,0.5474514004102103,0.2519901515928581,1.1782346212414583,0.065625,0.934375,uncertain
weak,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.8770809864986224,-0.06006804587867472,2.0104618107307766,2.403872518856998,0.9417004583818545,7.466764829204697,0.96725,0.03275,uncertain
weak,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.3291493754890431,-1.1386372990401508,0.4840337968138611,0.7195355278118036,0.320255136736821,1.6226064875226027,0.214125,0.785875,uncertain
weak,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.37831550341085374,-0.4622600235030976,1.243087057904038,1.459823459869034,0.6298586072720235,3.466297633009893,0.81775,0.18225,uncertain
weak,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.32394012999898686,-1.116135165041687,0.462964415648938,0.7232935446800675,0.3275432535052918,1.588776807071734,0.2115,0.7885,uncertain
weak,llama,Static protection system,llama__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.5316302517821935,-0.30888646922684515,1.4403681155001136,1.701704256329674,0.7342641551247839,4.222249807338749,0.89525,0.10475,uncertain
weak,llama,Static protection system,llama__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.23060238597499866,-0.5566834534562066,1.0530911671644327,1.259358414631532,0.5731067481204343,2.866498262470104,0.705,0.295,uncertain
weak,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.3668791130053027,-0.4980487424963894,1.308406938844982,1.4432234424663855,0.6077153127570059,3.700275248604999,0.793375,0.206625,uncertain
weak,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-1.0565625755326327,-1.886745957765419,-0.2654284496724261,0.3476487752005578,0.1515642045122446,0.7668773187037822,0.005125,0.994875,lower under Anchor
weak,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-2.791599296152862,-4.109987287310808,-1.7429194568650566,0.061323061724355976,0.01640798352783273,0.17500872368435244,0,1,lower under Anchor
weak,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-1.664155904626774,-2.5546554680062545,-0.8455268710523095,0.18935042041206834,0.07771900435486975,0.4293310965296189,0,1,lower under Anchor
weak,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-1.920992195344739,-3.0033729988811735,-0.8086876715723252,0.14646157295927534,0.049619419721854074,0.44544225400403903,3.75e-4,0.999625,lower under Anchor
weak,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.20500396666841975,-1.6362044730517675,1.6718657887301667,0.8146440851823129,0.19471771556405465,5.322088447593387,0.398375,0.601625,uncertain
weak,mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-3.794343346028333,-4.929928906967244,-2.7734771901144133,0.022497674198559782,0.007227017078126324,0.062444495457067865,0,1,lower under Anchor
weak,mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-3.9473328690555567,-5.086233714372468,-2.962369494282624,0.019306125138425768,0.00618125648095073,0.051696278158786274,0,1,lower under Anchor
weak,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.8245712570647065,-1.804721394672549,0.06301815032861936,0.43842292348182144,0.1645202864731423,1.065046177901435,0.035375,0.964625,uncertain
weak,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-1.48272080842389,-2.6971291738357372,-0.5291885348646552,0.22701917169700164,0.067398725336568,0.5890828866761983,0.001,0.999,lower under Anchor
weak,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-2.800646103184851,-4.927345968630394,-1.3897358241803421,0.06077078575502684,0.0072457082791348906,0.2491411130621095,0,1,lower under Anchor
weak,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-1.8009367338203712,-3.189974427332799,-0.7320265773041076,0.16514412072553353,0.04117292393786333,0.48093335320918623,2.5e-4,0.99975,lower under Anchor
weak,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.148385107269797,-1.8803264783093614,5.296740419995487,3.1530985671936063,0.15254029776561567,199.68490402835747,0.74575,0.25425,uncertain
