prior_name,effect_prior_sd,base_model,comparison,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
regularizing,0.75,phi4,ANCHOR_NUM_HIGH,1,30,0,0.006033333333333329,0,0,0.06666666666666667,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_HIGH,2,30,0,0.005033333333333331,0,0,0.06666666666666667,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_HIGH,3,30,1,0.9824666666666667,1,0.9333333333333333,1,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_HIGH,4,30,0,0.0064666666666666674,0,0,0.06666666666666667,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_LOW,1,30,0,0.0057333333333333385,0,0,0.03333333333333333,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_LOW,2,30,0,0.0038666666666666654,0,0,0.03333333333333333,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_LOW,3,30,1,0.9834333333333334,1,0.9,1,TRUE,0
regularizing,0.75,phi4,ANCHOR_NUM_LOW,4,30,0,0.006966666666666661,0,0,0.06666666666666667,TRUE,0
regularizing,0.75,phi4,ANCHOR_WORD,1,30,0,0.005633333333333335,0,0,0.03333333333333333,TRUE,0
regularizing,0.75,phi4,ANCHOR_WORD,2,30,0,0.003966666666666666,0,0,0.03333333333333333,TRUE,0
regularizing,0.75,phi4,ANCHOR_WORD,3,30,1,0.984,1,0.9333333333333333,1,TRUE,0
regularizing,0.75,phi4,ANCHOR_WORD,4,30,0,0.006400000000000005,0,0,0.06666666666666667,TRUE,0
regularizing,0.75,phi4,CONTEXT,1,150,0,0.005499999999999999,0,0,0.02666666666666667,TRUE,0
regularizing,0.75,phi4,CONTEXT,2,150,0,0.0035666666666666668,0,0,0.02,TRUE,0
regularizing,0.75,phi4,CONTEXT,3,150,1,0.9863066666666667,0.9866666666666667,0.96,1,TRUE,0.013333333333333308
regularizing,0.75,phi4,CONTEXT,4,150,0,0.004626666666666668,0,0,0.02,TRUE,0
weak,2.5,gemma3,ANCHOR_EXAMPLE,1,30,0,0.0068000000000000005,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_EXAMPLE,2,30,0,0.004566666666666667,0,0,0.03333333333333333,TRUE,0
weak,2.5,gemma3,ANCHOR_EXAMPLE,3,30,1,0.9806666666666667,1,0.9,1,TRUE,0
weak,2.5,gemma3,ANCHOR_EXAMPLE,4,30,0,0.007966666666666669,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_HIGH,1,30,0,0.006333333333333337,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_HIGH,2,30,0,0.00416666666666667,0,0,0.03333333333333333,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_HIGH,3,30,1,0.9803666666666667,1,0.9,1,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_HIGH,4,30,0,0.009133333333333328,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_LOW,1,30,0,0.006166666666666671,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_LOW,2,30,0,0.003900000000000001,0,0,0.03333333333333333,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_LOW,3,30,1,0.9804666666666667,1,0.9,1,TRUE,0
weak,2.5,gemma3,ANCHOR_NUM_LOW,4,30,0,0.009466666666666665,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_WORD,1,30,0,0.005966666666666662,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,ANCHOR_WORD,2,30,0,0.004533333333333332,0,0,0.03333333333333333,TRUE,0
weak,2.5,gemma3,ANCHOR_WORD,3,30,1,0.9816333333333334,1,0.9,1,TRUE,0
weak,2.5,gemma3,ANCHOR_WORD,4,30,0,0.007866666666666666,0,0,0.06666666666666667,TRUE,0
weak,2.5,gemma3,CONTEXT,1,150,0,0.004439999999999998,0,0,0.02,TRUE,0
weak,2.5,gemma3,CONTEXT,2,150,0,0.0037066666666666663,0,0,0.02,TRUE,0
weak,2.5,gemma3,CONTEXT,3,150,1,0.9882,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
weak,2.5,gemma3,CONTEXT,4,150,0,0.0036533333333333353,0,0,0.02,TRUE,0
weak,2.5,llama,ANCHOR_EXAMPLE,1,30,0,0.03783333333333333,0.03333333333333333,0,0.13333333333333333,TRUE,0.03333333333333333
weak,2.5,llama,ANCHOR_EXAMPLE,2,30,0.13333333333333333,0.1397,0.13333333333333333,0,0.3333333333333333,TRUE,0
weak,2.5,llama,ANCHOR_EXAMPLE,3,30,0.7666666666666667,0.6741333333333334,0.6666666666666666,0.5,0.8333333333333334,TRUE,0.10000000000000009
weak,2.5,llama,ANCHOR_EXAMPLE,4,30,0.1,0.14833333333333334,0.13333333333333333,0.03333333333333333,0.3333333333333333,TRUE,0.033333333333333326
weak,2.5,llama,ANCHOR_NUM_HIGH,1,30,0,0.013833333333333331,0,0,0.06666666666666667,TRUE,0
weak,2.5,llama,ANCHOR_NUM_HIGH,2,30,0.1,0.05619999999999999,0.03333333333333333,0,0.16666666666666666,TRUE,0.06666666666666668
weak,2.5,llama,ANCHOR_NUM_HIGH,3,30,0.5333333333333333,0.5914666666666667,0.6,0.36666666666666664,0.8,TRUE,0.06666666666666665
weak,2.5,llama,ANCHOR_NUM_HIGH,4,30,0.36666666666666664,0.33849999999999997,0.3333333333333333,0.13333333333333333,0.6,TRUE,0.033333333333333326
weak,2.5,llama,ANCHOR_NUM_LOW,1,30,0,0.015666666666666672,0,0,0.06666666666666667,TRUE,0
weak,2.5,llama,ANCHOR_NUM_LOW,2,30,0.1,0.0657,0.06666666666666667,0,0.16666666666666666,TRUE,0.03333333333333334
weak,2.5,llama,ANCHOR_NUM_LOW,3,30,0.6,0.63,0.6333333333333333,0.4,0.8,TRUE,0.033333333333333326
weak,2.5,llama,ANCHOR_NUM_LOW,4,30,0.3,0.28863333333333335,0.3,0.1,0.5333333333333333,TRUE,0
weak,2.5,llama,ANCHOR_WORD,1,30,0,0.010533333333333342,0,0,0.06666666666666667,TRUE,0
weak,2.5,llama,ANCHOR_WORD,2,30,0,0.04853333333333333,0.03333333333333333,0,0.16666666666666666,TRUE,0.03333333333333333
weak,2.5,llama,ANCHOR_WORD,3,30,0.6666666666666666,0.5733333333333334,0.5666666666666667,0.3333333333333333,0.7674999999999993,TRUE,0.09999999999999998
weak,2.5,llama,ANCHOR_WORD,4,30,0.3333333333333333,0.3676,0.36666666666666664,0.16666666666666666,0.6333333333333333,TRUE,0.033333333333333326
weak,2.5,llama,CONTEXT,1,150,0.02666666666666667,0.017859999999999997,0.013333333333333334,0,0.05333333333333334,TRUE,0.013333333333333334
weak,2.5,llama,CONTEXT,2,150,0.06666666666666667,0.07434666666666667,0.07333333333333333,0.02666666666666667,0.14,TRUE,0.006666666666666668
weak,2.5,llama,CONTEXT,3,150,0.6466666666666666,0.6549866666666666,0.6533333333333333,0.56,0.7466666666666667,TRUE,0.00666666666666671
weak,2.5,llama,CONTEXT,4,150,0.26,0.2528066666666667,0.25333333333333335,0.16666666666666666,0.3466666666666667,TRUE,0.006666666666666654
weak,2.5,mistral,ANCHOR_EXAMPLE,1,30,0,0.008333333333333342,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_EXAMPLE,2,30,0,0.005299999999999999,0,0,0.03333333333333333,TRUE,0
weak,2.5,mistral,ANCHOR_EXAMPLE,3,30,1,0.9767666666666667,1,0.9,1,TRUE,0
weak,2.5,mistral,ANCHOR_EXAMPLE,4,30,0,0.009600000000000006,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_HIGH,1,30,0,0.007266666666666673,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_HIGH,2,30,0,0.00466666666666667,0,0,0.03333333333333333,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_HIGH,3,30,1,0.9794,1,0.9,1,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_HIGH,4,30,0,0.00866666666666667,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_LOW,1,30,0,0.006899999999999995,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_LOW,2,30,0,0.0047000000000000045,0,0,0.03333333333333333,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_LOW,3,30,1,0.9791,1,0.9,1,TRUE,0
weak,2.5,mistral,ANCHOR_NUM_LOW,4,30,0,0.009300000000000008,0,0,0.06666666666666667,TRUE,0
weak,2.5,mistral,ANCHOR_WORD,1,30,0,0.0023999999999999915,0,0,0.03333333333333333,TRUE,0
weak,2.5,mistral,ANCHOR_WORD,2,30,0,0.0011666666666666663,0,0,0.03333333333333333,TRUE,0
weak,2.5,mistral,ANCHOR_WORD,3,30,0.9666666666666667,0.9684,0.9666666666666667,0.8666666666666667,1,TRUE,0
weak,2.5,mistral,ANCHOR_WORD,4,30,0.03333333333333333,0.028033333333333327,0,0,0.13333333333333333,TRUE,0.03333333333333333
weak,2.5,mistral,CONTEXT,1,150,0,0.005146666666666667,0,0,0.02666666666666667,TRUE,0
