prior_name,base_model,dc_solution,condition,rating,n_observed,observed_proportion,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
regularizing,gemma3,Protection DC system design tool,ZEROSHOT,3,150,0.5733333333333334,0.5333333333333333,0.41333333333333333,0.64,TRUE,0.040000000000000036
regularizing,gemma3,Protection DC system design tool,ZEROSHOT,4,150,0.4266666666666667,0.46,0.35333333333333333,0.5734999999999999,TRUE,0.033333333333333326
regularizing,gemma3,Protection DC system design tool,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,gemma3,Protection DC system design tool,CONTEXT,3,150,0,0.04,0.006666666666666667,0.08666666666666667,FALSE,0.04
regularizing,gemma3,Protection DC system design tool,CONTEXT,4,150,1,0.96,0.9131666666666667,0.9933333333333333,FALSE,0.040000000000000036
regularizing,gemma3,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,gemma3,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0,0,0,0.02,TRUE,0
regularizing,gemma3,Semiconductor-based circuit breaker,ZEROSHOT,4,150,1,0.9933333333333333,0.9666666666666667,1,TRUE,0.00666666666666671
regularizing,gemma3,Semiconductor-based circuit breaker,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,gemma3,Semiconductor-based circuit breaker,CONTEXT,3,150,0,0,0,0.02,TRUE,0
regularizing,gemma3,Semiconductor-based circuit breaker,CONTEXT,4,150,1,0.9933333333333333,0.9733333333333334,1,TRUE,0.00666666666666671
regularizing,gemma3,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,gemma3,Smart and sustainable DC cables,ZEROSHOT,3,150,0.15333333333333332,0.13,0.06666666666666667,0.21349999999999988,TRUE,0.023333333333333317
regularizing,gemma3,Smart and sustainable DC cables,ZEROSHOT,4,150,0.8466666666666667,0.86,0.78,0.92,TRUE,0.013333333333333308
regularizing,gemma3,Smart and sustainable DC cables,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,gemma3,Smart and sustainable DC cables,CONTEXT,3,150,0,0.02,0,0.06,TRUE,0.02
regularizing,gemma3,Smart and sustainable DC cables,CONTEXT,4,150,1,0.98,0.94,1,TRUE,0.020000000000000018
regularizing,gemma3,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,gemma3,Solid-state circuit breaker,ZEROSHOT,3,150,0,0,0,0.02,TRUE,0
regularizing,gemma3,Solid-state circuit breaker,ZEROSHOT,4,150,1,0.9933333333333333,0.9664999999999999,1,TRUE,0.00666666666666671
regularizing,gemma3,Solid-state circuit breaker,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,gemma3,Solid-state circuit breaker,CONTEXT,3,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,gemma3,Solid-state circuit breaker,CONTEXT,4,150,1,0.9933333333333333,0.9733333333333334,1,TRUE,0.00666666666666671
regularizing,gemma3,Static protection system,ZEROSHOT,2,150,0.3333333333333333,0.30666666666666664,0.21333333333333335,0.42,TRUE,0.026666666666666672
regularizing,gemma3,Static protection system,ZEROSHOT,3,150,0.6666666666666666,0.62,0.5066666666666667,0.7333333333333333,TRUE,0.046666666666666634
regularizing,gemma3,Static protection system,ZEROSHOT,4,150,0,0.06666666666666667,0.02,0.12666666666666668,FALSE,0.06666666666666667
regularizing,gemma3,Static protection system,CONTEXT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,gemma3,Static protection system,CONTEXT,3,150,0,0.06,0.02,0.12,FALSE,0.06
regularizing,gemma3,Static protection system,CONTEXT,4,150,1,0.94,0.88,0.98,FALSE,0.06000000000000005
regularizing,llama,DC connectors,ZEROSHOT,2,150,0.006666666666666667,0.006666666666666667,0,0.04,TRUE,0
regularizing,llama,DC connectors,ZEROSHOT,3,150,0.9533333333333334,0.9266666666666666,0.8533333333333334,0.9733333333333334,TRUE,0.026666666666666727
regularizing,llama,DC connectors,ZEROSHOT,4,150,0.04,0.06,0.02,0.13333333333333333,TRUE,0.019999999999999997
regularizing,llama,DC connectors,CONTEXT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,llama,DC connectors,CONTEXT,3,150,0.66,0.68,0.5733333333333334,0.7734999999999999,TRUE,0.020000000000000018
regularizing,llama,DC connectors,CONTEXT,4,150,0.34,0.31333333333333335,0.22,0.4266666666666667,TRUE,0.026666666666666672
regularizing,llama,DC measurement device,ZEROSHOT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,DC measurement device,ZEROSHOT,3,150,0.9,0.9066666666666666,0.8266666666666667,0.96,TRUE,0.006666666666666599
regularizing,llama,DC measurement device,ZEROSHOT,4,150,0.1,0.09333333333333334,0.04,0.16666666666666666,TRUE,0.006666666666666668
regularizing,llama,DC measurement device,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,DC measurement device,CONTEXT,3,150,0.92,0.9133333333333333,0.84,0.9601666666666665,TRUE,0.00666666666666671
regularizing,llama,DC measurement device,CONTEXT,4,150,0.08,0.08,0.03333333333333333,0.15333333333333332,TRUE,0
regularizing,llama,DC solution design tool,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,llama,DC solution design tool,ZEROSHOT,3,150,0.8733333333333333,0.86,0.78,0.9266666666666666,TRUE,0.013333333333333308
regularizing,llama,DC solution design tool,ZEROSHOT,4,150,0.12666666666666668,0.13333333333333333,0.06666666666666667,0.21333333333333335,TRUE,0.006666666666666654
regularizing,llama,DC solution design tool,CONTEXT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,llama,DC solution design tool,CONTEXT,3,150,0.7266666666666667,0.7333333333333333,0.6266666666666667,0.82,TRUE,0.006666666666666599
regularizing,llama,DC solution design tool,CONTEXT,4,150,0.2733333333333333,0.26666666666666666,0.17333333333333334,0.37333333333333335,TRUE,0.006666666666666654
regularizing,llama,DC-DC converter,ZEROSHOT,2,150,0,0,0,0.02666666666666667,TRUE,0
regularizing,llama,DC-DC converter,ZEROSHOT,3,150,0.7,0.6933333333333334,0.6,0.7866666666666666,TRUE,0.006666666666666599
regularizing,llama,DC-DC converter,ZEROSHOT,4,150,0.3,0.3,0.20666666666666667,0.3933333333333333,TRUE,0
regularizing,llama,DC-DC converter,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,DC-DC converter,CONTEXT,3,150,0.58,0.58,0.47333333333333333,0.6866666666666666,TRUE,0
regularizing,llama,DC-DC converter,CONTEXT,4,150,0.42,0.41333333333333333,0.31333333333333335,0.52,TRUE,0.006666666666666654
regularizing,llama,LVAC-LVDC interlink converter,ZEROSHOT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,LVAC-LVDC interlink converter,ZEROSHOT,3,150,0.7733333333333333,0.78,0.6866666666666666,0.8666666666666667,TRUE,0.00666666666666671
regularizing,llama,LVAC-LVDC interlink converter,ZEROSHOT,4,150,0.22666666666666666,0.21333333333333335,0.13333333333333333,0.30666666666666664,TRUE,0.013333333333333308
regularizing,llama,LVAC-LVDC interlink converter,CONTEXT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,llama,LVAC-LVDC interlink converter,CONTEXT,3,150,0.8533333333333334,0.84,0.7533333333333333,0.9133333333333333,TRUE,0.01333333333333342
regularizing,llama,LVAC-LVDC interlink converter,CONTEXT,4,150,0.14666666666666667,0.15333333333333332,0.08,0.24,TRUE,0.006666666666666654
regularizing,llama,Network design tool for DC solutions,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,llama,Network design tool for DC solutions,ZEROSHOT,3,150,0.7333333333333333,0.7266666666666667,0.6266666666666667,0.82,TRUE,0.006666666666666599
regularizing,llama,Network design tool for DC solutions,ZEROSHOT,4,150,0.26666666666666666,0.26666666666666666,0.17333333333333334,0.36666666666666664,TRUE,0
regularizing,llama,Network design tool for DC solutions,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,Network design tool for DC solutions,CONTEXT,3,150,0.62,0.62,0.5066666666666667,0.7266666666666667,TRUE,0
regularizing,llama,Network design tool for DC solutions,CONTEXT,4,150,0.38,0.37333333333333335,0.2733333333333333,0.4868333333333332,TRUE,0.006666666666666654
regularizing,llama,Protection DC system design tool,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,llama,Protection DC system design tool,ZEROSHOT,3,150,0.7,0.6933333333333334,0.5866666666666667,0.7933333333333333,TRUE,0.006666666666666599
regularizing,llama,Protection DC system design tool,ZEROSHOT,4,150,0.3,0.3,0.2,0.40683333333333316,TRUE,0
regularizing,llama,Protection DC system design tool,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,Protection DC system design tool,CONTEXT,3,150,0.5866666666666667,0.5866666666666667,0.4666666666666667,0.6934999999999999,TRUE,0
regularizing,llama,Protection DC system design tool,CONTEXT,4,150,0.41333333333333333,0.4066666666666667,0.3,0.5266666666666666,TRUE,0.006666666666666654
regularizing,llama,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0.02666666666666667,0.02666666666666667,0,0.08,TRUE,0
regularizing,llama,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0.9733333333333334,0.92,0.86,0.9733333333333334,TRUE,0.053333333333333344
regularizing,llama,Semiconductor-based circuit breaker,ZEROSHOT,4,150,0,0.04666666666666667,0.013333333333333334,0.1,FALSE,0.04666666666666667
regularizing,llama,Semiconductor-based circuit breaker,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,llama,Semiconductor-based circuit breaker,CONTEXT,3,150,0.30666666666666664,0.35333333333333333,0.24,0.46,TRUE,0.04666666666666669
regularizing,llama,Semiconductor-based circuit breaker,CONTEXT,4,150,0.6933333333333334,0.6466666666666666,0.54,0.76,TRUE,0.046666666666666745
regularizing,llama,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0,0,0.02666666666666667,TRUE,0
regularizing,llama,Smart and sustainable DC cables,ZEROSHOT,3,150,0.54,0.54,0.4266666666666667,0.64,TRUE,0
regularizing,llama,Smart and sustainable DC cables,ZEROSHOT,4,150,0.46,0.46,0.35333333333333333,0.56,TRUE,0
regularizing,llama,Smart and sustainable DC cables,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,llama,Smart and sustainable DC cables,CONTEXT,3,150,0.46,0.46,0.35333333333333333,0.5733333333333334,TRUE,0
regularizing,llama,Smart and sustainable DC cables,CONTEXT,4,150,0.54,0.54,0.42,0.64,TRUE,0
regularizing,llama,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,llama,Solid-state circuit breaker,ZEROSHOT,3,150,0.9733333333333334,0.9266666666666666,0.86,0.9733333333333334,TRUE,0.046666666666666745
regularizing,llama,Solid-state circuit breaker,ZEROSHOT,4,150,0.02666666666666667,0.06666666666666667,0.02666666666666667,0.13333333333333333,TRUE,0.039999999999999994
regularizing,llama,Solid-state circuit breaker,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,llama,Solid-state circuit breaker,CONTEXT,3,150,0.32,0.35333333333333333,0.24666666666666667,0.4734999999999998,TRUE,0.033333333333333326
regularizing,llama,Solid-state circuit breaker,CONTEXT,4,150,0.68,0.6466666666666666,0.5265,0.7533333333333333,TRUE,0.03333333333333344
regularizing,llama,Static protection system,ZEROSHOT,2,150,0.14666666666666667,0.13333333333333333,0.06666666666666667,0.21333333333333335,TRUE,0.013333333333333336
regularizing,llama,Static protection system,ZEROSHOT,3,150,0.8333333333333334,0.8133333333333334,0.7266666666666667,0.8866666666666667,TRUE,0.020000000000000018
regularizing,llama,Static protection system,ZEROSHOT,4,150,0.02,0.05333333333333334,0.013333333333333334,0.11333333333333333,TRUE,0.03333333333333334
regularizing,llama,Static protection system,CONTEXT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,llama,Static protection system,CONTEXT,3,150,0.42,0.44666666666666666,0.34,0.5534999999999999,TRUE,0.026666666666666672
regularizing,llama,Static protection system,CONTEXT,4,150,0.58,0.5466666666666666,0.43333333333333335,0.6533333333333333,TRUE,0.033333333333333326
regularizing,mistral,DC connectors,ZEROSHOT,2,150,0,0,0,0.02,TRUE,0
regularizing,mistral,DC connectors,ZEROSHOT,3,150,0,0.013333333333333334,0,0.04666666666666667,TRUE,0.013333333333333334
regularizing,mistral,DC connectors,ZEROSHOT,4,150,1,0.98,0.9466666666666667,1,TRUE,0.020000000000000018
regularizing,mistral,DC connectors,CONTEXT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,mistral,DC connectors,CONTEXT,3,150,0.03333333333333333,0.02,0,0.06,TRUE,0.013333333333333332
regularizing,mistral,DC connectors,CONTEXT,4,150,0.9666666666666667,0.9733333333333334,0.9266666666666666,1,TRUE,0.00666666666666671
regularizing,mistral,DC measurement device,ZEROSHOT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,mistral,DC measurement device,ZEROSHOT,3,150,0.12666666666666668,0.16,0.08666666666666667,0.25333333333333335,TRUE,0.033333333333333326
regularizing,mistral,DC measurement device,ZEROSHOT,4,150,0.8733333333333333,0.84,0.74,0.9133333333333333,TRUE,0.033333333333333326
regularizing,mistral,DC measurement device,CONTEXT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,DC measurement device,CONTEXT,3,150,0.5866666666666667,0.5533333333333333,0.43333333333333335,0.66,TRUE,0.033333333333333326
regularizing,mistral,DC measurement device,CONTEXT,4,150,0.41333333333333333,0.44,0.33316666666666667,0.56,TRUE,0.026666666666666672
regularizing,mistral,DC solution design tool,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,mistral,DC solution design tool,ZEROSHOT,3,150,0.04666666666666667,0.04,0.006666666666666667,0.08683333333333319,TRUE,0.006666666666666668
regularizing,mistral,DC solution design tool,ZEROSHOT,4,150,0.9533333333333334,0.9533333333333334,0.9,0.9866666666666667,TRUE,0
regularizing,mistral,DC solution design tool,CONTEXT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,mistral,DC solution design tool,CONTEXT,3,150,0.006666666666666667,0.013333333333333334,0,0.04666666666666667,TRUE,0.006666666666666667
regularizing,mistral,DC solution design tool,CONTEXT,4,150,0.9933333333333333,0.9866666666666667,0.9466666666666667,1,TRUE,0.006666666666666599
regularizing,mistral,DC-DC converter,ZEROSHOT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,mistral,DC-DC converter,ZEROSHOT,3,150,0.02666666666666667,0.06,0.02,0.12016666666666652,TRUE,0.033333333333333326
regularizing,mistral,DC-DC converter,ZEROSHOT,4,150,0.9733333333333334,0.94,0.8733333333333333,0.98,TRUE,0.03333333333333344
regularizing,mistral,DC-DC converter,CONTEXT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,DC-DC converter,CONTEXT,3,150,0.3333333333333333,0.29333333333333333,0.2,0.4,TRUE,0.03999999999999998
regularizing,mistral,DC-DC converter,CONTEXT,4,150,0.6666666666666666,0.6933333333333334,0.5933333333333334,0.7933333333333333,TRUE,0.026666666666666727
regularizing,mistral,LVAC-LVDC interlink converter,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,mistral,LVAC-LVDC interlink converter,ZEROSHOT,3,150,0.3933333333333333,0.38666666666666666,0.2931666666666667,0.5066666666666667,TRUE,0.006666666666666654
regularizing,mistral,LVAC-LVDC interlink converter,ZEROSHOT,4,150,0.6066666666666667,0.6066666666666667,0.4866666666666667,0.7066666666666667,TRUE,0
regularizing,mistral,LVAC-LVDC interlink converter,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,mistral,LVAC-LVDC interlink converter,CONTEXT,3,150,0.35333333333333333,0.3466666666666667,0.24666666666666667,0.46,TRUE,0.006666666666666654
regularizing,mistral,LVAC-LVDC interlink converter,CONTEXT,4,150,0.6466666666666666,0.6466666666666666,0.54,0.7466666666666667,TRUE,0
regularizing,mistral,Network design tool for DC solutions,ZEROSHOT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,mistral,Network design tool for DC solutions,ZEROSHOT,3,150,0,0,0,0.02,TRUE,0
regularizing,mistral,Network design tool for DC solutions,ZEROSHOT,4,150,1,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
regularizing,mistral,Network design tool for DC solutions,CONTEXT,2,150,0,0,0,0.02,TRUE,0
regularizing,mistral,Network design tool for DC solutions,CONTEXT,3,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,mistral,Network design tool for DC solutions,CONTEXT,4,150,1,0.9933333333333333,0.9733333333333334,1,TRUE,0.00666666666666671
regularizing,mistral,Protection DC system design tool,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,Protection DC system design tool,ZEROSHOT,3,150,0.6133333333333333,0.5866666666666667,0.47333333333333333,0.6933333333333334,TRUE,0.026666666666666616
regularizing,mistral,Protection DC system design tool,ZEROSHOT,4,150,0.38666666666666666,0.4066666666666667,0.3,0.5134999999999997,TRUE,0.020000000000000018
regularizing,mistral,Protection DC system design tool,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,mistral,Protection DC system design tool,CONTEXT,3,150,0.13333333333333333,0.15666666666666668,0.08,0.24666666666666667,TRUE,0.023333333333333345
regularizing,mistral,Protection DC system design tool,CONTEXT,4,150,0.8666666666666667,0.84,0.7533333333333333,0.92,TRUE,0.026666666666666727
regularizing,mistral,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0.8933333333333333,0.8333333333333334,0.7466666666666667,0.9133333333333333,TRUE,0.05999999999999994
regularizing,mistral,Semiconductor-based circuit breaker,ZEROSHOT,4,150,0.10666666666666667,0.15666666666666668,0.08666666666666667,0.24666666666666667,TRUE,0.05
regularizing,mistral,Semiconductor-based circuit breaker,CONTEXT,2,150,0,0,0,0,TRUE,0
regularizing,mistral,Semiconductor-based circuit breaker,CONTEXT,3,150,0.02,0.06666666666666667,0.02666666666666667,0.13333333333333333,FALSE,0.04666666666666666
regularizing,mistral,Semiconductor-based circuit breaker,CONTEXT,4,150,0.98,0.9333333333333333,0.8666666666666667,0.9733333333333334,FALSE,0.046666666666666634
regularizing,mistral,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,mistral,Smart and sustainable DC cables,ZEROSHOT,3,150,0.43333333333333335,0.4666666666666667,0.35333333333333333,0.5734999999999999,TRUE,0.033333333333333326
regularizing,mistral,Smart and sustainable DC cables,ZEROSHOT,4,150,0.5666666666666667,0.5333333333333333,0.42650000000000005,0.64,TRUE,0.033333333333333326
regularizing,mistral,Smart and sustainable DC cables,CONTEXT,2,150,0,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
regularizing,mistral,Smart and sustainable DC cables,CONTEXT,3,150,0.88,0.84,0.7533333333333333,0.9133333333333333,TRUE,0.040000000000000036
regularizing,mistral,Smart and sustainable DC cables,CONTEXT,4,150,0.12,0.14666666666666667,0.08,0.22666666666666666,TRUE,0.026666666666666672
regularizing,mistral,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,Solid-state circuit breaker,ZEROSHOT,3,150,0.6533333333333333,0.6066666666666667,0.49983333333333335,0.7133333333333334,TRUE,0.046666666666666634
regularizing,mistral,Solid-state circuit breaker,ZEROSHOT,4,150,0.3466666666666667,0.38,0.28,0.5,TRUE,0.033333333333333326
regularizing,mistral,Solid-state circuit breaker,CONTEXT,2,150,0,0,0,0.006666666666666667,TRUE,0
regularizing,mistral,Solid-state circuit breaker,CONTEXT,3,150,0,0.04,0.006666666666666667,0.09333333333333334,FALSE,0.04
regularizing,mistral,Solid-state circuit breaker,CONTEXT,4,150,1,0.96,0.9066666666666666,0.9933333333333333,FALSE,0.040000000000000036
regularizing,mistral,Static protection system,ZEROSHOT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,mistral,Static protection system,ZEROSHOT,3,150,0.9666666666666667,0.9,0.8266666666666667,0.9533333333333334,FALSE,0.06666666666666665
regularizing,mistral,Static protection system,ZEROSHOT,4,150,0.03333333333333333,0.09333333333333334,0.04,0.16666666666666666,FALSE,0.060000000000000005
regularizing,mistral,Static protection system,CONTEXT,2,150,0,0,0,0,TRUE,0
regularizing,mistral,Static protection system,CONTEXT,3,150,0,0.05333333333333334,0.02,0.11333333333333333,FALSE,0.05333333333333334
regularizing,mistral,Static protection system,CONTEXT,4,150,1,0.9466666666666667,0.8866666666666667,0.98,FALSE,0.053333333333333344
regularizing,phi4,DC connectors,ZEROSHOT,2,150,0,0,0,0.013333333333333334,TRUE,0
regularizing,phi4,DC connectors,ZEROSHOT,3,150,0.03333333333333333,0.05333333333333334,0.013333333333333334,0.11333333333333333,TRUE,0.020000000000000004
regularizing,phi4,DC connectors,ZEROSHOT,4,150,0.9666666666666667,0.94,0.88,0.98,TRUE,0.026666666666666727
regularizing,phi4,DC connectors,CONTEXT,2,150,0,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
regularizing,phi4,DC connectors,CONTEXT,3,150,0.15333333333333332,0.13333333333333333,0.06,0.22,TRUE,0.01999999999999999
regularizing,phi4,DC connectors,CONTEXT,4,150,0.8466666666666667,0.86,0.7733333333333333,0.9333333333333333,TRUE,0.013333333333333308
regularizing,phi4,DC measurement device,ZEROSHOT,2,150,0,0,0,0.02,TRUE,0
regularizing,phi4,DC measurement device,ZEROSHOT,3,150,0.30666666666666664,0.32,0.22,0.42,TRUE,0.013333333333333364
regularizing,phi4,DC measurement device,ZEROSHOT,4,150,0.6933333333333334,0.68,0.5733333333333334,0.78,TRUE,0.013333333333333308
regularizing,phi4,DC measurement device,CONTEXT,2,150,0,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
regularizing,phi4,DC measurement device,CONTEXT,3,150,0.44666666666666666,0.4266666666666667,0.32,0.5333333333333333,TRUE,0.019999999999999962
regularizing,phi4,DC measurement device,CONTEXT,4,150,0.5533333333333333,0.5666666666666667,0.4533333333333333,0.6733333333333333,TRUE,0.013333333333333308
