category,prob,condition,base_model,dc_solution
1,2.161082410102166e-4,CONTEXT,phi4,DC solution design tool
2,0.0482887635512889,CONTEXT,phi4,DC solution design tool
3,0.9514751772625403,CONTEXT,phi4,DC solution design tool
0,2.1178860979993028e-4,ZEROSHOT,gemma3,DC-DC converter
1,0.0022888935317615304,ZEROSHOT,gemma3,DC-DC converter
2,0.3487755434208747,ZEROSHOT,gemma3,DC-DC converter
3,0.6487237744375638,ZEROSHOT,gemma3,DC-DC converter
0,8.23063280222732e-5,CONTEXT,gemma3,DC-DC converter
1,8.908831707595694e-4,CONTEXT,gemma3,DC-DC converter
2,0.17285946237712585,CONTEXT,gemma3,DC-DC converter
3,0.8261673481240923,CONTEXT,gemma3,DC-DC converter
0,0.0016739971743688162,ZEROSHOT,llama,DC-DC converter
1,0.017784074719224892,ZEROSHOT,llama,DC-DC converter
2,0.791371627176416,ZEROSHOT,llama,DC-DC converter
3,0.18917030092999032,ZEROSHOT,llama,DC-DC converter
0,4.300321652024999e-4,CONTEXT,llama,DC-DC converter
1,0.004635597921680587,CONTEXT,llama,DC-DC converter
2,0.5186803780281308,CONTEXT,llama,DC-DC converter
3,0.47625399188498607,CONTEXT,llama,DC-DC converter
0,5.710307312787195e-4,ZEROSHOT,mistral,DC-DC converter
1,0.006145301019112214,ZEROSHOT,mistral,DC-DC converter
2,0.5868623990808056,ZEROSHOT,mistral,DC-DC converter
3,0.4064212691688035,ZEROSHOT,mistral,DC-DC converter
0,1.8981464380860764e-4,CONTEXT,mistral,DC-DC converter
1,0.0020519436166541237,CONTEXT,mistral,DC-DC converter
2,0.3244916676135636,CONTEXT,mistral,DC-DC converter
3,0.6732665741259737,CONTEXT,mistral,DC-DC converter
0,9.32722432660868e-5,ZEROSHOT,phi4,DC-DC converter
1,0.0010094472695145803,ZEROSHOT,phi4,DC-DC converter
2,0.1914327473949501,ZEROSHOT,phi4,DC-DC converter
3,0.8074645330922693,ZEROSHOT,phi4,DC-DC converter
0,1.995094516066438e-5,CONTEXT,phi4,DC-DC converter
1,2.161082410102166e-4,CONTEXT,phi4,DC-DC converter
2,0.0482887635512889,CONTEXT,phi4,DC-DC converter
3,0.9514751772625403,CONTEXT,phi4,DC-DC converter
0,2.1178860979993028e-4,ZEROSHOT,gemma3,LVAC-LVDC interlink converter
1,0.0022888935317615304,ZEROSHOT,gemma3,LVAC-LVDC interlink converter
2,0.3487755434208747,ZEROSHOT,gemma3,LVAC-LVDC interlink converter
3,0.6487237744375638,ZEROSHOT,gemma3,LVAC-LVDC interlink converter
0,8.23063280222732e-5,CONTEXT,gemma3,LVAC-LVDC interlink converter
1,8.908831707595694e-4,CONTEXT,gemma3,LVAC-LVDC interlink converter
2,0.17285946237712585,CONTEXT,gemma3,LVAC-LVDC interlink converter
3,0.8261673481240923,CONTEXT,gemma3,LVAC-LVDC interlink converter
0,0.0016739971743688162,ZEROSHOT,llama,LVAC-LVDC interlink converter
1,0.017784074719224892,ZEROSHOT,llama,LVAC-LVDC interlink converter
2,0.791371627176416,ZEROSHOT,llama,LVAC-LVDC interlink converter
3,0.18917030092999032,ZEROSHOT,llama,LVAC-LVDC interlink converter
0,4.300321652024999e-4,CONTEXT,llama,LVAC-LVDC interlink converter
1,0.004635597921680587,CONTEXT,llama,LVAC-LVDC interlink converter
2,0.5186803780281308,CONTEXT,llama,LVAC-LVDC interlink converter
3,0.47625399188498607,CONTEXT,llama,LVAC-LVDC interlink converter
0,5.710307312787195e-4,ZEROSHOT,mistral,LVAC-LVDC interlink converter
1,0.006145301019112214,ZEROSHOT,mistral,LVAC-LVDC interlink converter
2,0.5868623990808056,ZEROSHOT,mistral,LVAC-LVDC interlink converter
3,0.4064212691688035,ZEROSHOT,mistral,LVAC-LVDC interlink converter
0,1.8981464380860764e-4,CONTEXT,mistral,LVAC-LVDC interlink converter
1,0.0020519436166541237,CONTEXT,mistral,LVAC-LVDC interlink converter
2,0.3244916676135636,CONTEXT,mistral,LVAC-LVDC interlink converter
3,0.6732665741259737,CONTEXT,mistral,LVAC-LVDC interlink converter
0,9.32722432660868e-5,ZEROSHOT,phi4,LVAC-LVDC interlink converter
1,0.0010094472695145803,ZEROSHOT,phi4,LVAC-LVDC interlink converter
2,0.1914327473949501,ZEROSHOT,phi4,LVAC-LVDC interlink converter
3,0.8074645330922693,ZEROSHOT,phi4,LVAC-LVDC interlink converter
0,1.995094516066438e-5,CONTEXT,phi4,LVAC-LVDC interlink converter
1,2.161082410102166e-4,CONTEXT,phi4,LVAC-LVDC interlink converter
2,0.0482887635512889,CONTEXT,phi4,LVAC-LVDC interlink converter
3,0.9514751772625403,CONTEXT,phi4,LVAC-LVDC interlink converter
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Network design tool for DC solutions
1,0.0022888935317615304,ZEROSHOT,gemma3,Network design tool for DC solutions
2,0.3487755434208747,ZEROSHOT,gemma3,Network design tool for DC solutions
3,0.6487237744375638,ZEROSHOT,gemma3,Network design tool for DC solutions
0,8.23063280222732e-5,CONTEXT,gemma3,Network design tool for DC solutions
1,8.908831707595694e-4,CONTEXT,gemma3,Network design tool for DC solutions
2,0.17285946237712585,CONTEXT,gemma3,Network design tool for DC solutions
3,0.8261673481240923,CONTEXT,gemma3,Network design tool for DC solutions
0,0.0016739971743688162,ZEROSHOT,llama,Network design tool for DC solutions
1,0.017784074719224892,ZEROSHOT,llama,Network design tool for DC solutions
2,0.791371627176416,ZEROSHOT,llama,Network design tool for DC solutions
3,0.18917030092999032,ZEROSHOT,llama,Network design tool for DC solutions
0,4.300321652024999e-4,CONTEXT,llama,Network design tool for DC solutions
1,0.004635597921680587,CONTEXT,llama,Network design tool for DC solutions
2,0.5186803780281308,CONTEXT,llama,Network design tool for DC solutions
3,0.47625399188498607,CONTEXT,llama,Network design tool for DC solutions
0,5.710307312787195e-4,ZEROSHOT,mistral,Network design tool for DC solutions
1,0.006145301019112214,ZEROSHOT,mistral,Network design tool for DC solutions
2,0.5868623990808056,ZEROSHOT,mistral,Network design tool for DC solutions
3,0.4064212691688035,ZEROSHOT,mistral,Network design tool for DC solutions
0,1.8981464380860764e-4,CONTEXT,mistral,Network design tool for DC solutions
1,0.0020519436166541237,CONTEXT,mistral,Network design tool for DC solutions
2,0.3244916676135636,CONTEXT,mistral,Network design tool for DC solutions
3,0.6732665741259737,CONTEXT,mistral,Network design tool for DC solutions
0,9.32722432660868e-5,ZEROSHOT,phi4,Network design tool for DC solutions
1,0.0010094472695145803,ZEROSHOT,phi4,Network design tool for DC solutions
2,0.1914327473949501,ZEROSHOT,phi4,Network design tool for DC solutions
3,0.8074645330922693,ZEROSHOT,phi4,Network design tool for DC solutions
0,1.995094516066438e-5,CONTEXT,phi4,Network design tool for DC solutions
1,2.161082410102166e-4,CONTEXT,phi4,Network design tool for DC solutions
2,0.0482887635512889,CONTEXT,phi4,Network design tool for DC solutions
3,0.9514751772625403,CONTEXT,phi4,Network design tool for DC solutions
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Protection DC system design tool
1,0.0022888935317615304,ZEROSHOT,gemma3,Protection DC system design tool
2,0.3487755434208747,ZEROSHOT,gemma3,Protection DC system design tool
3,0.6487237744375638,ZEROSHOT,gemma3,Protection DC system design tool
0,8.23063280222732e-5,CONTEXT,gemma3,Protection DC system design tool
1,8.908831707595694e-4,CONTEXT,gemma3,Protection DC system design tool
2,0.17285946237712585,CONTEXT,gemma3,Protection DC system design tool
3,0.8261673481240923,CONTEXT,gemma3,Protection DC system design tool
0,0.0016739971743688162,ZEROSHOT,llama,Protection DC system design tool
1,0.017784074719224892,ZEROSHOT,llama,Protection DC system design tool
2,0.791371627176416,ZEROSHOT,llama,Protection DC system design tool
3,0.18917030092999032,ZEROSHOT,llama,Protection DC system design tool
0,4.300321652024999e-4,CONTEXT,llama,Protection DC system design tool
1,0.004635597921680587,CONTEXT,llama,Protection DC system design tool
2,0.5186803780281308,CONTEXT,llama,Protection DC system design tool
3,0.47625399188498607,CONTEXT,llama,Protection DC system design tool
0,5.710307312787195e-4,ZEROSHOT,mistral,Protection DC system design tool
1,0.006145301019112214,ZEROSHOT,mistral,Protection DC system design tool
2,0.5868623990808056,ZEROSHOT,mistral,Protection DC system design tool
3,0.4064212691688035,ZEROSHOT,mistral,Protection DC system design tool
0,1.8981464380860764e-4,CONTEXT,mistral,Protection DC system design tool
1,0.0020519436166541237,CONTEXT,mistral,Protection DC system design tool
2,0.3244916676135636,CONTEXT,mistral,Protection DC system design tool
3,0.6732665741259737,CONTEXT,mistral,Protection DC system design tool
0,9.32722432660868e-5,ZEROSHOT,phi4,Protection DC system design tool
1,0.0010094472695145803,ZEROSHOT,phi4,Protection DC system design tool
2,0.1914327473949501,ZEROSHOT,phi4,Protection DC system design tool
3,0.8074645330922693,ZEROSHOT,phi4,Protection DC system design tool
0,1.995094516066438e-5,CONTEXT,phi4,Protection DC system design tool
1,2.161082410102166e-4,CONTEXT,phi4,Protection DC system design tool
2,0.0482887635512889,CONTEXT,phi4,Protection DC system design tool
3,0.9514751772625403,CONTEXT,phi4,Protection DC system design tool
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Semiconductor-based circuit breaker
1,0.0022888935317615304,ZEROSHOT,gemma3,Semiconductor-based circuit breaker
2,0.3487755434208747,ZEROSHOT,gemma3,Semiconductor-based circuit breaker
3,0.6487237744375638,ZEROSHOT,gemma3,Semiconductor-based circuit breaker
0,8.23063280222732e-5,CONTEXT,gemma3,Semiconductor-based circuit breaker
1,8.908831707595694e-4,CONTEXT,gemma3,Semiconductor-based circuit breaker
2,0.17285946237712585,CONTEXT,gemma3,Semiconductor-based circuit breaker
3,0.8261673481240923,CONTEXT,gemma3,Semiconductor-based circuit breaker
0,0.0016739971743688162,ZEROSHOT,llama,Semiconductor-based circuit breaker
1,0.017784074719224892,ZEROSHOT,llama,Semiconductor-based circuit breaker
2,0.791371627176416,ZEROSHOT,llama,Semiconductor-based circuit breaker
3,0.18917030092999032,ZEROSHOT,llama,Semiconductor-based circuit breaker
0,4.300321652024999e-4,CONTEXT,llama,Semiconductor-based circuit breaker
1,0.004635597921680587,CONTEXT,llama,Semiconductor-based circuit breaker
2,0.5186803780281308,CONTEXT,llama,Semiconductor-based circuit breaker
3,0.47625399188498607,CONTEXT,llama,Semiconductor-based circuit breaker
0,5.710307312787195e-4,ZEROSHOT,mistral,Semiconductor-based circuit breaker
1,0.006145301019112214,ZEROSHOT,mistral,Semiconductor-based circuit breaker
2,0.5868623990808056,ZEROSHOT,mistral,Semiconductor-based circuit breaker
3,0.4064212691688035,ZEROSHOT,mistral,Semiconductor-based circuit breaker
0,1.8981464380860764e-4,CONTEXT,mistral,Semiconductor-based circuit breaker
1,0.0020519436166541237,CONTEXT,mistral,Semiconductor-based circuit breaker
2,0.3244916676135636,CONTEXT,mistral,Semiconductor-based circuit breaker
3,0.6732665741259737,CONTEXT,mistral,Semiconductor-based circuit breaker
0,9.32722432660868e-5,ZEROSHOT,phi4,Semiconductor-based circuit breaker
1,0.0010094472695145803,ZEROSHOT,phi4,Semiconductor-based circuit breaker
2,0.1914327473949501,ZEROSHOT,phi4,Semiconductor-based circuit breaker
3,0.8074645330922693,ZEROSHOT,phi4,Semiconductor-based circuit breaker
0,1.995094516066438e-5,CONTEXT,phi4,Semiconductor-based circuit breaker
1,2.161082410102166e-4,CONTEXT,phi4,Semiconductor-based circuit breaker
2,0.0482887635512889,CONTEXT,phi4,Semiconductor-based circuit breaker
3,0.9514751772625403,CONTEXT,phi4,Semiconductor-based circuit breaker
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Smart and sustainable DC cables
1,0.0022888935317615304,ZEROSHOT,gemma3,Smart and sustainable DC cables
2,0.3487755434208747,ZEROSHOT,gemma3,Smart and sustainable DC cables
3,0.6487237744375638,ZEROSHOT,gemma3,Smart and sustainable DC cables
0,8.23063280222732e-5,CONTEXT,gemma3,Smart and sustainable DC cables
1,8.908831707595694e-4,CONTEXT,gemma3,Smart and sustainable DC cables
2,0.17285946237712585,CONTEXT,gemma3,Smart and sustainable DC cables
3,0.8261673481240923,CONTEXT,gemma3,Smart and sustainable DC cables
0,0.0016739971743688162,ZEROSHOT,llama,Smart and sustainable DC cables
1,0.017784074719224892,ZEROSHOT,llama,Smart and sustainable DC cables
2,0.791371627176416,ZEROSHOT,llama,Smart and sustainable DC cables
3,0.18917030092999032,ZEROSHOT,llama,Smart and sustainable DC cables
0,4.300321652024999e-4,CONTEXT,llama,Smart and sustainable DC cables
1,0.004635597921680587,CONTEXT,llama,Smart and sustainable DC cables
2,0.5186803780281308,CONTEXT,llama,Smart and sustainable DC cables
3,0.47625399188498607,CONTEXT,llama,Smart and sustainable DC cables
0,5.710307312787195e-4,ZEROSHOT,mistral,Smart and sustainable DC cables
1,0.006145301019112214,ZEROSHOT,mistral,Smart and sustainable DC cables
2,0.5868623990808056,ZEROSHOT,mistral,Smart and sustainable DC cables
3,0.4064212691688035,ZEROSHOT,mistral,Smart and sustainable DC cables
0,1.8981464380860764e-4,CONTEXT,mistral,Smart and sustainable DC cables
1,0.0020519436166541237,CONTEXT,mistral,Smart and sustainable DC cables
2,0.3244916676135636,CONTEXT,mistral,Smart and sustainable DC cables
3,0.6732665741259737,CONTEXT,mistral,Smart and sustainable DC cables
0,9.32722432660868e-5,ZEROSHOT,phi4,Smart and sustainable DC cables
1,0.0010094472695145803,ZEROSHOT,phi4,Smart and sustainable DC cables
2,0.1914327473949501,ZEROSHOT,phi4,Smart and sustainable DC cables
3,0.8074645330922693,ZEROSHOT,phi4,Smart and sustainable DC cables
0,1.995094516066438e-5,CONTEXT,phi4,Smart and sustainable DC cables
1,2.161082410102166e-4,CONTEXT,phi4,Smart and sustainable DC cables
2,0.0482887635512889,CONTEXT,phi4,Smart and sustainable DC cables
3,0.9514751772625403,CONTEXT,phi4,Smart and sustainable DC cables
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Solid-state circuit breaker
1,0.0022888935317615304,ZEROSHOT,gemma3,Solid-state circuit breaker
2,0.3487755434208747,ZEROSHOT,gemma3,Solid-state circuit breaker
3,0.6487237744375638,ZEROSHOT,gemma3,Solid-state circuit breaker
0,8.23063280222732e-5,CONTEXT,gemma3,Solid-state circuit breaker
1,8.908831707595694e-4,CONTEXT,gemma3,Solid-state circuit breaker
2,0.17285946237712585,CONTEXT,gemma3,Solid-state circuit breaker
3,0.8261673481240923,CONTEXT,gemma3,Solid-state circuit breaker
0,0.0016739971743688162,ZEROSHOT,llama,Solid-state circuit breaker
1,0.017784074719224892,ZEROSHOT,llama,Solid-state circuit breaker
2,0.791371627176416,ZEROSHOT,llama,Solid-state circuit breaker
3,0.18917030092999032,ZEROSHOT,llama,Solid-state circuit breaker
0,4.300321652024999e-4,CONTEXT,llama,Solid-state circuit breaker
1,0.004635597921680587,CONTEXT,llama,Solid-state circuit breaker
2,0.5186803780281308,CONTEXT,llama,Solid-state circuit breaker
3,0.47625399188498607,CONTEXT,llama,Solid-state circuit breaker
0,5.710307312787195e-4,ZEROSHOT,mistral,Solid-state circuit breaker
1,0.006145301019112214,ZEROSHOT,mistral,Solid-state circuit breaker
2,0.5868623990808056,ZEROSHOT,mistral,Solid-state circuit breaker
3,0.4064212691688035,ZEROSHOT,mistral,Solid-state circuit breaker
0,1.8981464380860764e-4,CONTEXT,mistral,Solid-state circuit breaker
1,0.0020519436166541237,CONTEXT,mistral,Solid-state circuit breaker
2,0.3244916676135636,CONTEXT,mistral,Solid-state circuit breaker
3,0.6732665741259737,CONTEXT,mistral,Solid-state circuit breaker
0,9.32722432660868e-5,ZEROSHOT,phi4,Solid-state circuit breaker
1,0.0010094472695145803,ZEROSHOT,phi4,Solid-state circuit breaker
2,0.1914327473949501,ZEROSHOT,phi4,Solid-state circuit breaker
3,0.8074645330922693,ZEROSHOT,phi4,Solid-state circuit breaker
0,1.995094516066438e-5,CONTEXT,phi4,Solid-state circuit breaker
1,2.161082410102166e-4,CONTEXT,phi4,Solid-state circuit breaker
2,0.0482887635512889,CONTEXT,phi4,Solid-state circuit breaker
3,0.9514751772625403,CONTEXT,phi4,Solid-state circuit breaker
0,2.1178860979993028e-4,ZEROSHOT,gemma3,Static protection system
1,0.0022888935317615304,ZEROSHOT,gemma3,Static protection system
2,0.3487755434208747,ZEROSHOT,gemma3,Static protection system
3,0.6487237744375638,ZEROSHOT,gemma3,Static protection system
0,8.23063280222732e-5,CONTEXT,gemma3,Static protection system
1,8.908831707595694e-4,CONTEXT,gemma3,Static protection system
2,0.17285946237712585,CONTEXT,gemma3,Static protection system
3,0.8261673481240923,CONTEXT,gemma3,Static protection system
0,0.0016739971743688162,ZEROSHOT,llama,Static protection system
1,0.017784074719224892,ZEROSHOT,llama,Static protection system
2,0.791371627176416,ZEROSHOT,llama,Static protection system
3,0.18917030092999032,ZEROSHOT,llama,Static protection system
0,4.300321652024999e-4,CONTEXT,llama,Static protection system
1,0.004635597921680587,CONTEXT,llama,Static protection system
2,0.5186803780281308,CONTEXT,llama,Static protection system
3,0.47625399188498607,CONTEXT,llama,Static protection system
0,5.710307312787195e-4,ZEROSHOT,mistral,Static protection system
1,0.006145301019112214,ZEROSHOT,mistral,Static protection system
2,0.5868623990808056,ZEROSHOT,mistral,Static protection system
3,0.4064212691688035,ZEROSHOT,mistral,Static protection system
0,1.8981464380860764e-4,CONTEXT,mistral,Static protection system
1,0.0020519436166541237,CONTEXT,mistral,Static protection system
2,0.3244916676135636,CONTEXT,mistral,Static protection system
3,0.6732665741259737,CONTEXT,mistral,Static protection system
0,9.32722432660868e-5,ZEROSHOT,phi4,Static protection system
1,0.0010094472695145803,ZEROSHOT,phi4,Static protection system
2,0.1914327473949501,ZEROSHOT,phi4,Static protection system
3,0.8074645330922693,ZEROSHOT,phi4,Static protection system
0,1.995094516066438e-5,CONTEXT,phi4,Static protection system
1,2.161082410102166e-4,CONTEXT,phi4,Static protection system
2,0.0482887635512889,CONTEXT,phi4,Static protection system
3,0.9514751772625403,CONTEXT,phi4,Static protection system
