prior_name,effect_prior_sd,base_model,dc_solution,base_solution,anchor_type,comparison,response_pattern,context_probability_median,context_probability_l95,context_probability_u95,anchor_probability_median,anchor_probability_l95,anchor_probability_u95,difference_median,difference_l95,difference_u95,posterior_probability_difference_gt_0,posterior_probability_difference_lt_0,conclusion
primary,1.5,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962940296566349,0.9837235704132131,0.999484214910615,0.9974282438447923,0.968256402167493,0.9999018725431781,6.484218865757674e-4,-0.02466081800102132,0.010374330336812579,0.601875,0.398125,uncertain
primary,1.5,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.971134689574634,0.941545638556378,0.9877055195405935,0.9497706393853724,0.8443840262826958,0.990771888298391,-0.020344291386412527,-0.12431226660241229,0.027194615181450825,0.246875,0.753125,uncertain
primary,1.5,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.971134689574634,0.941545638556378,0.9877055195405935,0.9500049087931691,0.8445753201642688,0.9901726035639864,-0.02012234538316421,-0.12354575563444513,0.026464857124708335,0.240375,0.759625,uncertain
primary,1.5,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9963067896962443,0.9837189719094777,0.999551405391912,0.9975138293066794,0.9702806423307172,0.9999016660961139,6.635307930249468e-4,-0.02278090333841102,0.010747856802949889,0.608,0.392,uncertain
primary,1.5,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9963067896962443,0.9837189719094777,0.999551405391912,0.9975285224749475,0.9694109224076544,0.9999018081406519,6.645424311653714e-4,-0.02400383941982521,0.010879774719293425,0.606,0.394,uncertain
primary,1.5,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962122515449853,0.9843192062254753,0.9995017070357811,0.9974416872063068,0.9672937105123438,0.9999126394352509,6.453572877305191e-4,-0.02547695623912281,0.010569710150103905,0.60525,0.39475,uncertain
primary,1.5,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962122515449853,0.9843192062254753,0.9995017070357811,0.9974855068190095,0.9676035990412025,0.9998965145084261,7.370906673781485e-4,-0.026059086135538995,0.010273314420205536,0.614625,0.385375,uncertain
primary,1.5,llama,DC connectors,llama__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3264744016200191,0.25647311080019985,0.40122571620572234,0.05705151262896474,0.012104231382172075,0.16974877036259176,-0.265668622312117,-0.35592369733505547,-0.14640674951112292,0,1,reduced upper-end concentration under Anchor
primary,1.5,llama,DC connectors,llama__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3264744016200191,0.25647311080019985,0.40122571620572234,0.17228837158986127,0.06783810171454172,0.32722524465694997,-0.1526063607699537,-0.2839091281974437,0.013030965125771347,0.03325,0.96675,uncertain
primary,1.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.07656732303901559,0.04366152956407455,0.12342795454954317,0.03785749223247126,0.00609901865913308,0.13093861658214678,-0.03774979438325965,-0.09273710407655901,0.055998974607680656,0.158625,0.841375,uncertain
primary,1.5,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.07656732303901559,0.04366152956407455,0.12342795454954317,0.03756630122699689,0.0060462000098787,0.1315662198110241,-0.037652377734457176,-0.09449581094541451,0.0557562537670743,0.165375,0.834625,uncertain
primary,1.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.26947916064621213,0.2049982471439,0.34044717331585256,0.35708173557042927,0.20752138167179413,0.5280459714423177,0.08860601957548025,-0.07727738278805608,0.2676895734147488,0.848375,0.151625,uncertain
primary,1.5,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.26947916064621213,0.2049982471439,0.34044717331585256,0.10861697210168769,0.035386981739404987,0.2397152662709803,-0.15887882081184251,-0.2622458845615226,-0.016459132376841146,0.014375,0.985625,reduced upper-end concentration under Anchor
primary,1.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4237926966472885,0.34816391645400036,0.501019840137838,0.46446522059976936,0.30260685174918,0.6332486868577422,0.04072585508549981,-0.13849366102020252,0.22094604497181397,0.6695,0.3305,uncertain
primary,1.5,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4237926966472885,0.34816391645400036,0.501019840137838,0.36740365824965443,0.213787221353285,0.5425966423780201,-0.054841814536913225,-0.23133578667801297,0.1328989188425784,0.27125,0.72875,uncertain
primary,1.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.15650151459759565,0.10718164212979936,0.21790004588412082,0.15968367138065892,0.06335587245844321,0.31114424504139887,0.003640491647826205,-0.11067988627881668,0.16043612198470047,0.518875,0.481125,uncertain
primary,1.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.15650151459759565,0.10718164212979936,0.21790004588412082,0.3783015774194482,0.22417214871519325,0.5549448138663077,0.2209098650203442,0.05618399416184138,0.40559124758223586,0.996625,0.003375,greater upper-end concentration under Anchor
primary,1.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.3766014210686695,0.3018394082834099,0.45481025407180226,0.14451300101983422,0.053203178796593933,0.29183149560518423,-0.23064619849053575,-0.35008589477614616,-0.07205711666397577,0.004125,0.995875,reduced upper-end concentration under Anchor
primary,1.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.3766014210686695,0.3018394082834099,0.45481025407180226,0.4286725713353764,0.2624879406546503,0.6043769707096943,0.05103730149549446,-0.13254538504575308,0.2441118780186927,0.707,0.293,uncertain
primary,1.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.4154088709052482,0.33872761032764864,0.49419182244496596,0.333795342701497,0.1873532113431847,0.510535866031339,-0.08037520936835107,-0.24345499118181776,0.10566437936514433,0.194375,0.805625,uncertain
primary,1.5,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.4154088709052482,0.33872761032764864,0.49419182244496596,0.3978491978107184,0.2429657988330394,0.5716708813487292,-0.016039961150190907,-0.1891597366533786,0.1675848449560347,0.432375,0.567625,uncertain
primary,1.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6880146750490618,0.614349249963886,0.7559287073338218,0.5773154849691449,0.4020217795416919,0.7383779768895719,-0.10856834228842299,-0.29889032487284956,0.06255139271809128,0.11175,0.88825,uncertain
primary,1.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6880146750490618,0.614349249963886,0.7559287073338218,0.5751659307192971,0.40241411463555465,0.737932741068886,-0.11200518362584577,-0.2937183300194854,0.0646232415120253,0.11225,0.88775,uncertain
primary,1.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.540675806792227,0.4604195298194389,0.6177941904032446,0.5014718145202891,0.3334894164877362,0.6721743321404147,-0.03858356060297086,-0.2262670291779029,0.15132544949628968,0.338125,0.661875,uncertain
primary,1.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.540675806792227,0.4604195298194389,0.6177941904032446,0.46917755990917287,0.2995715570416688,0.6466753678484134,-0.07145050920866741,-0.2541025992071519,0.12163730860582977,0.240125,0.759875,uncertain
primary,1.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6777960736406423,0.6029609664877448,0.7487300123800724,0.6385663258162748,0.4644701028319314,0.7904838980745877,-0.03782299088957214,-0.22368623933659468,0.1300522034720925,0.3305,0.6695,uncertain
primary,1.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6777960736406423,0.6029609664877448,0.7487300123800724,0.5430266715562235,0.37238421215624024,0.7082163606349503,-0.13411736716388,-0.32210782963425894,0.04096300520292963,0.072125,0.927875,uncertain
primary,1.5,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5808163509152505,0.5055147597350614,0.6568313252734789,0.6653344113810584,0.4918994690866017,0.8110621460111453,0.08415891962888761,-0.1062142775432338,0.24809284085656474,0.811625,0.188375,uncertain
primary,1.5,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5808163509152505,0.5055147597350614,0.6568313252734789,0.50766817793814345,0.3359425343741723,0.6749944084928025,-0.07291672271935368,-0.25906735652491836,0.10478816558292113,0.21325,0.78675,uncertain
primary,1.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9388690780113498,0.8972439636749108,0.967848822037908,0.7630472981555569,0.5946310250717637,0.8869007743132099,-0.17513285524816352,-0.3418438326090369,-0.04535721268225913,0.0025,0.9975,reduced upper-end concentration under Anchor
primary,1.5,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9388690780113498,0.8972439636749108,0.967848822037908,0.9407609174048365,0.8318764497573549,0.9867228369871028,0.0015985750256317655,-0.10574923089848595,0.06197711211462719,0.515125,0.484875,uncertain
primary,1.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.39606833887806436,0.3219575337969604,0.47328152761775183,0.23826974258447292,0.11695702024119921,0.4058735471175008,-0.15652171641045243,-0.300501228650914,0.021624124173264907,0.04025,0.95975,uncertain
primary,1.5,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.39606833887806436,0.3219575337969604,0.47328152761775183,0.14675282666674405,0.05495465003409854,0.29297213555868185,-0.2474032518249215,-0.36751145441764327,-0.08798578101657775,0.00225,0.99775,reduced upper-end concentration under Anchor
primary,1.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9929624560557959,0.9768700920715341,0.9986320267648516,0.9957815774741678,0.9614810088421046,0.999788390736058,0.001969884018122925,-0.029178489569094593,0.01613211564650542,0.652375,0.347625,uncertain
primary,1.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9929624560557959,0.9768700920715341,0.9986320267648516,0.9958883723864308,0.9592901729173544,0.9998110672375787,0.0019048550502794304,-0.03024401641664915,0.016067004022165057,0.648625,0.351375,uncertain
primary,1.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6532391616789106,0.5746649876168539,0.7267518514552989,0.7323574555048111,0.5626883741446935,0.8628957637311695,0.0791937441932225,-0.10212872055571195,0.23121434827458331,0.806625,0.193375,uncertain
primary,1.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6532391616789106,0.5746649876168539,0.7267518514552989,0.4117997315805682,0.2533588845212167,0.5820231818762052,-0.24081848090677832,-0.41778744130617623,-0.04949060563379028,0.00625,0.99375,reduced upper-end concentration under Anchor
primary,1.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6192463023537813,0.5406955598836736,0.6960296592461054,0.3156482508474588,0.17200089776865746,0.4880613395219773,-0.3028015840400695,-0.46642531820544414,-0.11608701534825823,6.25e-4,0.999375,reduced upper-end concentration under Anchor
primary,1.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6192463023537813,0.5406955598836736,0.6960296592461054,0.2190483792338488,0.10279435094295944,0.3807433161758949,-0.39803821254050636,-0.5427304614829078,-0.22158640483183475,0,1,reduced upper-end concentration under Anchor
primary,1.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9944039016166639,0.97980722640987294,0.9989481090822335,0.996452869758237,0.9651754145174933,0.9998462986237278,0.001412042408767078,-0.025919166060478952,0.014235826372336271,0.6385,0.3615,uncertain
primary,1.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9944039016166639,0.97980722640987294,0.9989481090822335,0.9964339955733437,0.962357352016103,0.9998328964936485,0.0013687787479519375,-0.02798515474238448,0.013706598320895788,0.6355,0.3645,uncertain
primary,1.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8526793979482371,0.7941490941444007,0.9013368566996113,0.8406753161787583,0.6929424380799666,0.9356347849713355,-0.011604716057484143,-0.16454676388023615,0.09959493393863639,0.431125,0.568875,uncertain
primary,1.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8526793979482371,0.7941490941444007,0.9013368566996113,0.7165975719384189,0.5439456360546954,0.8528750979134465,-0.13359036309149475,-0.3110297826327495,0.01250337589468138,0.0385,0.9615,uncertain
primary,1.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9726053877331453,0.9431414539631565,0.988962640361114,0.989858312701522,0.9378359922973064,0.999156833034132,0.015360380889967884,-0.032703267970779965,0.045053383119806355,0.8255,0.1745,uncertain
primary,1.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9726053877331453,0.9431414539631565,0.988962640361114,0.9896722315842257,0.936159198971851,0.9992363033075803,0.015107831762861124,-0.03481085134957045,0.044385985187407925,0.81925,0.18075,uncertain
primary,1.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.1075657549352747,0.06752019817516454,0.16123557929898394,0.09423737595794329,0.02932532150250779,0.22182483170325343,-0.012803953471665963,-0.09882948599527044,0.11681227895838706,0.4065,0.5935,uncertain
primary,1.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.1075657549352747,0.06752019817516454,0.16123557929898394,0.04170973385693233,0.0073193225011914395,0.1362642184949931,-0.0638125083088843,-0.1270773342224151,0.030700372138700013,0.0735,0.9265,uncertain
primary,1.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9963303554671038,0.983179616210064,0.9995507609900132,0.99748813539408,0.9661839292994787,0.9999084094435736,6.325339331374469e-4,-0.026121284278145224,0.010772901301978203,0.60425,0.39575,uncertain
primary,1.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9963303554671038,0.983179616210064,0.9995507609900132,0.9975290543377011,0.9677171172253007,0.999908140238217,6.71103903578163e-4,-0.024281272077288585,0.010824499414972022,0.6055,0.3945,uncertain
primary,1.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9895909561880665,0.9703377308549391,0.9971311653192267,0.9943126608201602,0.9531824636665452,0.999612964507696,0.003719539702171648,-0.033613916189596325,0.021649168193607453,0.6925,0.3075,uncertain
primary,1.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9895909561880665,0.9703377308549391,0.9971311653192267,0.9814331560689589,0.9102260835992976,0.9980575905758026,-0.0072740089510967,-0.07773034474738358,0.014258443608735285,0.298,0.702,uncertain
primary,1.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8550919753113919,0.7943138001233939,0.9033081303464551,0.7482986325119456,0.5819239532846459,0.874620495049488,-0.10585437617122917,-0.2749972677188385,0.03203673813293081,0.0715,0.9285,uncertain
primary,1.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8550919753113919,0.7943138001233939,0.9033081303464551,0.976675476447064,0.9020449264541555,0.9970533701067543,0.11756927159036407,0.038037386205458525,0.1841068059909601,0.995375,0.004625,greater upper-end concentration under Anchor
primary,1.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5558949570611561,0.4769574728205238,0.6327720596673797,0.3729202903845122,0.21773292878987435,0.5490420386763954,-0.18216511503206007,-0.35534332769259525,0.004817274322924484,0.029125,0.970875,uncertain
primary,1.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5558949570611561,0.4769574728205238,0.6327720596673797,0.9102420307120513,0.7870395182362456,0.9736841757437401,0.35033327009248305,0.21250052966315294,0.4564722146518515,1,0,greater upper-end concentration under Anchor
primary,1.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962955551408086,0.9838860124027136,0.9995174865551025,0.997483040022881,0.9686508335548982,0.9998955090138757,6.529856293746028e-4,-0.023940301485655062,0.010619429701474005,0.6025,0.3975,uncertain
primary,1.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962955551408086,0.9838860124027136,0.9995174865551025,0.9974035069708462,0.9705668688704603,0.9999045191664515,6.610611222033769e-4,-0.02266773233040516,0.010661906024966982,0.607625,0.392375,uncertain
primary,1.5,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9963848540606142,0.9838949381353801,0.9995721567342212,0.9975312027718416,0.9685273961155373,0.9999066491462711,5.987659362072795e-4,-0.025034271261744644,0.010601070749979765,0.6055,0.3945,uncertain
primary,1.5,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9963848540606142,0.9838949381353801,0.9995721567342212,0.9974703614189941,0.9682095221925063,0.9999142734362613,5.893810298291946e-4,-0.02454941271421712,0.01029242902698618,0.600875,0.399125,uncertain
primary,1.5,phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8434090517763267,0.7826259857320697,0.8932751013006783,0.7768890834715299,0.6165516565546512,0.8957566764733642,-0.06516377023635839,-0.23057913573941113,0.06997861536286723,0.187875,0.812125,uncertain
