row_id,source,base_model,variant_id,model,barrier_id,barrier_label,iteration,timestamp,condition
he03_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he04_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he05_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he07_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he11_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he12_s1,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he13_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he14_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he15_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he16_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he19_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he21_s2,human,,,,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,ZEROSHOT
he01_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he03_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he04_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he06_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he07_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he09_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he10_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he11_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he12_s1,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he13_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he14_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he15_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he16_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he17_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he18_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he19_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he23_s2,human,,,,9,lack of enough trained personnel in DC systems,,,ZEROSHOT
he04_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he06_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he07_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he08_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he09_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he10_s1,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he13_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he14_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he15_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he16_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he18_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he19_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he20_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he23_s2,human,,,,10,uncertain regulatory roadmap,,,ZEROSHOT
he01_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he03_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he04_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he05_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he06_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he07_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he08_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he10_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he11_s1,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he13_s2,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he17_s2,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he21_s2,human,,,,11,high costs of DC solutions,,,ZEROSHOT
he22_s2,human,,,,11,high costs of DC solutions,,,ZEROSHOT
generalist2_gemma312b_00_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",0.0,20250628_123155,ZEROSHOT
generalist2_gemma312b_00_b11,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,0.0,20250628_123155,ZEROSHOT
generalist2_gemma312b_00_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",0.0,20250628_123155,ZEROSHOT
generalist2_gemma312b_00_b8,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,0.0,20250628_123155,ZEROSHOT
generalist2_gemma312b_00_b9,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,0.0,20250628_123155,ZEROSHOT
generalist2_gemma312b_01_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",1.0,20250628_123356,ZEROSHOT
generalist2_gemma312b_01_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",1.0,20250628_123356,ZEROSHOT
generalist2_gemma312b_01_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,1.0,20250628_123356,ZEROSHOT
generalist2_gemma312b_01_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,1.0,20250628_123356,ZEROSHOT
generalist2_gemma312b_01_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,1.0,20250628_123356,ZEROSHOT
generalist2_gemma312b_02_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",2.0,20250628_124906,ZEROSHOT
generalist2_gemma312b_02_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,2.0,20250628_124906,ZEROSHOT
generalist2_gemma312b_02_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,2.0,20250628_124906,ZEROSHOT
generalist2_gemma312b_02_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,2.0,20250628_124906,ZEROSHOT
generalist2_gemma312b_02_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,2.0,20250628_124906,ZEROSHOT
generalist2_gemma312b_03_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",3.0,20250628_125220,ZEROSHOT
generalist2_gemma312b_03_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,3.0,20250628_125220,ZEROSHOT
generalist2_gemma312b_03_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,3.0,20250628_125220,ZEROSHOT
generalist2_gemma312b_03_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",3.0,20250628_125220,ZEROSHOT
generalist2_gemma312b_03_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,3.0,20250628_125220,ZEROSHOT
generalist2_gemma312b_04_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",4.0,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,4.0,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,4.0,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,4.0,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,4.0,20250628_125409,ZEROSHOT
generalist2_gemma312b_05_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",5.0,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,5.0,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,5.0,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,5.0,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,5.0,20250628_125556,ZEROSHOT
generalist2_gemma312b_06_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",6.0,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,6.0,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,6.0,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,6.0,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,6.0,20250628_125742,ZEROSHOT
generalist2_gemma312b_07_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",7.0,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,7.0,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,7.0,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,7.0,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,7.0,20250628_130020,ZEROSHOT
generalist2_gemma312b_08_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",8.0,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",8.0,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,8.0,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,8.0,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,8.0,20250628_130239,ZEROSHOT
generalist2_gemma312b_09_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",9.0,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",9.0,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,9.0,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,9.0,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,9.0,20250628_130436,ZEROSHOT
generalist2_gemma312b_10_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",10.0,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",10.0,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,10.0,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,10.0,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,10.0,20250628_130628,ZEROSHOT
generalist2_gemma312b_11_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",11.0,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,11.0,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,11.0,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,11.0,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,11.0,20250628_130813,ZEROSHOT
generalist2_gemma312b_12_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",12.0,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,12.0,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,12.0,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,12.0,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,12.0,20250628_131001,ZEROSHOT
generalist2_gemma312b_13_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",13.0,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,13.0,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,13.0,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,13.0,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,13.0,20250628_131238,ZEROSHOT
generalist2_gemma312b_14_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",14.0,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,14.0,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,14.0,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,14.0,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,14.0,20250628_131440,ZEROSHOT
generalist2_gemma312b_15_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",15.0,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,15.0,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,15.0,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",15.0,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,15.0,20250628_131636,ZEROSHOT
generalist2_gemma312b_16_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",16.0,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,16.0,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,16.0,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",16.0,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,16.0,20250628_131830,ZEROSHOT
generalist2_gemma312b_17_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",17.0,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,17.0,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,17.0,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",17.0,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,17.0,20250628_132016,ZEROSHOT
generalist2_gemma312b_18_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",18.0,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,18.0,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,18.0,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,18.0,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,18.0,20250628_132330,ZEROSHOT
generalist2_gemma312b_19_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",19.0,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,19.0,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,19.0,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,19.0,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,19.0,20250628_132550,ZEROSHOT
generalist2_gemma312b_20_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",20.0,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,20.0,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,20.0,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,20.0,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,20.0,20250628_132819,ZEROSHOT
generalist2_gemma312b_21_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",21.0,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,21.0,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,21.0,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,21.0,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,21.0,20250628_133132,ZEROSHOT
generalist2_gemma312b_22_b1,llm,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues",22.0,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b2,llm,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,22.0,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b3,llm,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,22.0,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b4,llm,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",22.0,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b5,llm,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,22.0,20250628_133423,ZEROSHOT
