anchor_level,barrier_id,barrier_id_status,barrier_label,barrier_label_text,base_model,bias_type,condition,group,is_hallucinated,iteration,label_status,model,model_label,official_label,row_id,scenario,source,timestamp,variant_id
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he07_s1,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he11_s1,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he12_s1,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he13_s2,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he14_s2,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he15_s2,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he16_s2,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he19_s2,NEU,human,,
,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,,NEU,human,,,,,,,he21_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he01_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he03_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he04_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he06_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he07_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he09_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he10_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he11_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he12_s1,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he13_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he14_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he15_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he16_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he17_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he18_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he19_s2,NEU,human,,
,9,,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,,,NEU,human,,,,,,,he23_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he04_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he06_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he07_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he08_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he09_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he10_s1,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he13_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he14_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he15_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he16_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he18_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he19_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he20_s2,NEU,human,,
,10,,uncertain regulatory roadmap,uncertain regulatory roadmap,,,NEU,human,,,,,,,he23_s2,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he01_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he03_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he04_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he05_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he06_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he07_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he08_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he10_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he11_s1,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he13_s2,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he17_s2,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he21_s2,NEU,human,,
,11,,high costs of DC solutions,high costs of DC solutions,,,NEU,human,,,,,,,he22_s2,NEU,human,,
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,0.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_00_b1,,llm,20250628_123155,generalist2_gemma312b
,11,correct_id,,high costs of DC solutions,gemma3-12b,,,llm,0.0,0.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_00_b11,,llm,20250628_123155,generalist2_gemma312b
,4,correct_id,,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",gemma3-12b,,,llm,0.0,0.0,matched,generalist2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",generalist2_gemma312b_00_b4,,llm,20250628_123155,generalist2_gemma312b
,8,correct_id,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,0.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_00_b8,,llm,20250628_123155,generalist2_gemma312b
,9,correct_id,,lack of enough trained personnel in DC systems,gemma3-12b,,,llm,0.0,0.0,matched,generalist2,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,generalist2_gemma312b_00_b9,,llm,20250628_123155,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,1.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_01_b1,,llm,20250628_123356,generalist2_gemma312b
,4,wrong_id_matchable,,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",gemma3-12b,,,llm,0.0,1.0,matched,generalist2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",generalist2_gemma312b_01_b2,,llm,20250628_123356,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,1.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_01_b3,,llm,20250628_123356,generalist2_gemma312b
,9,wrong_id_matchable,,lack of enough trained personnel in DC systems,gemma3-12b,,,llm,0.0,1.0,matched,generalist2,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,generalist2_gemma312b_01_b4,,llm,20250628_123356,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,1.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_01_b5,,llm,20250628_123356,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,2.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_02_b1,,llm,20250628_124906,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,2.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_02_b2,,llm,20250628_124906,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,2.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_02_b3,,llm,20250628_124906,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,2.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_02_b4,,llm,20250628_124906,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,2.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_02_b5,,llm,20250628_124906,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,3.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_03_b1,,llm,20250628_125220,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,3.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_03_b2,,llm,20250628_125220,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,3.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_03_b3,,llm,20250628_125220,generalist2_gemma312b
,4,correct_id,,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",gemma3-12b,,,llm,0.0,3.0,matched,generalist2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",generalist2_gemma312b_03_b4,,llm,20250628_125220,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,3.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_03_b5,,llm,20250628_125220,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,4.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_04_b1,,llm,20250628_125409,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,4.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_04_b2,,llm,20250628_125409,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,4.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_04_b3,,llm,20250628_125409,generalist2_gemma312b
,10,wrong_id_matchable,,uncertain regulatory roadmap,gemma3-12b,,,llm,0.0,4.0,matched,generalist2,uncertain regulatory roadmap,uncertain regulatory roadmap,generalist2_gemma312b_04_b4,,llm,20250628_125409,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,4.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_04_b5,,llm,20250628_125409,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,5.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_05_b1,,llm,20250628_125556,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,5.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_05_b2,,llm,20250628_125556,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,5.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_05_b3,,llm,20250628_125556,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,5.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_05_b4,,llm,20250628_125556,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,5.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_05_b5,,llm,20250628_125556,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,6.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_06_b1,,llm,20250628_125742,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,6.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_06_b2,,llm,20250628_125742,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,6.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_06_b3,,llm,20250628_125742,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,6.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_06_b4,,llm,20250628_125742,generalist2_gemma312b
,10,wrong_id_matchable,,uncertain regulatory roadmap,gemma3-12b,,,llm,0.0,6.0,matched,generalist2,uncertain regulatory roadmap,uncertain regulatory roadmap,generalist2_gemma312b_06_b5,,llm,20250628_125742,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,7.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_07_b1,,llm,20250628_130020,generalist2_gemma312b
,5,wrong_id_matchable,,lack of pilot projects,gemma3-12b,,,llm,0.0,7.0,matched,generalist2,lack of pilot projects,lack of pilot projects,generalist2_gemma312b_07_b2,,llm,20250628_130020,generalist2_gemma312b
,6,wrong_id_matchable,,public perception of DC and readiness to 'champion' installations from DC projects,gemma3-12b,,,llm,0.0,7.0,matched,generalist2,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,generalist2_gemma312b_07_b3,,llm,20250628_130020,generalist2_gemma312b
,10,wrong_id_matchable,,uncertain regulatory roadmap,gemma3-12b,,,llm,0.0,7.0,matched,generalist2,uncertain regulatory roadmap,uncertain regulatory roadmap,generalist2_gemma312b_07_b4,,llm,20250628_130020,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,7.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_07_b5,,llm,20250628_130020,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,8.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_08_b1,,llm,20250628_130239,generalist2_gemma312b
,4,wrong_id_matchable,,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",gemma3-12b,,,llm,0.0,8.0,matched,generalist2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",generalist2_gemma312b_08_b2,,llm,20250628_130239,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,8.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_08_b3,,llm,20250628_130239,generalist2_gemma312b
,9,wrong_id_matchable,,lack of enough trained personnel in DC systems,gemma3-12b,,,llm,0.0,8.0,matched,generalist2,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,generalist2_gemma312b_08_b4,,llm,20250628_130239,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,8.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_08_b5,,llm,20250628_130239,generalist2_gemma312b
,1,correct_id,,"power losses, quality and safety issues",gemma3-12b,,,llm,0.0,9.0,matched,generalist2,"power losses, quality and safety issues","power losses, quality and safety issues",generalist2_gemma312b_09_b1,,llm,20250628_130436,generalist2_gemma312b
,4,wrong_id_matchable,,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",gemma3-12b,,,llm,0.0,9.0,matched,generalist2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",generalist2_gemma312b_09_b2,,llm,20250628_130436,generalist2_gemma312b
,8,wrong_id_matchable,,misconception and lack of knowledge leads to lengthy/expensive design and permit process,gemma3-12b,,,llm,0.0,9.0,matched,generalist2,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,generalist2_gemma312b_09_b3,,llm,20250628_130436,generalist2_gemma312b
,9,wrong_id_matchable,,lack of enough trained personnel in DC systems,gemma3-12b,,,llm,0.0,9.0,matched,generalist2,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,generalist2_gemma312b_09_b4,,llm,20250628_130436,generalist2_gemma312b
,11,wrong_id_matchable,,high costs of DC solutions,gemma3-12b,,,llm,0.0,9.0,matched,generalist2,high costs of DC solutions,high costs of DC solutions,generalist2_gemma312b_09_b5,,llm,20250628_130436,generalist2_gemma312b
