row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp,dict_barrier_id,original_barrier_id
generalist2_gemma312b_02_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,2,20250628_124906,1,1
generalist2_gemma312b_02_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,2,20250628_124906,5,2
generalist2_gemma312b_02_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,2,20250628_124906,6,3
generalist2_gemma312b_02_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,2,20250628_124906,8,4
generalist2_gemma312b_02_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,2,20250628_124906,11,5
generalist2_gemma312b_03_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,3,20250628_125220,1,1
generalist2_gemma312b_03_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,3,20250628_125220,5,2
generalist2_gemma312b_03_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,3,20250628_125220,6,3
generalist2_gemma312b_03_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,3,20250628_125220,4,4
generalist2_gemma312b_03_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,3,20250628_125220,11,5
generalist2_gemma312b_04_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,4,20250628_125409,1,1
generalist2_gemma312b_04_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,4,20250628_125409,5,2
generalist2_gemma312b_04_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,4,20250628_125409,6,3
generalist2_gemma312b_04_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,4,20250628_125409,10,4
generalist2_gemma312b_04_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,4,20250628_125409,11,5
generalist2_gemma312b_05_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,5,20250628_125556,1,1
generalist2_gemma312b_05_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,5,20250628_125556,5,2
generalist2_gemma312b_05_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,5,20250628_125556,6,3
generalist2_gemma312b_05_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,5,20250628_125556,8,4
generalist2_gemma312b_05_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,5,20250628_125556,11,5
generalist2_gemma312b_06_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,6,20250628_125742,1,1
generalist2_gemma312b_06_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,6,20250628_125742,5,2
generalist2_gemma312b_06_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,6,20250628_125742,6,3
generalist2_gemma312b_06_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,6,20250628_125742,8,4
generalist2_gemma312b_06_b5,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,6,20250628_125742,10,5
generalist2_gemma312b_07_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,7,20250628_130020,1,1
generalist2_gemma312b_07_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,7,20250628_130020,5,2
generalist2_gemma312b_07_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,7,20250628_130020,6,3
generalist2_gemma312b_07_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,7,20250628_130020,10,4
generalist2_gemma312b_07_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,7,20250628_130020,11,5
generalist2_gemma312b_08_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,8,20250628_130239,1,1
generalist2_gemma312b_08_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,8,20250628_130239,4,2
generalist2_gemma312b_08_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,8,20250628_130239,8,3
generalist2_gemma312b_08_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,8,20250628_130239,9,4
generalist2_gemma312b_08_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,8,20250628_130239,11,5
generalist2_gemma312b_09_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,9,20250628_130436,1,1
generalist2_gemma312b_09_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,9,20250628_130436,4,2
generalist2_gemma312b_09_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,9,20250628_130436,8,3
generalist2_gemma312b_09_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,9,20250628_130436,9,4
generalist2_gemma312b_09_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,9,20250628_130436,11,5
generalist2_gemma312b_10_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,10,20250628_130628,1,1
generalist2_gemma312b_10_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,10,20250628_130628,4,2
generalist2_gemma312b_10_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,10,20250628_130628,8,3
generalist2_gemma312b_10_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,10,20250628_130628,9,4
generalist2_gemma312b_10_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,10,20250628_130628,11,5
generalist2_gemma312b_11_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,11,20250628_130813,1,1
generalist2_gemma312b_11_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,11,20250628_130813,5,2
generalist2_gemma312b_11_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,11,20250628_130813,6,3
generalist2_gemma312b_11_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,11,20250628_130813,8,4
generalist2_gemma312b_11_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,11,20250628_130813,11,5
generalist2_gemma312b_12_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,12,20250628_131001,1,1
generalist2_gemma312b_12_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,12,20250628_131001,5,2
generalist2_gemma312b_12_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,12,20250628_131001,6,3
generalist2_gemma312b_12_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,12,20250628_131001,10,4
generalist2_gemma312b_12_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,12,20250628_131001,11,5
generalist2_gemma312b_13_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,13,20250628_131238,1,1
generalist2_gemma312b_13_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,13,20250628_131238,5,2
generalist2_gemma312b_13_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,13,20250628_131238,6,3
generalist2_gemma312b_13_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,13,20250628_131238,8,4
generalist2_gemma312b_13_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,13,20250628_131238,11,5
generalist2_gemma312b_14_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,14,20250628_131440,1,1
generalist2_gemma312b_14_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,14,20250628_131440,5,2
generalist2_gemma312b_14_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,14,20250628_131440,6,3
generalist2_gemma312b_14_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,14,20250628_131440,10,4
generalist2_gemma312b_14_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,14,20250628_131440,11,5
generalist2_gemma312b_15_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,15,20250628_131636,1,1
generalist2_gemma312b_15_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,15,20250628_131636,5,2
generalist2_gemma312b_15_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,15,20250628_131636,6,3
generalist2_gemma312b_15_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,15,20250628_131636,4,4
generalist2_gemma312b_15_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,15,20250628_131636,11,5
generalist2_gemma312b_16_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,16,20250628_131830,1,1
generalist2_gemma312b_16_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,16,20250628_131830,5,2
generalist2_gemma312b_16_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,16,20250628_131830,6,3
generalist2_gemma312b_16_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,16,20250628_131830,4,4
generalist2_gemma312b_16_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,16,20250628_131830,11,5
generalist2_gemma312b_17_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,17,20250628_132016,1,1
generalist2_gemma312b_17_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,17,20250628_132016,5,2
generalist2_gemma312b_17_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,17,20250628_132016,6,3
generalist2_gemma312b_17_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,17,20250628_132016,4,4
generalist2_gemma312b_17_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,17,20250628_132016,11,5
generalist2_gemma312b_18_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,18,20250628_132330,1,1
generalist2_gemma312b_18_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,18,20250628_132330,5,2
generalist2_gemma312b_18_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,18,20250628_132330,6,3
generalist2_gemma312b_18_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,18,20250628_132330,8,4
generalist2_gemma312b_18_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,18,20250628_132330,11,5
generalist2_gemma312b_19_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,19,20250628_132550,1,1
generalist2_gemma312b_19_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,19,20250628_132550,5,2
generalist2_gemma312b_19_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,19,20250628_132550,6,3
generalist2_gemma312b_19_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,19,20250628_132550,8,4
generalist2_gemma312b_19_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,19,20250628_132550,11,5
generalist2_gemma312b_20_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,20,20250628_132819,1,1
generalist2_gemma312b_20_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,20,20250628_132819,5,2
generalist2_gemma312b_20_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,20,20250628_132819,6,3
generalist2_gemma312b_20_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,FALSE,20,20250628_132819,9,4
generalist2_gemma312b_20_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,20,20250628_132819,11,5
generalist2_gemma312b_21_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250628_133132,1,1
generalist2_gemma312b_21_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,21,20250628_133132,5,2
generalist2_gemma312b_21_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,21,20250628_133132,6,3
generalist2_gemma312b_21_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,21,20250628_133132,8,4
generalist2_gemma312b_21_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,21,20250628_133132,11,5
generalist2_gemma312b_22_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250628_133423,1,1
generalist2_gemma312b_22_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,22,20250628_133423,5,2
generalist2_gemma312b_22_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,22,20250628_133423,6,3
generalist2_gemma312b_22_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250628_133423,4,4
generalist2_gemma312b_22_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,22,20250628_133423,11,5
generalist2_gemma312b_23_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250628_133752,1,1
generalist2_gemma312b_23_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,23,20250628_133752,5,2
generalist2_gemma312b_23_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,23,20250628_133752,6,3
generalist2_gemma312b_23_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,23,20250628_133752,10,4
generalist2_gemma312b_23_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,23,20250628_133752,11,5
generalist2_gemma312b_24_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250628_134019,1,1
generalist2_gemma312b_24_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,24,20250628_134019,5,2
generalist2_gemma312b_24_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,24,20250628_134019,6,3
generalist2_gemma312b_24_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,24,20250628_134019,10,4
generalist2_gemma312b_24_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,24,20250628_134019,11,5
generalist2_gemma312b_25_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250628_134249,1,1
generalist2_gemma312b_25_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,25,20250628_134249,5,2
generalist2_gemma312b_25_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,25,20250628_134249,6,3
generalist2_gemma312b_25_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,25,20250628_134249,10,4
generalist2_gemma312b_25_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,25,20250628_134249,11,5
generalist2_gemma312b_26_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,26,20250628_134437,1,1
generalist2_gemma312b_26_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,26,20250628_134437,5,2
