source,base_model,model,variant_id,iteration,condition,bias_type,anchor_level,rating,label,scenario,rating_ord,id_key
LLM,phi4,normative2,phi4_normative2,12,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,12,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,12,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,13,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,14,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,15,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,16,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,17,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,18,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,19,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,20,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,21,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,22,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,23,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,24,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,25,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,26,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,27,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,28,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,29,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,30,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,31,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,32,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,33,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,34,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,35,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
LLM,phi4,normative2,phi4_normative2,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative2
LLM,phi4,subject_matter,phi4_subject_matter,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter
LLM,phi4,subject_matter2,phi4_subject_matter2,36,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_subject_matter2
LLM,phi4,generalist,phi4_generalist,37,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist
LLM,phi4,generalist2,phi4_generalist2,37,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_generalist2
LLM,phi4,normative,phi4_normative,37,NEU,NA,NA,3,Feasible,NEU,3,L_phi4_normative
