base_model,dc_solution,condition,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
gemma3,Solid-state circuit breaker,CONTEXT,3,150,0,0.0016866666666666668,0,0,0.013333333333333334,TRUE,0
gemma3,Solid-state circuit breaker,CONTEXT,4,150,1,0.99622,1,0.98,1,TRUE,0
gemma3,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.006653333333333335,0.006666666666666667,0,0.026833333333333185,TRUE,0.006666666666666667
gemma3,Solid-state circuit breaker,ZEROSHOT,3,150,0,0.005493333333333334,0,0,0.02666666666666667,TRUE,0
gemma3,Solid-state circuit breaker,ZEROSHOT,4,150,1,0.9878533333333334,0.9933333333333333,0.9533333333333334,1,TRUE,0.00666666666666671
gemma3,Static protection system,CONTEXT,2,150,0,2.6666666666666684e-4,0,0,0.006666666666666667,TRUE,0
gemma3,Static protection system,CONTEXT,3,150,0,0.02186,0.02,0,0.06,TRUE,0.02
gemma3,Static protection system,CONTEXT,4,150,1,0.9778733333333334,0.98,0.94,1,TRUE,0.020000000000000018
gemma3,Static protection system,ZEROSHOT,2,150,0.3333333333333333,0.32255333333333336,0.32,0.2265,0.43333333333333335,TRUE,0.013333333333333308
gemma3,Static protection system,ZEROSHOT,3,150,0.6666666666666666,0.6486866666666666,0.6533333333333333,0.54,0.7466666666666667,TRUE,0.013333333333333308
gemma3,Static protection system,ZEROSHOT,4,150,0,0.02876,0.02666666666666667,0,0.06666666666666667,TRUE,0.02666666666666667
llama,DC connectors,CONTEXT,2,150,0,0.0015133333333333325,0,0,0.006833333333333183,TRUE,0
llama,DC connectors,CONTEXT,3,150,0.66,0.6632733333333334,0.6666666666666666,0.5466666666666666,0.7733333333333333,TRUE,0.006666666666666599
llama,DC connectors,CONTEXT,4,150,0.34,0.3352133333333333,0.3333333333333333,0.22666666666666666,0.44666666666666666,TRUE,0.00666666666666671
llama,DC connectors,ZEROSHOT,2,150,0.006666666666666667,0.011806666666666667,0.006666666666666667,0,0.04,TRUE,0
llama,DC connectors,ZEROSHOT,3,150,0.9533333333333334,0.9385533333333334,0.94,0.88,0.98,TRUE,0.01333333333333342
llama,DC connectors,ZEROSHOT,4,150,0.04,0.049640000000000004,0.04666666666666667,0.013333333333333334,0.10666666666666667,TRUE,0.006666666666666668
llama,DC measurement device,CONTEXT,2,150,0,0.005406666666666666,0,0,0.02666666666666667,TRUE,0
llama,DC measurement device,CONTEXT,3,150,0.92,0.91006,0.9133333333333333,0.8466666666666667,0.9666666666666667,TRUE,0.00666666666666671
llama,DC measurement device,CONTEXT,4,150,0.08,0.08453333333333334,0.08,0.02666666666666667,0.15333333333333332,TRUE,0
llama,DC measurement device,ZEROSHOT,2,150,0,0.004599999999999999,0,0,0.02,TRUE,0
llama,DC measurement device,ZEROSHOT,3,150,0.9,0.8982266666666666,0.9,0.8266666666666667,0.9533333333333334,TRUE,0
llama,DC measurement device,ZEROSHOT,4,150,0.1,0.09717333333333333,0.09333333333333334,0.04,0.17333333333333334,TRUE,0.006666666666666668
llama,DC solution design tool,CONTEXT,2,150,0,0.0022799999999999977,0,0,0.013333333333333334,TRUE,0
llama,DC solution design tool,CONTEXT,3,150,0.7266666666666667,0.7259933333333334,0.7266666666666667,0.62,0.82,TRUE,0
llama,DC solution design tool,CONTEXT,4,150,0.2733333333333333,0.27172666666666667,0.26666666666666666,0.18,0.37349999999999983,TRUE,0.006666666666666654
llama,DC solution design tool,ZEROSHOT,2,150,0,0.006033333333333333,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
llama,DC solution design tool,ZEROSHOT,3,150,0.8733333333333333,0.8654733333333333,0.8666666666666667,0.7866666666666666,0.9334999999999999,TRUE,0.006666666666666599
llama,DC solution design tool,ZEROSHOT,4,150,0.12666666666666668,0.12849333333333335,0.12666666666666668,0.06,0.20666666666666667,TRUE,0
llama,DC-DC converter,CONTEXT,2,150,0,0.0036066666666666673,0,0,0.02,TRUE,0
llama,DC-DC converter,CONTEXT,3,150,0.58,0.5781533333333333,0.58,0.47333333333333333,0.68,TRUE,0
llama,DC-DC converter,CONTEXT,4,150,0.42,0.41824,0.42,0.31333333333333335,0.5201666666666666,TRUE,0
llama,DC-DC converter,ZEROSHOT,2,150,0,0.005646666666666667,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
llama,DC-DC converter,ZEROSHOT,3,150,0.7,0.6968866666666667,0.6933333333333334,0.5933333333333334,0.7933333333333333,TRUE,0.006666666666666599
llama,DC-DC converter,ZEROSHOT,4,150,0.3,0.29746666666666666,0.3,0.2,0.40016666666666656,TRUE,0
llama,LVAC-LVDC interlink converter,CONTEXT,2,150,0,0.006086666666666667,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
llama,LVAC-LVDC interlink converter,CONTEXT,3,150,0.8533333333333334,0.83998,0.84,0.7533333333333333,0.9133333333333333,TRUE,0.01333333333333342
llama,LVAC-LVDC interlink converter,CONTEXT,4,150,0.14666666666666667,0.15393333333333334,0.15333333333333332,0.08666666666666667,0.24,TRUE,0.006666666666666654
llama,LVAC-LVDC interlink converter,ZEROSHOT,2,150,0,0.00396,0,0,0.02,TRUE,0
llama,LVAC-LVDC interlink converter,ZEROSHOT,3,150,0.7733333333333333,0.77484,0.7766666666666666,0.6798333333333334,0.86,TRUE,0.0033333333333332993
llama,LVAC-LVDC interlink converter,ZEROSHOT,4,150,0.22666666666666666,0.2212,0.22,0.13333333333333333,0.3134999999999999,TRUE,0.006666666666666654
llama,Network design tool for DC solutions,CONTEXT,2,150,0,0.003459999999999999,0,0,0.02,TRUE,0
llama,Network design tool for DC solutions,CONTEXT,3,150,0.62,0.6179466666666666,0.62,0.5066666666666667,0.7266666666666667,TRUE,0
llama,Network design tool for DC solutions,CONTEXT,4,150,0.38,0.37859333333333334,0.38,0.2733333333333333,0.49333333333333335,TRUE,0
llama,Network design tool for DC solutions,ZEROSHOT,2,150,0,0.005573333333333333,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
llama,Network design tool for DC solutions,ZEROSHOT,3,150,0.7333333333333333,0.7320333333333333,0.7333333333333333,0.6333333333333333,0.8266666666666667,TRUE,0
llama,Network design tool for DC solutions,ZEROSHOT,4,150,0.26666666666666666,0.2623933333333333,0.26,0.17333333333333334,0.36,TRUE,0.006666666666666654
llama,Protection DC system design tool,CONTEXT,2,150,0,0.003213333333333333,0,0,0.013333333333333334,TRUE,0
llama,Protection DC system design tool,CONTEXT,3,150,0.5866666666666667,0.5837066666666667,0.5833333333333333,0.47333333333333333,0.6933333333333334,TRUE,0.0033333333333334103
llama,Protection DC system design tool,CONTEXT,4,150,0.41333333333333333,0.41308,0.41333333333333333,0.30666666666666664,0.5201666666666666,TRUE,0
llama,Protection DC system design tool,ZEROSHOT,2,150,0,0.005513333333333334,0,0,0.02666666666666667,TRUE,0
llama,Protection DC system design tool,ZEROSHOT,3,150,0.7,0.6955,0.7,0.5931666666666667,0.7933333333333333,TRUE,0
llama,Protection DC system design tool,ZEROSHOT,4,150,0.3,0.2989866666666667,0.29333333333333333,0.2,0.4066666666666667,TRUE,0.006666666666666654
llama,Semiconductor-based circuit breaker,CONTEXT,2,150,0,3.466666666666656e-4,0,0,0.006666666666666667,TRUE,0
llama,Semiconductor-based circuit breaker,CONTEXT,3,150,0.30666666666666664,0.3200133333333333,0.32,0.22,0.42683333333333323,TRUE,0.013333333333333364
llama,Semiconductor-based circuit breaker,CONTEXT,4,150,0.6933333333333334,0.67964,0.68,0.5731666666666667,0.78,TRUE,0.013333333333333308
llama,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0.02666666666666667,0.031913333333333335,0.02666666666666667,0,0.08,TRUE,0
llama,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0.9733333333333334,0.9471933333333333,0.9533333333333334,0.8866666666666667,0.9866666666666667,TRUE,0.020000000000000018
llama,Semiconductor-based circuit breaker,ZEROSHOT,4,150,0,0.020893333333333333,0.02,0,0.06,TRUE,0.02
llama,Smart and sustainable DC cables,CONTEXT,2,150,0,0.0038,0,0,0.02,TRUE,0
llama,Smart and sustainable DC cables,CONTEXT,3,150,0.46,0.4544666666666667,0.4533333333333333,0.3398333333333334,0.5666666666666667,TRUE,0.00666666666666671
llama,Smart and sustainable DC cables,CONTEXT,4,150,0.54,0.5417333333333333,0.54,0.42650000000000005,0.6533333333333333,TRUE,0
llama,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0.0055066666666666675,0,0,0.02666666666666667,TRUE,0
llama,Smart and sustainable DC cables,ZEROSHOT,3,150,0.54,0.5388866666666666,0.54,0.43333333333333335,0.6533333333333333,TRUE,0
llama,Smart and sustainable DC cables,ZEROSHOT,4,150,0.46,0.45560666666666666,0.46,0.34,0.56,TRUE,0
llama,Solid-state circuit breaker,CONTEXT,2,150,0,1.266666666666664e-4,0,0,0,TRUE,0
llama,Solid-state circuit breaker,CONTEXT,3,150,0.32,0.3326866666666667,0.3333333333333333,0.23333333333333334,0.4468333333333332,TRUE,0.013333333333333308
llama,Solid-state circuit breaker,CONTEXT,4,150,0.68,0.6671866666666667,0.6666666666666666,0.5531666666666667,0.7666666666666667,TRUE,0.01333333333333342
llama,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.008333333333333333,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
llama,Solid-state circuit breaker,ZEROSHOT,3,150,0.9733333333333334,0.94894,0.9533333333333334,0.9,0.9866666666666667,TRUE,0.020000000000000018
llama,Solid-state circuit breaker,ZEROSHOT,4,150,0.02666666666666667,0.04272666666666667,0.04,0.006666666666666667,0.08683333333333319,TRUE,0.013333333333333332
llama,Static protection system,CONTEXT,2,150,0,0.004106666666666667,0,0,0.02,TRUE,0
llama,Static protection system,CONTEXT,3,150,0.42,0.4243133333333333,0.4266666666666667,0.31333333333333335,0.54,TRUE,0.00666666666666671
llama,Static protection system,CONTEXT,4,150,0.58,0.57158,0.5733333333333334,0.45983333333333337,0.6866666666666666,TRUE,0.006666666666666599
llama,Static protection system,ZEROSHOT,2,150,0.14666666666666667,0.14262666666666668,0.14,0.07333333333333333,0.22666666666666666,TRUE,0.006666666666666654
llama,Static protection system,ZEROSHOT,3,150,0.8333333333333334,0.8244133333333333,0.8266666666666667,0.74,0.9,TRUE,0.00666666666666671
llama,Static protection system,ZEROSHOT,4,150,0.02,0.03296,0.03333333333333333,0,0.08,TRUE,0.013333333333333332
mistral,DC connectors,CONTEXT,2,150,0,0.006366666666666667,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
mistral,DC connectors,CONTEXT,3,150,0.03333333333333333,0.02504,0.02,0,0.06666666666666667,TRUE,0.013333333333333332
mistral,DC connectors,CONTEXT,4,150,0.9666666666666667,0.9685933333333333,0.9733333333333334,0.92,1,TRUE,0.00666666666666671
mistral,DC connectors,ZEROSHOT,2,150,0,0.003460000000000001,0,0,0.02,TRUE,0
mistral,DC connectors,ZEROSHOT,3,150,0,0.014366666666666666,0.013333333333333334,0,0.04666666666666667,TRUE,0.013333333333333334
mistral,DC connectors,ZEROSHOT,4,150,1,0.9821733333333333,0.9866666666666667,0.9466666666666667,1,TRUE,0.013333333333333308
mistral,DC measurement device,CONTEXT,2,150,0,0.009733333333333333,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
mistral,DC measurement device,CONTEXT,3,150,0.5866666666666667,0.5646066666666667,0.5666666666666667,0.44666666666666666,0.6733333333333333,TRUE,0.020000000000000018
mistral,DC measurement device,CONTEXT,4,150,0.41333333333333333,0.42566,0.4266666666666667,0.31333333333333335,0.54,TRUE,0.013333333333333364
mistral,DC measurement device,ZEROSHOT,2,150,0,0.001260000000000002,0,0,0.006666666666666667,TRUE,0
mistral,DC measurement device,ZEROSHOT,3,150,0.12666666666666668,0.14499333333333334,0.14,0.07333333333333333,0.23333333333333334,TRUE,0.013333333333333336
mistral,DC measurement device,ZEROSHOT,4,150,0.8733333333333333,0.8537466666666667,0.8533333333333334,0.7665000000000001,0.92,TRUE,0.019999999999999907
mistral,DC solution design tool,CONTEXT,2,150,0,0.0013933333333333339,0,0,0.013333333333333334,TRUE,0
mistral,DC solution design tool,CONTEXT,3,150,0.006666666666666667,0.010053333333333333,0.006666666666666667,0,0.03333333333333333,TRUE,0
mistral,DC solution design tool,CONTEXT,4,150,0.9933333333333333,0.9885533333333333,0.9933333333333333,0.96,1,TRUE,0
mistral,DC solution design tool,ZEROSHOT,2,150,0,0.006973333333333334,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
mistral,DC solution design tool,ZEROSHOT,3,150,0.04666666666666667,0.04787333333333334,0.04666666666666667,0.013333333333333334,0.09333333333333334,TRUE,0
mistral,DC solution design tool,ZEROSHOT,4,150,0.9533333333333334,0.9451533333333333,0.9466666666666667,0.8866666666666667,0.9866666666666667,TRUE,0.00666666666666671
mistral,DC-DC converter,CONTEXT,2,150,0,0.01022,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
mistral,DC-DC converter,CONTEXT,3,150,0.3333333333333333,0.31198,0.31333333333333335,0.20666666666666667,0.42,TRUE,0.019999999999999962
mistral,DC-DC converter,CONTEXT,4,150,0.6666666666666666,0.6778,0.68,0.5666666666666667,0.78,TRUE,0.01333333333333342
mistral,DC-DC converter,ZEROSHOT,2,150,0,0.0010200000000000007,0,0,0.006666666666666667,TRUE,0
mistral,DC-DC converter,ZEROSHOT,3,150,0.02666666666666667,0.04822,0.04666666666666667,0.013333333333333334,0.1,TRUE,0.02
mistral,DC-DC converter,ZEROSHOT,4,150,0.9733333333333334,0.95076,0.9533333333333334,0.9,0.9866666666666667,TRUE,0.020000000000000018
mistral,LVAC-LVDC interlink converter,CONTEXT,2,150,0,0.0041333333333333335,0,0,0.02666666666666667,TRUE,0
mistral,LVAC-LVDC interlink converter,CONTEXT,3,150,0.35333333333333333,0.34646,0.3466666666666667,0.24666666666666667,0.4533333333333333,TRUE,0.006666666666666654
mistral,LVAC-LVDC interlink converter,CONTEXT,4,150,0.6466666666666666,0.6494066666666667,0.6533333333333333,0.54,0.7533333333333333,TRUE,0.00666666666666671
mistral,LVAC-LVDC interlink converter,ZEROSHOT,2,150,0,0.00542,0,0,0.02666666666666667,TRUE,0
mistral,LVAC-LVDC interlink converter,ZEROSHOT,3,150,0.3933333333333333,0.3942733333333333,0.3933333333333333,0.2866666666666667,0.5,TRUE,0
mistral,LVAC-LVDC interlink converter,ZEROSHOT,4,150,0.6066666666666667,0.6003066666666667,0.6,0.49333333333333335,0.7066666666666667,TRUE,0.00666666666666671
mistral,Network design tool for DC solutions,CONTEXT,2,150,0,0.0025533333333333315,0,0,0.02,TRUE,0
mistral,Network design tool for DC solutions,CONTEXT,3,150,0,0.0016933333333333336,0,0,0.013333333333333334,TRUE,0
mistral,Network design tool for DC solutions,CONTEXT,4,150,1,0.9957533333333334,1,0.9733333333333334,1,TRUE,0
mistral,Network design tool for DC solutions,ZEROSHOT,2,150,0,0.006926666666666666,0.006666666666666667,0,0.02666666666666667,TRUE,0.006666666666666667
mistral,Network design tool for DC solutions,ZEROSHOT,3,150,0,0.005213333333333335,0,0,0.02666666666666667,TRUE,0
mistral,Network design tool for DC solutions,ZEROSHOT,4,150,1,0.98786,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
mistral,Protection DC system design tool,CONTEXT,2,150,0,7.599999999999996e-4,0,0,0.006666666666666667,TRUE,0
mistral,Protection DC system design tool,CONTEXT,3,150,0.13333333333333333,0.13870666666666667,0.14,0.06666666666666667,0.22666666666666666,TRUE,0.006666666666666682
mistral,Protection DC system design tool,CONTEXT,4,150,0.8666666666666667,0.8605333333333334,0.86,0.7733333333333333,0.9333333333333333,TRUE,0.00666666666666671
mistral,Protection DC system design tool,ZEROSHOT,2,150,0,0.008033333333333333,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
mistral,Protection DC system design tool,ZEROSHOT,3,150,0.6133333333333333,0.6029266666666667,0.6066666666666667,0.4866666666666667,0.7133333333333334,TRUE,0.006666666666666599
mistral,Protection DC system design tool,ZEROSHOT,4,150,0.38666666666666666,0.38904,0.38666666666666666,0.28,0.5001666666666665,TRUE,0
mistral,Semiconductor-based circuit breaker,CONTEXT,2,150,0,4.666666666666642e-5,0,0,0,TRUE,0
mistral,Semiconductor-based circuit breaker,CONTEXT,3,150,0.02,0.03579333333333334,0.03333333333333333,0.006666666666666667,0.08666666666666667,TRUE,0.013333333333333332
mistral,Semiconductor-based circuit breaker,CONTEXT,4,150,0.98,0.96416,0.9666666666666667,0.9133333333333333,0.9933333333333333,TRUE,0.013333333333333308
mistral,Semiconductor-based circuit breaker,ZEROSHOT,2,150,0,0.007993333333333333,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
mistral,Semiconductor-based circuit breaker,ZEROSHOT,3,150,0.8933333333333333,0.8675,0.8733333333333333,0.78,0.9333333333333333,TRUE,0.020000000000000018
mistral,Semiconductor-based circuit breaker,ZEROSHOT,4,150,0.10666666666666667,0.12450666666666667,0.12,0.06,0.20666666666666667,TRUE,0.013333333333333322
mistral,Smart and sustainable DC cables,CONTEXT,2,150,0,0.01034,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
mistral,Smart and sustainable DC cables,CONTEXT,3,150,0.88,0.85552,0.86,0.7733333333333333,0.9266666666666666,TRUE,0.020000000000000018
mistral,Smart and sustainable DC cables,CONTEXT,4,150,0.12,0.13414,0.13333333333333333,0.06666666666666667,0.21333333333333335,TRUE,0.013333333333333336
mistral,Smart and sustainable DC cables,ZEROSHOT,2,150,0,0.0013266666666666667,0,0,0.013333333333333334,TRUE,0
mistral,Smart and sustainable DC cables,ZEROSHOT,3,150,0.43333333333333335,0.44956,0.44666666666666666,0.34,0.5666666666666667,TRUE,0.013333333333333308
mistral,Smart and sustainable DC cables,ZEROSHOT,4,150,0.5666666666666667,0.5491133333333333,0.5533333333333333,0.4266666666666667,0.66,TRUE,0.013333333333333308
mistral,Solid-state circuit breaker,CONTEXT,2,150,0,6.666666666666691e-5,0,0,0,TRUE,0
mistral,Solid-state circuit breaker,CONTEXT,3,150,0,0.014213333333333333,0.013333333333333334,0,0.04666666666666667,TRUE,0.013333333333333334
mistral,Solid-state circuit breaker,CONTEXT,4,150,1,0.98572,0.9866666666666667,0.9533333333333334,1,TRUE,0.013333333333333308
mistral,Solid-state circuit breaker,ZEROSHOT,2,150,0,0.008293333333333335,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
mistral,Solid-state circuit breaker,ZEROSHOT,3,150,0.6533333333333333,0.6350733333333334,0.64,0.5266666666666666,0.74,TRUE,0.013333333333333308
mistral,Solid-state circuit breaker,ZEROSHOT,4,150,0.3466666666666667,0.35663333333333336,0.35333333333333333,0.25333333333333335,0.46,TRUE,0.006666666666666654
mistral,Static protection system,CONTEXT,2,150,0,6.666666666666698e-6,0,0,0,TRUE,0
mistral,Static protection system,CONTEXT,3,150,0,0.019926666666666665,0.02,0,0.05333333333333334,TRUE,0.02
mistral,Static protection system,CONTEXT,4,150,1,0.9800666666666666,0.98,0.9466666666666667,1,TRUE,0.020000000000000018
mistral,Static protection system,ZEROSHOT,2,150,0,0.008473333333333334,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
mistral,Static protection system,ZEROSHOT,3,150,0.9666666666666667,0.93348,0.9333333333333333,0.8733333333333333,0.98,TRUE,0.033333333333333326
mistral,Static protection system,ZEROSHOT,4,150,0.03333333333333333,0.05804666666666667,0.05333333333333334,0.013333333333333334,0.11349999999999984,TRUE,0.020000000000000004
phi4,DC connectors,CONTEXT,2,150,0,0.008073333333333332,0.006666666666666667,0,0.03333333333333333,TRUE,0.006666666666666667
phi4,DC connectors,CONTEXT,3,150,0.15333333333333332,0.14082,0.14,0.07333333333333333,0.22,TRUE,0.013333333333333308
phi4,DC connectors,CONTEXT,4,150,0.8466666666666667,0.8511066666666667,0.8533333333333334,0.7733333333333333,0.92,TRUE,0.00666666666666671
