row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp,condition
generalist2_gemma312b_04_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,4,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,4,20250628_125409,ZEROSHOT
generalist2_gemma312b_04_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,4,20250628_125409,ZEROSHOT
generalist2_gemma312b_05_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,5,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,5,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,5,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,5,20250628_125556,ZEROSHOT
generalist2_gemma312b_05_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,5,20250628_125556,ZEROSHOT
generalist2_gemma312b_06_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,6,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,6,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,6,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,6,20250628_125742,ZEROSHOT
generalist2_gemma312b_06_b5,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,6,20250628_125742,ZEROSHOT
generalist2_gemma312b_07_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,7,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,7,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,7,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,7,20250628_130020,ZEROSHOT
generalist2_gemma312b_07_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,7,20250628_130020,ZEROSHOT
generalist2_gemma312b_08_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,8,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,8,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,8,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,8,20250628_130239,ZEROSHOT
generalist2_gemma312b_08_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,8,20250628_130239,ZEROSHOT
generalist2_gemma312b_09_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,9,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,9,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,9,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,9,20250628_130436,ZEROSHOT
generalist2_gemma312b_09_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,9,20250628_130436,ZEROSHOT
generalist2_gemma312b_10_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,10,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b2,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,10,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b3,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,10,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,10,20250628_130628,ZEROSHOT
generalist2_gemma312b_10_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,10,20250628_130628,ZEROSHOT
generalist2_gemma312b_11_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,11,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,11,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,11,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,11,20250628_130813,ZEROSHOT
generalist2_gemma312b_11_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,11,20250628_130813,ZEROSHOT
generalist2_gemma312b_12_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,12,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,12,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,12,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,12,20250628_131001,ZEROSHOT
generalist2_gemma312b_12_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,12,20250628_131001,ZEROSHOT
generalist2_gemma312b_13_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,13,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,13,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,13,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,13,20250628_131238,ZEROSHOT
generalist2_gemma312b_13_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,13,20250628_131238,ZEROSHOT
generalist2_gemma312b_14_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,14,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,14,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,14,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,14,20250628_131440,ZEROSHOT
generalist2_gemma312b_14_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,14,20250628_131440,ZEROSHOT
generalist2_gemma312b_15_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,15,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,15,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,15,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,15,20250628_131636,ZEROSHOT
generalist2_gemma312b_15_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,15,20250628_131636,ZEROSHOT
generalist2_gemma312b_16_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,16,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,16,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,16,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,16,20250628_131830,ZEROSHOT
generalist2_gemma312b_16_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,16,20250628_131830,ZEROSHOT
generalist2_gemma312b_17_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,17,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,17,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,17,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,17,20250628_132016,ZEROSHOT
generalist2_gemma312b_17_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,17,20250628_132016,ZEROSHOT
generalist2_gemma312b_18_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,18,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,18,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,18,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,18,20250628_132330,ZEROSHOT
generalist2_gemma312b_18_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,18,20250628_132330,ZEROSHOT
generalist2_gemma312b_19_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,19,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,19,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,19,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,19,20250628_132550,ZEROSHOT
generalist2_gemma312b_19_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,19,20250628_132550,ZEROSHOT
generalist2_gemma312b_20_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,20,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,20,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,20,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b4,gemma3-12b,generalist2_gemma312b,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,20,20250628_132819,ZEROSHOT
generalist2_gemma312b_20_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,20,20250628_132819,ZEROSHOT
generalist2_gemma312b_21_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,21,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,21,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,21,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b4,gemma3-12b,generalist2_gemma312b,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,21,20250628_133132,ZEROSHOT
generalist2_gemma312b_21_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,21,20250628_133132,ZEROSHOT
generalist2_gemma312b_22_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,22,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,22,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,22,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b4,gemma3-12b,generalist2_gemma312b,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,22,20250628_133423,ZEROSHOT
generalist2_gemma312b_22_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,22,20250628_133423,ZEROSHOT
generalist2_gemma312b_23_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,23,20250628_133752,ZEROSHOT
generalist2_gemma312b_23_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,23,20250628_133752,ZEROSHOT
generalist2_gemma312b_23_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,23,20250628_133752,ZEROSHOT
generalist2_gemma312b_23_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,23,20250628_133752,ZEROSHOT
generalist2_gemma312b_23_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,23,20250628_133752,ZEROSHOT
generalist2_gemma312b_24_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,24,20250628_134019,ZEROSHOT
generalist2_gemma312b_24_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,24,20250628_134019,ZEROSHOT
generalist2_gemma312b_24_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,24,20250628_134019,ZEROSHOT
generalist2_gemma312b_24_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,24,20250628_134019,ZEROSHOT
generalist2_gemma312b_24_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,24,20250628_134019,ZEROSHOT
generalist2_gemma312b_25_b1,gemma3-12b,generalist2_gemma312b,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,25,20250628_134249,ZEROSHOT
generalist2_gemma312b_25_b2,gemma3-12b,generalist2_gemma312b,generalist2,5,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,25,20250628_134249,ZEROSHOT
generalist2_gemma312b_25_b3,gemma3-12b,generalist2_gemma312b,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,25,20250628_134249,ZEROSHOT
generalist2_gemma312b_25_b4,gemma3-12b,generalist2_gemma312b,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,25,20250628_134249,ZEROSHOT
generalist2_gemma312b_25_b5,gemma3-12b,generalist2_gemma312b,generalist2,11,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,False,25,20250628_134249,ZEROSHOT
