row_id,base_model,variant_id,model,barrier_id,barrier_label,condition,source,scenario,bias_type,anchor_level,iteration,timestamp,arm,rows,n_unique_ids,any_na_ids,ids_list,count_ok,uniq_ok,valid_ids_ok,all_ok
ANCHOR_EXAMPLE_gemma3_generalist_02_b1_20250815_002504,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 6, 7, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_02_b2_20250815_002504,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 6, 7, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_02_b3_20250815_002504,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 6, 7, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_02_b4_20250815_002504,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 6, 7, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_02_b5_20250815_002504,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 6, 7, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_03_b1_20250815_002804,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_03_b2_20250815_002804,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_03_b3_20250815_002804,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_03_b4_20250815_002804,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_03_b5_20250815_002804,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_04_b1_20250815_003312,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_04_b2_20250815_003312,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_04_b3_20250815_003312,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_04_b4_20250815_003312,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_04_b5_20250815_003312,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_05_b1_20250815_004358,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_05_b2_20250815_004358,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_05_b3_20250815_004358,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_05_b4_20250815_004358,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_05_b5_20250815_004358,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_06_b1_20250815_004816,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 5, 6, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_06_b4_20250815_004816,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 5, 6, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_06_b2_20250815_004816,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 5, 6, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_06_b3_20250815_004816,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 5, 6, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_06_b5_20250815_004816,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 5, 6, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_07_b1_20250815_005114,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_07_b2_20250815_005114,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_07_b3_20250815_005114,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_07_b4_20250815_005114,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_07_b5_20250815_005114,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 8, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_08_b1_20250815_005417,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_08_b2_20250815_005417,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_08_b3_20250815_005417,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_08_b4_20250815_005417,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_08_b5_20250815_005417,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_09_b1_20250815_005739,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_09_b4_20250815_005739,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_09_b7_20250815_005739,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_09_b8_20250815_005739,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_EXAMPLE_gemma3_generalist_09_b11_20250815_005739,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_00_b1_20250815_013723,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,0,20250815_013723,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_00_b2_20250815_013723,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,0,20250815_013723,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_00_b3_20250815_013723,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,0,20250815_013723,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_00_b4_20250815_013723,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,0,20250815_013723,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_00_b5_20250815_013723,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,0,20250815_013723,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_01_b1_20250815_014214,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,1,20250815_014214,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_01_b4_20250815_014214,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,1,20250815_014214,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_01_b7_20250815_014214,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,1,20250815_014214,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_01_b8_20250815_014214,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,1,20250815_014214,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_01_b11_20250815_014214,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,1,20250815_014214,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_02_b1_20250815_014539,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2,20250815_014539,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_02_b2_20250815_014539,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2,20250815_014539,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_02_b3_20250815_014539,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2,20250815_014539,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_02_b4_20250815_014539,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2,20250815_014539,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_02_b5_20250815_014539,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2,20250815_014539,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_03_b1_20250815_015022,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3,20250815_015022,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_03_b4_20250815_015022,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3,20250815_015022,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_03_b7_20250815_015022,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3,20250815_015022,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_03_b8_20250815_015022,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3,20250815_015022,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_03_b11_20250815_015022,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3,20250815_015022,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_04_b1_20250815_015441,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4,20250815_015441,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_04_b4_20250815_015441,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4,20250815_015441,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_04_b7_20250815_015441,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4,20250815_015441,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_04_b8_20250815_015441,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4,20250815_015441,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_04_b11_20250815_015441,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4,20250815_015441,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_05_b1_20250815_015802,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5,20250815_015802,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_05_b2_20250815_015802,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5,20250815_015802,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_05_b3_20250815_015802,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5,20250815_015802,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_05_b4_20250815_015802,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5,20250815_015802,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_05_b5_20250815_015802,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5,20250815_015802,ANCHOR_NUM_HIGH,5,5,0,"(1, 5, 6, 10, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_06_b1_20250815_020136,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6,20250815_020136,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_06_b4_20250815_020136,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6,20250815_020136,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_06_b7_20250815_020136,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6,20250815_020136,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_06_b8_20250815_020136,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6,20250815_020136,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
ANCHOR_HIGH_NUM_gemma3_generalist_06_b11_20250815_020136,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6,20250815_020136,ANCHOR_NUM_HIGH,5,5,0,"(1, 4, 7, 8, 11)",True,True,True,True
