row_id,base_model,variant_id,model,barrier_id,barrier_label,condition,source,scenario,bias_type,anchor_level,iteration,timestamp,arm,rows,n_unique_ids,any_na_ids,ids_list,count_ok,uniq_ok,valid_ids_ok,all_ok
ANCHOR_EXAMPLE_gemma3_subject_matter2_00_b1_20250815_001614,gemma3,gemma3_subject_matter2,subject_matter2,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,0,20250815_001614,ANCHOR_EXAMPLE,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_EXAMPLE_gemma3_subject_matter2_00_b2_20250815_001614,gemma3,gemma3_subject_matter2,subject_matter2,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,0,20250815_001614,ANCHOR_EXAMPLE,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_EXAMPLE_gemma3_subject_matter2_00_b5_20250815_001614,gemma3,gemma3_subject_matter2,subject_matter2,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,0,20250815_001614,ANCHOR_EXAMPLE,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_EXAMPLE_gemma3_subject_matter2_00_b3_20250815_001614,gemma3,gemma3_subject_matter2,subject_matter2,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,0,20250815_001614,ANCHOR_EXAMPLE,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_EXAMPLE_gemma3_subject_matter2_00_b4_20250815_001614,gemma3,gemma3_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,0,20250815_001614,ANCHOR_EXAMPLE,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_HIGH_NUM_gemma3_subject_matter2_07_b1_20250815_020448,gemma3,gemma3_subject_matter2,subject_matter2,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7,20250815_020448,ANCHOR_NUM_HIGH,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_HIGH_NUM_gemma3_subject_matter2_07_b2_20250815_020448,gemma3,gemma3_subject_matter2,subject_matter2,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7,20250815_020448,ANCHOR_NUM_HIGH,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_HIGH_NUM_gemma3_subject_matter2_07_b5_20250815_020448,gemma3,gemma3_subject_matter2,subject_matter2,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7,20250815_020448,ANCHOR_NUM_HIGH,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_HIGH_NUM_gemma3_subject_matter2_07_b3_20250815_020448,gemma3,gemma3_subject_matter2,subject_matter2,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7,20250815_020448,ANCHOR_NUM_HIGH,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
ANCHOR_HIGH_NUM_gemma3_subject_matter2_07_b4_20250815_020448,gemma3,gemma3_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7,20250815_020448,ANCHOR_NUM_HIGH,5,4,0,"(1, 5, 5, 6, 10)",True,False,True,False
generalist2_llama_34_b5,llama,generalist2_llama,generalist2,1,"power losses, quality and safety issues",CONTEXT,llm,CONTEXT,NAN,,34,20250807_163933,CONTEXT,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
generalist2_llama_34_b6,llama,generalist2_llama,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,llm,CONTEXT,NAN,,34,20250807_163933,CONTEXT,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
generalist2_llama_34_b7,llama,generalist2_llama,generalist2,7,incompatibility of DC systems components,CONTEXT,llm,CONTEXT,NAN,,34,20250807_163933,CONTEXT,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
generalist2_llama_34_b8,llama,generalist2_llama,generalist2,7,incompatibility of DC systems components,CONTEXT,llm,CONTEXT,NAN,,34,20250807_163933,CONTEXT,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
generalist2_llama_34_b9,llama,generalist2_llama,generalist2,9,lack of enough trained personnel in DC systems,CONTEXT,llm,CONTEXT,NAN,,34,20250807_163933,CONTEXT,5,4,0,"(1, 6, 7, 7, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_01_b4_20250815_002012,llama,llama_generalist,generalist,2,reduced reliability in DC devices,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,1,20250815_002012,ANCHOR_EXAMPLE,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_01_b3_20250815_002012,llama,llama_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,1,20250815_002012,ANCHOR_EXAMPLE,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_01_b5_20250815_002012,llama,llama_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,1,20250815_002012,ANCHOR_EXAMPLE,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_01_b2_20250815_002012,llama,llama_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,1,20250815_002012,ANCHOR_EXAMPLE,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_01_b1_20250815_002012,llama,llama_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,1,20250815_002012,ANCHOR_EXAMPLE,5,4,0,"(2, 7, 7, 8, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_02_b4_20250815_002504,llama,llama_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_02_b2_20250815_002504,llama,llama_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_02_b5_20250815_002504,llama,llama_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_02_b3_20250815_002504,llama,llama_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_generalist_02_b1_20250815_002504,llama,llama_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,2,20250815_002504,ANCHOR_EXAMPLE,5,4,0,"(6, 7, 7, 10, 11)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_03_b3_20250815_002804,llama,llama_normative,normative,2,reduced reliability in DC devices,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_03_b5_20250815_002804,llama,llama_normative,normative,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_03_b1_20250815_002804,llama,llama_normative,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_03_b2_20250815_002804,llama,llama_normative,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_03_b4_20250815_002804,llama,llama_normative,normative,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,3,20250815_002804,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_05_b1_20250815_004358,llama,llama_normative,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_05_b2_20250815_004358,llama,llama_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_05_b5_20250815_004358,llama,llama_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_05_b3_20250815_004358,llama,llama_normative,normative,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative_05_b4_20250815_004358,llama,llama_normative,normative,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(4, 6, 6, 7, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative2_04_b2_20250815_003312,llama,llama_normative2,normative2,2,reduced reliability in DC devices,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative2_04_b4_20250815_003312,llama,llama_normative2,normative2,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative2_04_b1_20250815_003312,llama,llama_normative2,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative2_04_b5_20250815_003312,llama,llama_normative2,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_normative2_04_b3_20250815_003312,llama,llama_normative2,normative2,9,lack of enough trained personnel in DC systems,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,4,20250815_003312,ANCHOR_EXAMPLE,5,4,0,"(2, 3, 4, 4, 9)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_07_b1_20250815_005114,llama,llama_subject_matter,subject_matter,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 6)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_07_b10_20250815_005114,llama,llama_subject_matter,subject_matter,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 6)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_07_b2_20250815_005114,llama,llama_subject_matter,subject_matter,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 6)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_07_b3_20250815_005114,llama,llama_subject_matter,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 6)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_07_b4_20250815_005114,llama,llama_subject_matter,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,7,20250815_005114,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 6)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_09_b3_20250815_005739,llama,llama_subject_matter,subject_matter,2,reduced reliability in DC devices,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,3,0,"(2, 4, 4, 4, 8)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_09_b1_20250815_005739,llama,llama_subject_matter,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,3,0,"(2, 4, 4, 4, 8)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_09_b2_20250815_005739,llama,llama_subject_matter,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,3,0,"(2, 4, 4, 4, 8)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_09_b5_20250815_005739,llama,llama_subject_matter,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,3,0,"(2, 4, 4, 4, 8)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter_09_b4_20250815_005739,llama,llama_subject_matter,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,3,0,"(2, 4, 4, 4, 8)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_05_b1_20250815_004358,llama,llama_subject_matter2,subject_matter2,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 4, 5)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_05_b2_20250815_004358,llama,llama_subject_matter2,subject_matter2,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 4, 5)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_05_b10_20250815_004358,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 4, 5)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_05_b3_20250815_004358,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 4, 5)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_05_b4_20250815_004358,llama,llama_subject_matter2,subject_matter2,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,5,20250815_004358,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 4, 5)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_06_b2_20250815_004816,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,4,0,"(4, 4, 7, 9, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_06_b3_20250815_004816,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,4,0,"(4, 4, 7, 9, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_06_b4_20250815_004816,llama,llama_subject_matter2,subject_matter2,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,4,0,"(4, 4, 7, 9, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_06_b1_20250815_004816,llama,llama_subject_matter2,subject_matter2,9,lack of enough trained personnel in DC systems,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,4,0,"(4, 4, 7, 9, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_06_b5_20250815_004816,llama,llama_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,6,20250815_004816,ANCHOR_EXAMPLE,5,4,0,"(4, 4, 7, 9, 10)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_08_b1_20250815_005417,llama,llama_subject_matter2,subject_matter2,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 7, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_08_b3_20250815_005417,llama,llama_subject_matter2,subject_matter2,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 7, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_08_b4_20250815_005417,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 7, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_08_b10_20250815_005417,llama,llama_subject_matter2,subject_matter2,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 7, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_08_b2_20250815_005417,llama,llama_subject_matter2,subject_matter2,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,8,20250815_005417,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 4, 7, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_09_b1_20250815_005739,llama,llama_subject_matter2,subject_matter2,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_09_b10_20250815_005739,llama,llama_subject_matter2,subject_matter2,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_09_b2_20250815_005739,llama,llama_subject_matter2,subject_matter2,3,lack of use-cases in which DC is advantageous,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_09_b3_20250815_005739,llama,llama_subject_matter2,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 7)",True,False,True,False
ANCHOR_EXAMPLE_llama_subject_matter2_09_b4_20250815_005739,llama,llama_subject_matter2,subject_matter2,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_EXAMPLE,,9,20250815_005739,ANCHOR_EXAMPLE,5,4,0,"(1, 3, 3, 4, 7)",True,False,True,False
subject_matter2_llama_07_b2,llama,subject_matter2_llama,subject_matter2,2,reduced reliability in DC devices,CONTEXT,llm,CONTEXT,NAN,,7,20250807_142513,CONTEXT,5,4,0,"(2, 3, 3, 4, 5)",True,False,True,False
subject_matter2_llama_07_b1,llama,subject_matter2_llama,subject_matter2,3,lack of use-cases in which DC is advantageous,CONTEXT,llm,CONTEXT,NAN,,7,20250807_142513,CONTEXT,5,4,0,"(2, 3, 3, 4, 5)",True,False,True,False
subject_matter2_llama_07_b3,llama,subject_matter2_llama,subject_matter2,3,lack of use-cases in which DC is advantageous,CONTEXT,llm,CONTEXT,NAN,,7,20250807_142513,CONTEXT,5,4,0,"(2, 3, 3, 4, 5)",True,False,True,False
subject_matter2_llama_07_b4,llama,subject_matter2_llama,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,llm,CONTEXT,NAN,,7,20250807_142513,CONTEXT,5,4,0,"(2, 3, 3, 4, 5)",True,False,True,False
subject_matter2_llama_07_b5,llama,subject_matter2_llama,subject_matter2,5,lack of pilot projects,CONTEXT,llm,CONTEXT,NAN,,7,20250807_142513,CONTEXT,5,4,0,"(2, 3, 3, 4, 5)",True,False,True,False
subject_matter2_llama_28_b1,llama,subject_matter2_llama,subject_matter2,1,"power losses, quality and safety issues",CONTEXT,llm,CONTEXT,NAN,,28,20250807_161702,CONTEXT,5,4,0,"(1, 2, 4, 4, 6)",True,False,True,False
subject_matter2_llama_28_b2,llama,subject_matter2_llama,subject_matter2,2,reduced reliability in DC devices,CONTEXT,llm,CONTEXT,NAN,,28,20250807_161702,CONTEXT,5,4,0,"(1, 2, 4, 4, 6)",True,False,True,False
subject_matter2_llama_28_b3,llama,subject_matter2_llama,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,llm,CONTEXT,NAN,,28,20250807_161702,CONTEXT,5,4,0,"(1, 2, 4, 4, 6)",True,False,True,False
