row_id,base_model,variant_id,model,barrier_id,barrier_label,condition,source,scenario,bias_type,anchor_level,iteration,timestamp,barrier_list
ANCHOR_HIGH_NUM_gemma3_generalist_02_b2_20250815_014539,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2.0,20250815_014539,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_02_b3_20250815_014539,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2.0,20250815_014539,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_02_b4_20250815_014539,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2.0,20250815_014539,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_02_b5_20250815_014539,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,2.0,20250815_014539,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_03_b1_20250815_015022,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3.0,20250815_015022,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_03_b4_20250815_015022,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3.0,20250815_015022,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_03_b7_20250815_015022,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3.0,20250815_015022,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_03_b8_20250815_015022,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3.0,20250815_015022,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_03_b11_20250815_015022,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,3.0,20250815_015022,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_04_b1_20250815_015441,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4.0,20250815_015441,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_04_b4_20250815_015441,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4.0,20250815_015441,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_04_b7_20250815_015441,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4.0,20250815_015441,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_04_b8_20250815_015441,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4.0,20250815_015441,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_04_b11_20250815_015441,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,4.0,20250815_015441,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_05_b1_20250815_015802,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5.0,20250815_015802,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_05_b2_20250815_015802,gemma3,gemma3_generalist,generalist,5,lack of pilot projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5.0,20250815_015802,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_05_b3_20250815_015802,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5.0,20250815_015802,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_05_b4_20250815_015802,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5.0,20250815_015802,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_05_b5_20250815_015802,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,5.0,20250815_015802,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_06_b1_20250815_020136,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6.0,20250815_020136,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_06_b4_20250815_020136,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6.0,20250815_020136,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_06_b7_20250815_020136,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6.0,20250815_020136,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_06_b8_20250815_020136,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6.0,20250815_020136,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_06_b11_20250815_020136,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,6.0,20250815_020136,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_07_b1_20250815_020448,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7.0,20250815_020448,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_07_b2_20250815_020448,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7.0,20250815_020448,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_07_b3_20250815_020448,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7.0,20250815_020448,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_07_b4_20250815_020448,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7.0,20250815_020448,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_07_b5_20250815_020448,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,7.0,20250815_020448,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_08_b1_20250815_021454,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,8.0,20250815_021454,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_08_b2_20250815_021454,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,8.0,20250815_021454,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_08_b3_20250815_021454,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,8.0,20250815_021454,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_08_b4_20250815_021454,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,8.0,20250815_021454,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_08_b5_20250815_021454,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,8.0,20250815_021454,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_09_b1_20250815_021807,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,9.0,20250815_021807,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_09_b4_20250815_021807,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,9.0,20250815_021807,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_09_b7_20250815_021807,gemma3,gemma3_generalist,generalist,7,incompatibility of DC systems components,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,9.0,20250815_021807,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_09_b8_20250815_021807,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,9.0,20250815_021807,ORDERED_LIST
ANCHOR_HIGH_NUM_gemma3_generalist_09_b11_20250815_021807,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_HIGH,high,9.0,20250815_021807,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_00_b1_20250815_010056,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,0.0,20250815_010056,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_00_b2_20250815_010056,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,0.0,20250815_010056,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_00_b3_20250815_010056,gemma3,gemma3_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,0.0,20250815_010056,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_00_b4_20250815_010056,gemma3,gemma3_generalist,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,0.0,20250815_010056,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_00_b5_20250815_010056,gemma3,gemma3_generalist,generalist,11,high costs of DC solutions,ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,0.0,20250815_010056,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_01_b1_20250815_010408,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues",ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,1.0,20250815_010408,ORDERED_LIST
ANCHOR_LOW_NUM_gemma3_generalist_01_b4_20250815_010408,gemma3,gemma3_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",ANCHOR,llm,ANCHOR,ANCHOR_NUM_LOW,low,1.0,20250815_010408,ORDERED_LIST
