row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,condition,bias_type,anchor_level
BIAS_EXAMPLE_llama_generalist2_08_b2_20250908_185419,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,8,20250908_185419,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_08_b5_20250908_185419,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,8,20250908_185419,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_08_b3_20250908_185419,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,8,20250908_185419,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b5_20250908_195323,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,False,1.0,9,20250908_195323,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b4_20250908_195323,llama,llama_generalist2,generalist2,7,incompatibility of DC systems components,Compatibility of DC systems components,matched,matched_by_label,False,0.974,9,20250908_195323,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b10_20250908_195323,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,9,20250908_195323,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b1_20250908_195323,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,9,20250908_195323,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b7_20250908_195323,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,9,20250908_195323,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_generalist2_09_b3_20250908_195323,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,9,20250908_195323,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_NUM_HIGH_llama_generalist2_04_b4_20250909_123111,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,matched_by_label,False,0.994,4,20250909_123111,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_04_b8_20250909_123111,llama,llama_generalist2,generalist2,7,incompatibility of DC systems components,Incompatibility of DC systems components.,matched,matched_by_label,False,0.988,4,20250909_123111,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_04_b11_20250909_123111,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process.,matched,matched_by_label,False,0.994,4,20250909_123111,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_04_b6_20250909_123111,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems.,matched,matched_by_label,False,0.989,4,20250909_123111,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_04_b2_20250909_123111,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,4,20250909_123111,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_04_b7_20250909_123111,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,4,20250909_123111,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_05_b5_20250909_124945,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,5,20250909_124945,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_generalist2_08_b9_20250909_140720,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,8,20250909_140720,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_LOW_llama_generalist2_03_b2_20250909_082106,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,matched_by_label,False,0.994,3,20250909_082106,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_03_b7_20250909_082106,llama,llama_generalist2,generalist2,7,incompatibility of DC systems components,Incompatibility of DC systems components.,matched,matched_by_label,False,0.988,3,20250909_082106,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_03_b8_20250909_082106,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process.,matched,matched_by_label,False,0.994,3,20250909_082106,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_03_b10_20250909_082106,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems.,matched,matched_by_label,False,0.989,3,20250909_082106,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_03_b3_20250909_082106,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,3,20250909_082106,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_03_b11_20250909_082106,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,3,20250909_082106,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_06_b7_20250909_095507,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,6,20250909_095507,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b3_20250909_111339,llama,llama_generalist2,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,False,1.0,7,20250909_111339,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b10_20250909_111339,llama,llama_generalist2,generalist2,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b5_20250909_111339,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,7,20250909_111339,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b6_20250909_111339,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b11_20250909_111339,llama,llama_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_generalist2_07_b8_20250909_111339,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_WORD_llama_generalist2_00_b2_20250906_143506,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_03_b5_20250906_171632,llama,llama_generalist2,generalist2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,3,20250906_171632,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b5_20250906_192730,llama,llama_generalist2,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,9,20250906_192730,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_09_b1_20250906_192730,llama,llama_generalist2,generalist2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,9,20250906_192730,no,UNNUMBERED,BIAS_WORD,
BIAS_NUM_HIGH_llama_normative_01_b3_20250909_120745,llama,llama_normative,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,1,20250909_120745,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_normative_05_b5_20250909_124945,llama,llama_normative,normative,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,5,20250909_124945,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_normative_09_b3_20250909_142603,llama,llama_normative,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconceptions and lack of knowledge leading to lengthy and expensive design and permit process,matched,matched_by_label,False,0.94,9,20250909_142603,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_LOW_llama_normative_01_b5_20250909_061336,llama,llama_normative,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,False,1.0,1,20250909_061336,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_01_b7_20250909_061336,llama,llama_normative,normative,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,False,1.0,1,20250909_061336,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_01_b6_20250909_061336,llama,llama_normative,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,1,20250909_061336,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_01_b11_20250909_061336,llama,llama_normative,normative,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,1,20250909_061336,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_01_b3_20250909_061336,llama,llama_normative,normative,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,1,20250909_061336,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_01_b8_20250909_061336,llama,llama_normative,normative,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,1,20250909_061336,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_03_b11_20250909_082106,llama,llama_normative,normative,11,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,False,1.0,3,20250909_082106,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative_04_b5_20250909_082515,llama,llama_normative,normative,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,4,20250909_082515,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_WORD_llama_normative_04_b2_20250906_172325,llama,llama_normative,normative,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,correct_id,False,1.0,4,20250906_172325,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_04_b7_20250906_172325,llama,llama_normative,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconceptions and lack of knowledge about DC systems leading to lengthy and expensive design and permit process,matched,wrong_id_matchable,False,0.86,4,20250906_172325,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_04_b3_20250906_172325,llama,llama_normative,normative,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,correct_id,False,1.0,4,20250906_172325,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_04_b9_20250906_172325,llama,llama_normative,normative,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,4,20250906_172325,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_04_b4_20250906_172325,llama,llama_normative,normative,11,high costs of DC solutions,High costs of DC solutions,matched,correct_id,False,1.0,4,20250906_172325,no,UNNUMBERED,BIAS_WORD,
BIAS_EXAMPLE_llama_normative2_05_b9_20250908_090148,llama,llama_normative2,normative2,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,False,1.0,5,20250908_090148,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_05_b11_20250908_090148,llama,llama_normative2,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,5,20250908_090148,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_05_b8_20250908_090148,llama,llama_normative2,normative2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,5,20250908_090148,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_05_b7_20250908_090148,llama,llama_normative2,normative2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,5,20250908_090148,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_normative2_05_b10_20250908_090148,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,5,20250908_090148,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_NUM_HIGH_llama_normative2_03_b11_20250909_122739,llama,llama_normative2,normative2,10,uncertain regulatory roadmap,Uncertainty in regulatory roadmap,matched,matched_by_label,False,0.918,3,20250909_122739,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_normative2_05_b8_20250909_124945,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,5,20250909_124945,no,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_HIGH_llama_normative2_09_b9_20250909_142603,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,9,20250909_142603,yes,UNNUMBERED,BIAS_NUM_HIGH,high
BIAS_NUM_LOW_llama_normative2_04_b5_20250909_082515,llama,llama_normative2,normative2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,4,20250909_082515,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_06_b7_20250909_095507,llama,llama_normative2,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,False,1.0,6,20250909_095507,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b3_20250909_111339,llama,llama_normative2,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,False,1.0,7,20250909_111339,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b10_20250909_111339,llama,llama_normative2,normative2,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b5_20250909_111339,llama,llama_normative2,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,7,20250909_111339,no,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b6_20250909_111339,llama,llama_normative2,normative2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b11_20250909_111339,llama,llama_normative2,normative2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_NUM_LOW_llama_normative2_07_b8_20250909_111339,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,7,20250909_111339,yes,UNNUMBERED,BIAS_NUM_LOW,low
BIAS_WORD_llama_normative2_00_b2_20250906_143506,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b9_20250906_144359,llama,llama_normative2,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,matched_by_label,False,0.994,1,20250906_144359,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b4_20250906_144359,llama,llama_normative2,normative2,7,incompatibility of DC systems components,Incompatibility of DC systems components.,matched,matched_by_label,False,0.988,1,20250906_144359,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b8_20250906_144359,llama,llama_normative2,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process.,matched,matched_by_label,False,0.994,1,20250906_144359,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b11_20250906_144359,llama,llama_normative2,normative2,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems.,matched,matched_by_label,False,0.989,1,20250906_144359,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b5_20250906_144359,llama,llama_normative2,normative2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,matched_by_label,False,0.982,1,20250906_144359,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_01_b7_20250906_144359,llama,llama_normative2,normative2,11,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,False,0.981,1,20250906_144359,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_02_b3_20250906_144722,llama,llama_normative2,normative2,11,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,False,1.0,2,20250906_144722,no,UNNUMBERED,BIAS_WORD,
BIAS_EXAMPLE_llama_subject_matter_00_b8_20250906_222010,llama,llama_subject_matter,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,False,1.0,0,20250906_222010,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_00_b2_20250906_222010,llama,llama_subject_matter,subject_matter,9,lack of enough trained personnel in DC systems,Lack of enough trained personnel in DC systems,matched,matched_by_label,False,1.0,0,20250906_222010,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_00_b3_20250906_222010,llama,llama_subject_matter,subject_matter,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,False,1.0,0,20250906_222010,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_00_b1_20250906_222010,llama,llama_subject_matter,subject_matter,11,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,False,1.0,0,20250906_222010,no,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_01_b10_20250906_222330,llama,llama_subject_matter,subject_matter,7,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,1,20250906_222330,yes,UNNUMBERED,BIAS_EXAMPLE,
BIAS_EXAMPLE_llama_subject_matter_01_b7_20250906_222330,llama,llama_subject_matter,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,1,20250906_222330,yes,UNNUMBERED,BIAS_EXAMPLE,
