row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,condition,bias_type,anchor_level
BIAS_WORD_phi4_normative2_00_b9_20250906_143506,phi4,phi4_normative2,normative2,9,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_normative2_00_b10_20250906_143506,phi4,phi4_normative2,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_00_b2_20250906_143506,phi4,phi4_subject_matter,subject_matter,2,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_00_b3_20250906_143506,phi4,phi4_subject_matter,subject_matter,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_00_b4_20250906_143506,phi4,phi4_subject_matter,subject_matter,4,incompatibility of DC systems components,incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_00_b6_20250906_143506,phi4,phi4_subject_matter,subject_matter,6,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter_00_b10_20250906_143506,phi4,phi4_subject_matter,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_00_b2_20250906_143506,phi4,phi4_subject_matter2,subject_matter2,2,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_00_b3_20250906_143506,phi4,phi4_subject_matter2,subject_matter2,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_00_b4_20250906_143506,phi4,phi4_subject_matter2,subject_matter2,4,incompatibility of DC systems components,incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_00_b7_20250906_143506,phi4,phi4_subject_matter2,subject_matter2,7,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_phi4_subject_matter2_00_b10_20250906_143506,phi4,phi4_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b1_20250906_143506,llama,llama_generalist,generalist,1,lack of use-cases in which DC is advantageous,Lack of use-cases demonstrating the advantages of direct current (DC) systems,hallucinated_label,correct_id,TRUE,0.541,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b2_20250906_143506,llama,llama_generalist,generalist,2,high costs of DC solutions,High initial costs associated with DC solutions,hallucinated_label,correct_id,TRUE,0.685,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b3_20250906_143506,llama,llama_generalist,generalist,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception and readiness to adopt and champion DC installations from DC projects,matched,correct_id,FALSE,0.876,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b4_20250906_143506,llama,llama_generalist,generalist,4,incompatibility of DC systems components,Incompatibility between different components in DC systems,hallucinated_label,correct_id,TRUE,0.612,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b5_20250906_143506,llama,llama_generalist,generalist,5,lack of pilot projects,Limited availability of pilot projects showcasing DC technology,hallucinated_label,correct_id,TRUE,0.471,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b6_20250906_143506,llama,llama_generalist,generalist,6,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Time-consuming and costly design and permit process due to misconceptions about DC systems,hallucinated_label,correct_id,TRUE,0.483,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b7_20250906_143506,llama,llama_generalist,generalist,7,lack of enough trained personnel in DC systems,Insufficient trained personnel with expertise in DC systems,hallucinated_label,correct_id,TRUE,0.667,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b8_20250906_143506,llama,llama_generalist,generalist,8,reduced reliability in DC devices,Uncertainty regarding reliability and performance of DC devices,hallucinated_label,correct_id,TRUE,0.604,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b9_20250906_143506,llama,llama_generalist,generalist,9,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertainty around utility interaction, such as net metering, ownership, and agreed standards",hallucinated_label,correct_id,TRUE,0.843,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b10_20250906_143506,llama,llama_generalist,generalist,10,uncertain regulatory roadmap,Unclear regulatory framework for DC technologies,hallucinated_label,correct_id,TRUE,0.526,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b11_20250906_143506,llama,llama_generalist,generalist,11,"power losses, quality and safety issues","Power losses, quality issues, and safety concerns related to DC systems",hallucinated_label,correct_id,TRUE,0.636,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b1_20250906_143506,llama,llama_generalist2,generalist2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous.,matched,matched_by_label,FALSE,0.989,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b2_20250906_143506,llama,llama_generalist2,generalist2,2,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,FALSE,0.981,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b3_20250906_143506,llama,llama_generalist2,generalist2,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,matched_by_label,FALSE,0.994,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b4_20250906_143506,llama,llama_generalist2,generalist2,4,incompatibility of DC systems components,Compatibility of DC systems components.,matched,matched_by_label,FALSE,0.962,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b5_20250906_143506,llama,llama_generalist2,generalist2,5,lack of pilot projects,Lack of pilot projects.,matched,matched_by_label,FALSE,0.978,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b6_20250906_143506,llama,llama_generalist2,generalist2,6,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process.,matched,matched_by_label,FALSE,0.994,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b1_20250906_143506,llama,llama_normative,normative,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b2_20250906_143506,llama,llama_normative,normative,2,high costs of DC solutions,High costs of DC solutions,matched,correct_id,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b3_20250906_143506,llama,llama_normative,normative,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b4_20250906_143506,llama,llama_normative,normative,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,correct_id,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b5_20250906_143506,llama,llama_normative,normative,5,uncertain regulatory roadmap,"Uncertainty in regulatory roadmap and power losses, quality and safety issues.",hallucinated_label,correct_id,TRUE,0.667,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b1_20250906_143506,llama,llama_normative2,normative2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous.,matched,matched_by_label,FALSE,0.989,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b2_20250906_143506,llama,llama_normative2,normative2,2,high costs of DC solutions,High costs of DC solutions.,matched,matched_by_label,FALSE,0.981,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b3_20250906_143506,llama,llama_normative2,normative2,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,matched_by_label,FALSE,0.994,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b4_20250906_143506,llama,llama_normative2,normative2,4,incompatibility of DC systems components,Incompatibility of DC systems components.,matched,matched_by_label,FALSE,0.988,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b5_20250906_143506,llama,llama_normative2,normative2,5,lack of pilot projects,Lack of pilot projects.,matched,matched_by_label,FALSE,0.978,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b6_20250906_143506,llama,llama_normative2,normative2,6,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconception and lack of knowledge leads to lengthy/expensive design and permit process.,matched,matched_by_label,FALSE,0.994,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b1_20250906_143506,llama,llama_subject_matter,subject_matter,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous.,matched,correct_id,FALSE,0.989,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b2_20250906_143506,llama,llama_subject_matter,subject_matter,2,high costs of DC solutions,High costs of DC solutions.,matched,correct_id,FALSE,0.981,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b3_20250906_143506,llama,llama_subject_matter,subject_matter,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects.,matched,correct_id,FALSE,0.994,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b4_20250906_143506,llama,llama_subject_matter,subject_matter,4,incompatibility of DC systems components,Incompatibility of DC systems components.,matched,correct_id,FALSE,0.988,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b5_20250906_143506,llama,llama_subject_matter,subject_matter,5,uncertain regulatory roadmap,Uncertain regulatory roadmap.,matched,wrong_id_matchable,FALSE,0.982,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b1_20250906_143506,llama,llama_subject_matter2,subject_matter2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b2_20250906_143506,llama,llama_subject_matter2,subject_matter2,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b4_20250906_143506,llama,llama_subject_matter2,subject_matter2,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b3_20250906_143506,llama,llama_subject_matter2,subject_matter2,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b10_20250906_143506,llama,llama_subject_matter2,subject_matter2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b1_20250906_143506,mistral,mistral_generalist,generalist,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b2_20250906_143506,mistral,mistral_generalist,generalist,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b3_20250906_143506,mistral,mistral_generalist,generalist,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b4_20250906_143506,mistral,mistral_generalist,generalist,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b10_20250906_143506,mistral,mistral_generalist,generalist,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b1_20250906_143506,mistral,mistral_generalist2,generalist2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b2_20250906_143506,mistral,mistral_generalist2,generalist2,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b4_20250906_143506,mistral,mistral_generalist2,generalist2,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b5_20250906_143506,mistral,mistral_generalist2,generalist2,5,lack of pilot projects,Lack of pilot projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b10_20250906_143506,mistral,mistral_generalist2,generalist2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b1_20250906_143506,mistral,mistral_normative,normative,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b2_20250906_143506,mistral,mistral_normative,normative,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b3_20250906_143506,mistral,mistral_normative,normative,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b4_20250906_143506,mistral,mistral_normative,normative,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b5_20250906_143506,mistral,mistral_normative,normative,5,lack of pilot projects,Lack of pilot projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b10_20250906_143506,mistral,mistral_normative,normative,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,yes,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b1_20250906_143506,mistral,mistral_normative2,normative2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b2_20250906_143506,mistral,mistral_normative2,normative2,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b3_20250906_143506,mistral,mistral_normative2,normative2,3,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b4_20250906_143506,mistral,mistral_normative2,normative2,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b10_20250906_143506,mistral,mistral_normative2,normative2,10,uncertain regulatory roadmap,Uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b1_20250906_143506,mistral,mistral_subject_matter,subject_matter,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b2_20250906_143506,mistral,mistral_subject_matter,subject_matter,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b4_20250906_143506,mistral,mistral_subject_matter,subject_matter,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b5_20250906_143506,mistral,mistral_subject_matter,subject_matter,5,lack of pilot projects,Lack of pilot projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b9_20250906_143506,mistral,mistral_subject_matter,subject_matter,9,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b1_20250906_143506,mistral,mistral_subject_matter2,subject_matter2,1,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b2_20250906_143506,mistral,mistral_subject_matter2,subject_matter2,2,high costs of DC solutions,High costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b4_20250906_143506,mistral,mistral_subject_matter2,subject_matter2,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b5_20250906_143506,mistral,mistral_subject_matter2,subject_matter2,5,lack of pilot projects,Lack of pilot projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b9_20250906_143506,mistral,mistral_subject_matter2,subject_matter2,9,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b1_20250906_143506,gemma3,gemma3_generalist,generalist,1,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b2_20250906_143506,gemma3,gemma3_generalist,generalist,2,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b3_20250906_143506,gemma3,gemma3_generalist,generalist,3,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b7_20250906_143506,gemma3,gemma3_generalist,generalist,7,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b10_20250906_143506,gemma3,gemma3_generalist,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_00_b2_20250906_143506,gemma3,gemma3_generalist2,generalist2,2,high costs of DC solutions,high costs of DC solutions,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_00_b7_20250906_143506,gemma3,gemma3_generalist2,generalist2,7,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
BIAS_WORD_gemma3_generalist2_00_b10_20250906_143506,gemma3,gemma3_generalist2,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,matched_by_label,FALSE,1,0,20250906_143506,no,UNNUMBERED,BIAS_WORD,
