prior_name,effect_prior_sd,base_model,dc_solution,base_solution,high_OR_median,high_OR_l95,high_OR_u95,high_probability_OR_gt_1,high_probability_OR_lt_1,high_conclusion,low_OR_median,low_OR_l95,low_OR_u95,low_probability_OR_gt_1,low_probability_OR_lt_1,low_conclusion,anchoring_pattern
weak,2.5,gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,2.4349890680422908,0.08841541348665488,184.8718832314202,0.68175,0.31825,uncertain,2.3980933835131033,0.08388539945860689,193.50892244971217,0.675125,0.324875,uncertain,no supported adjustment
regularizing,0.75,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,0.27589041245243723,0.11694818043320794,0.6801478724471515,0.00275,0.99725,lower under Anchor,0.03155020109629054,0.01387772863748674,0.0690468321647183,0,1,lower under Anchor,directionally inconsistent
primary,1.5,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,0.10161300488550236,0.03230732210113203,0.3021785462594698,0,1,lower under Anchor,0.00732892892831403,0.00222905497331261,0.02105289748622111,0,1,lower under Anchor,directionally inconsistent
weak,2.5,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,0.05224739151635577,0.01251639962427459,0.18698969491398648,0,1,lower under Anchor,0.00307721131548347,6.699751001107285e-4,0.0113228495498143,0,1,lower under Anchor,directionally inconsistent
regularizing,0.75,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,1.0964162115645453,0.27132899382974807,4.701529227343057,0.551,0.449,uncertain,1.0846751990615602,0.2691192408782967,4.6196627560087045,0.546875,0.453125,uncertain,no supported adjustment
primary,1.5,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,1.4462594921851732,0.12697760093048666,23.4885284043462,0.606875,0.393125,uncertain,1.387585578353037,0.1230145310589514,23.920355151401992,0.6025,0.3975,uncertain,no supported adjustment
weak,2.5,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,2.4346314435602885,0.08747841979898123,174.42807681959746,0.67525,0.32475,uncertain,2.4606107099419856,0.075420695190004175,205.9433415124136,0.684375,0.315625,uncertain,no supported adjustment
regularizing,0.75,gemma3,Static protection system,gemma3__Static protection system,1.0793468933182062,0.2619712506032034,4.624861970720019,0.53975,0.46025,uncertain,1.0942697471349705,0.2737844077263164,4.493326740458651,0.5525,0.4475,uncertain,no supported adjustment
primary,1.5,gemma3,Static protection system,gemma3__Static protection system,1.4355317622184214,0.1225766663607452,21.68465553050097,0.607625,0.392375,uncertain,1.4019969113836872,0.1247096861122925,20.279052198985756,0.600375,0.399625,uncertain,no supported adjustment
weak,2.5,gemma3,Static protection system,gemma3__Static protection system,2.482399867795669,0.08939409951981646,191.24878108791737,0.675,0.325,uncertain,2.4139911459595043,0.08160581592159762,189.06675924017685,0.677375,0.322625,uncertain,no supported adjustment
regularizing,0.75,llama,DC connectors,llama__DC connectors,0.852345767058069,0.3849865111308125,1.7984363969159851,0.34125,0.65875,uncertain,0.40235145995935895,0.16237904832542835,0.9091074010913294,0.014,0.986,lower under Anchor,low-arm-only adjustment
primary,1.5,llama,DC connectors,llama__DC connectors,0.7511377452217295,0.30843655952678106,1.722248810000368,0.254625,0.745375,uncertain,0.26202576319544857,0.07462245929591461,0.7120189165324803,0.00475,0.99525,lower under Anchor,low-arm-only adjustment
weak,2.5,llama,DC connectors,llama__DC connectors,0.7153877507280648,0.2846639116918897,1.6109016523721065,0.219,0.781,uncertain,0.2216662977038457,0.05617814948072705,0.6645721934304416,0.002625,0.997375,lower under Anchor,low-arm-only adjustment
regularizing,0.75,llama,DC measurement device,llama__DC measurement device,1.4719092249192958,0.5272543880434347,3.789843948494391,0.78175,0.21825,uncertain,0.6831834187339136,0.21479395707456295,1.955537353802837,0.244375,0.755625,uncertain,no supported adjustment
primary,1.5,llama,DC measurement device,llama__DC measurement device,1.6087497302224048,0.46513996393207346,4.78017325054976,0.780625,0.219375,uncertain,0.47083213804537094,0.07294023256491734,1.9142448893822777,0.163,0.837,uncertain,no supported adjustment
weak,2.5,llama,DC measurement device,llama__DC measurement device,1.6255122939767763,0.4708290019586658,4.968618644583187,0.789375,0.210625,uncertain,0.3696797490105678,0.03318935479168866,1.8528412536239427,0.136,0.864,uncertain,no supported adjustment
regularizing,0.75,llama,DC solution design tool,llama__DC solution design tool,1.4555666805188323,0.7007597379752389,2.9169144504970066,0.842625,0.157375,uncertain,0.460670904905346,0.1844212009589996,1.033010442006478,0.031125,0.968875,uncertain,no supported adjustment
primary,1.5,llama,DC solution design tool,llama__DC solution design tool,1.5119946370482111,0.6645233277966353,3.416509792744021,0.842625,0.157375,uncertain,0.3323599268498832,0.10260554831862435,0.906776299335212,0.01425,0.98575,lower under Anchor,low-arm-only adjustment
weak,2.5,llama,DC solution design tool,llama__DC solution design tool,1.518910865003813,0.6506601149806515,3.3588994237744036,0.837,0.163,uncertain,0.2860557059310002,0.07082239929397409,0.8496806555408316,0.01125,0.98875,lower under Anchor,low-arm-only adjustment
regularizing,0.75,llama,DC-DC converter,llama__DC-DC converter,1.5583562569739082,0.7853633978743894,3.137414274916122,0.89075,0.10925,uncertain,1.7263079630065827,0.8832628493348643,3.4791099836004316,0.946375,0.053625,uncertain,no supported adjustment
primary,1.5,llama,DC-DC converter,llama__DC-DC converter,1.7382644494373474,0.7947453738749296,3.738985587893476,0.919375,0.080625,uncertain,1.974425866537599,0.9319672359647548,4.389945930912239,0.961125,0.038875,uncertain,no supported adjustment
weak,2.5,llama,DC-DC converter,llama__DC-DC converter,1.7926265856459895,0.8020058933379596,4.106651101726846,0.92225,0.07775,uncertain,2.072052218975118,0.9569540220672456,4.511607971710161,0.965625,0.034375,uncertain,no supported adjustment
regularizing,0.75,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,2.790048950394934,1.346299223422701,5.758794490698177,0.996875,0.003125,higher under Anchor,1.2868812340379954,0.5454413640355624,2.86319333069221,0.72625,0.27375,uncertain,high-arm-only adjustment
primary,1.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,3.7863911740391782,1.6738746280049397,8.475268511153548,0.9995,5e-4,higher under Anchor,1.5223775085819078,0.5765511177757418,3.707351455594697,0.807625,0.192375,uncertain,high-arm-only adjustment
weak,2.5,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,4.127286620482865,1.7707184330746288,9.66405402220498,0.99975,2.5e-4,higher under Anchor,1.628140405523717,0.5803850503251513,4.101261622573522,0.834875,0.165125,uncertain,high-arm-only adjustment
regularizing,0.75,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,1.093004325912144,0.5412531755122328,2.1921308423812618,0.593,0.407,uncertain,0.9764685292375797,0.4737118817160419,1.960475548530291,0.4735,0.5265,uncertain,no supported adjustment
primary,1.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,1.0919022419984592,0.49193781855430935,2.337759269363506,0.5875,0.4125,uncertain,0.9550842183127436,0.415929375891304,2.0644176795559335,0.4555,0.5445,uncertain,no supported adjustment
weak,2.5,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,1.08734762651468,0.4818690361910411,2.3481515437630076,0.5835,0.4165,uncertain,0.9366556281586128,0.4088062619215866,2.113600749152392,0.4335,0.5665,uncertain,no supported adjustment
regularizing,0.75,llama,Protection DC system design tool,llama__Protection DC system design tool,1.8035939180497824,0.9005895776612214,3.728075456684373,0.953625,0.046375,uncertain,1.2979177585218238,0.648856538303126,2.6040425885725336,0.772125,0.227875,uncertain,no supported adjustment
primary,1.5,llama,Protection DC system design tool,llama__Protection DC system design tool,2.038148486349384,0.9561791948856794,4.559738429852992,0.96625,0.03375,uncertain,1.3764106936131444,0.6534161454328382,3.025309548842887,0.792125,0.207875,uncertain,no supported adjustment
weak,2.5,llama,Protection DC system design tool,llama__Protection DC system design tool,2.1047190137970886,0.9782745470259347,4.830047306363205,0.97175,0.02825,uncertain,1.4124807596193945,0.649184154431748,3.079887300451835,0.812,0.188,uncertain,no supported adjustment
regularizing,0.75,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,0.6174016998164686,0.30417920121372427,1.2686720744808084,0.0905,0.9095,uncertain,0.8660755978530592,0.4282410427386866,1.7869402280934223,0.34725,0.65275,uncertain,no supported adjustment
primary,1.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,0.5371121083308641,0.2488285239151154,1.1772076162917486,0.05675,0.94325,uncertain,0.8053605215518009,0.37050683580628263,1.794139186948443,0.294375,0.705625,uncertain,no supported adjustment
weak,2.5,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,0.5214344701251505,0.23503142167335764,1.1682934247025007,0.05775,0.94225,uncertain,0.7839100039657159,0.35451072081208745,1.805685883998506,0.275375,0.724625,uncertain,no supported adjustment
regularizing,0.75,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,1.7398276696599222,0.8500243206877256,3.6440635516366537,0.93325,0.06675,uncertain,0.7897964841494336,0.3904474274974344,1.5683299953475014,0.249625,0.750375,uncertain,no supported adjustment
primary,1.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,1.9259657310279232,0.8744765713554464,4.5114597638598974,0.94975,0.05025,uncertain,0.7553503407736817,0.35665383882703927,1.6210423787292578,0.230625,0.769375,uncertain,no supported adjustment
weak,2.5,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,1.994365012563546,0.8839159917252355,4.7452824082010325,0.95275,0.04725,uncertain,0.7477090239539821,0.3380406845089827,1.6234734277952183,0.232625,0.767375,uncertain,no supported adjustment
regularizing,0.75,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,1.9075660916583024,0.8696929902784905,4.404963134714314,0.946625,0.053375,uncertain,0.773431215809316,0.3794664765383384,1.6008695961823245,0.23675,0.76325,uncertain,no supported adjustment
primary,1.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,2.2760918356960804,0.9248089691305802,6.518206801398943,0.96175,0.03825,uncertain,0.735719176848962,0.3431336368434949,1.6205807075863032,0.216,0.784,uncertain,no supported adjustment
weak,2.5,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,2.403872518856998,0.9417004583818545,7.466764829204697,0.96725,0.03275,uncertain,0.7195355278118036,0.320255136736821,1.6226064875226027,0.214125,0.785875,uncertain,no supported adjustment
regularizing,0.75,llama,Static protection system,llama__Static protection system,1.4940828141673328,0.7347685353016706,3.180436735310603,0.864375,0.135625,uncertain,1.1818401963841825,0.5887596180212527,2.4593172263491323,0.675625,0.324375,uncertain,no supported adjustment
primary,1.5,llama,Static protection system,llama__Static protection system,1.6630750968817862,0.7330953398467247,3.851723077640771,0.88875,0.11125,uncertain,1.2427414781511503,0.5757199942420835,2.762361281666871,0.706,0.294,uncertain,no supported adjustment
weak,2.5,llama,Static protection system,llama__Static protection system,1.701704256329674,0.7342641551247839,4.222249807338749,0.89525,0.10475,uncertain,1.259358414631532,0.5731067481204343,2.866498262470104,0.705,0.295,uncertain,no supported adjustment
regularizing,0.75,mistral,DC connectors,mistral__DC connectors,0.08759101605274866,0.0412027030155581,0.18319459596603968,0,1,lower under Anchor,0.07918617839078647,0.03718890362041827,0.1637900403532258,0,1,lower under Anchor,directionally inconsistent
primary,1.5,mistral,DC connectors,mistral__DC connectors,0.03431569244101487,0.01285870879132644,0.08333719086693996,0,1,lower under Anchor,0.0297750309072636,0.01079963121039204,0.07453589355308331,0,1,lower under Anchor,directionally inconsistent
weak,2.5,mistral,DC connectors,mistral__DC connectors,0.02249767419855978,0.00722701707812632,0.06244449545706786,0,1,lower under Anchor,0.01930612513842576,0.00618125648095073,0.05169627815878627,0,1,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,DC measurement device,mistral__DC measurement device,0.2262752377255261,0.08674664775849572,0.5340013953098318,1.25e-4,0.999875,lower under Anchor,0.3304672151289609,0.1303670966282377,0.7501208436946754,0.003,0.997,lower under Anchor,directionally inconsistent
primary,1.5,mistral,DC measurement device,mistral__DC measurement device,0.098460121511655,0.02043113443951104,0.325099870140943,0,1,lower under Anchor,0.20214543145744385,0.05860625441157413,0.5376485983707213,5e-4,0.9995,lower under Anchor,directionally inconsistent
weak,2.5,mistral,DC measurement device,mistral__DC measurement device,0.06077078575502684,0.00724570827913489,0.2491411130621095,0,1,lower under Anchor,0.16514412072553353,0.04117292393786333,0.48093335320918623,2.5e-4,0.99975,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,DC solution design tool,mistral__DC solution design tool,1.1608772578639246,0.2944350674622147,4.83178662096728,0.57775,0.42225,uncertain,1.1372398748022128,0.2910036790509923,4.9010308829424405,0.5775,0.4225,uncertain,no supported adjustment
primary,1.5,mistral,DC solution design tool,mistral__DC solution design tool,1.682104112759042,0.166611668085048,23.34505907467627,0.65675,0.34325,uncertain,1.658711448538538,0.15288409101494602,24.062859955427538,0.6505,0.3495,uncertain,no supported adjustment
weak,2.5,mistral,DC solution design tool,mistral__DC solution design tool,3.1449384505059292,0.13932399143911792,204.6260991214517,0.73725,0.26275,uncertain,3.1359981489833113,0.14430873525082216,232.7178175049344,0.742625,0.257375,uncertain,no supported adjustment
regularizing,0.75,mistral,DC-DC converter,mistral__DC-DC converter,0.15361342260686567,0.06671503250283665,0.33458809847583215,0,1,lower under Anchor,0.29995056012033394,0.14200974029579724,0.6111686235601463,3.75e-4,0.999625,lower under Anchor,directionally inconsistent
primary,1.5,mistral,DC-DC converter,mistral__DC-DC converter,0.07848748683443489,0.02520094998119599,0.20386800752494305,0,1,lower under Anchor,0.2125590861505344,0.08964918900734115,0.4767743746116927,0,1,lower under Anchor,directionally inconsistent
weak,2.5,mistral,DC-DC converter,mistral__DC-DC converter,0.06132306172435597,0.01640798352783273,0.17500872368435244,0,1,lower under Anchor,0.18935042041206832,0.07771900435486975,0.4293310965296189,0,1,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,0.17924767000097158,0.07927562550282317,0.39309498385953445,0,1,lower under Anchor,0.1073390270280762,0.0421187802640488,0.2579728995630598,0,1,lower under Anchor,directionally inconsistent
primary,1.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,0.09138622146677694,0.02800153994488727,0.2339245826302948,0,1,lower under Anchor,0.02853745944198407,0.00498359609473729,0.10374885736173611,0,1,lower under Anchor,directionally inconsistent
weak,2.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,0.06808385232521133,0.01726287240815406,0.19990632806411135,0,1,lower under Anchor,0.01018173881390919,5.129064124048728e-4,0.06287459130009784,0,1,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,0.6964280381433894,0.18712322788093985,2.6976231251925435,0.30475,0.69525,uncertain,1.141348485979223,0.297504786405309,4.607239133230519,0.574875,0.425125,uncertain,no supported adjustment
primary,1.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,0.400397970258782,0.0536957350184818,4.186164629766192,0.2145,0.7855,uncertain,1.6141858795600017,0.15048184983406443,22.254551281724048,0.645,0.355,uncertain,no supported adjustment
weak,2.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,0.27402131709629673,0.02483417836938533,5.808853734685949,0.172125,0.827875,uncertain,2.744651965404027,0.10148896478701493,225.75371438924228,0.71075,0.28925,uncertain,no supported adjustment
regularizing,0.75,mistral,Protection DC system design tool,mistral__Protection DC system design tool,0.2813052744461313,0.13931484576672126,0.5816270494351803,3.75e-4,0.999625,lower under Anchor,0.2805171886959917,0.13753576382346086,0.5802940802721461,2.5e-4,0.99975,lower under Anchor,directionally inconsistent
primary,1.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,0.19155096534692825,0.0836317727427902,0.44357427754273193,0,1,lower under Anchor,0.1903689028007664,0.08441992904778836,0.43186646887650065,1.25e-4,0.999875,lower under Anchor,directionally inconsistent
weak,2.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,0.167903606741808,0.07246520089595591,0.3895306695973376,0,1,lower under Anchor,0.16665920448023355,0.07112594220655108,0.37915948808115696,1.25e-4,0.999875,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,0.4360551339653778,0.15435767578228873,1.3416393496059855,0.0685,0.9315,uncertain,0.3416964718497135,0.1267431651916209,0.959077928323922,0.020375,0.979625,lower under Anchor,low-arm-only adjustment
primary,1.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,0.2420732942918974,0.0658191495715124,0.9743614262376272,0.022625,0.977375,lower under Anchor,0.18263351078940288,0.05241934964169547,0.6620552738681817,0.007,0.993,lower under Anchor,directionally inconsistent
weak,2.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,0.18920021829050016,0.04528085175225056,0.8609532920417555,0.016,0.984,lower under Anchor,0.14318522465232977,0.03651564725554253,0.5631369354967736,0.00325,0.99675,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,0.4366730626769805,0.13611112483563856,1.2809730364871972,0.068625,0.931375,uncertain,0.43671235278212217,0.1307649658490517,1.2540402789689529,0.0655,0.9345,uncertain,no supported adjustment
primary,1.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,0.16923628454286027,0.0213344556539114,0.8361279651962235,0.014125,0.985875,lower under Anchor,0.16920037864723336,0.0198179215240054,0.8839017893373389,0.015,0.985,lower under Anchor,directionally inconsistent
weak,2.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,0.0665735266324099,0.00169918479891936,0.6318644059938784,0.005,0.995,lower under Anchor,0.0665984549142685,0.00243003682237208,0.6014846740208871,0.003625,0.996375,lower under Anchor,directionally inconsistent
regularizing,0.75,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,1.095888728865957,0.2668627062276644,4.595744758413824,0.55075,0.44925,uncertain,1.0936922546108292,0.26551654132196223,4.508157550960881,0.552875,0.447125,uncertain,no supported adjustment
primary,1.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,1.4831467914035494,0.11896871392016786,21.899909190653997,0.614,0.386,uncertain,1.4098780976023462,0.11757364152785664,20.853044140552218,0.600875,0.399125,uncertain,no supported adjustment
weak,2.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,2.4394937109243657,0.0820916986237779,217.73697582679927,0.6785,0.3215,uncertain,2.4477859552447505,0.08745483222770363,184.84009820491968,0.687125,0.312875,uncertain,no supported adjustment
regularizing,0.75,mistral,Static protection system,mistral__Static protection system,1.2818447341580683,0.3597985690803624,5.045730152610545,0.644875,0.355125,uncertain,0.2842947564267694,0.09196730386227922,0.9294627502983702,0.019875,0.980125,lower under Anchor,low-arm-only adjustment
primary,1.5,mistral,Static protection system,mistral__Static protection system,1.9235955642754208,0.21476443734427647,26.683295068830805,0.694125,0.305875,uncertain,0.10374120333280484,0.02193316292925123,0.4953522065069196,0.002125,0.997875,lower under Anchor,low-arm-only adjustment
weak,2.5,mistral,Static protection system,mistral__Static protection system,3.2736218743746788,0.13841804367160757,215.9693087167552,0.73825,0.26175,uncertain,0.06243693170657211,0.01014438788541684,0.3452369457875144,0.001875,0.998125,lower under Anchor,low-arm-only adjustment
regularizing,0.75,phi4,DC connectors,phi4__DC connectors,1.2995995509437182,0.5326730361976824,3.50577384220296,0.706125,0.293875,uncertain,2.091894072080369,0.8054048150194003,6.264026700523142,0.926875,0.073125,uncertain,no supported adjustment
primary,1.5,phi4,DC connectors,phi4__DC connectors,1.5487396481327531,0.5333786436475367,5.482035567317157,0.773625,0.226375,uncertain,3.6106749358893144,0.9563891121031084,20.70771600540765,0.971625,0.028375,uncertain,no supported adjustment
weak,2.5,phi4,DC connectors,phi4__DC connectors,1.6862920300674116,0.5369513298253838,7.522515264194804,0.808,0.192,uncertain,5.045998115998714,1.1100759883526703,51.31670546965539,0.985,0.015,higher under Anchor,directionally inconsistent
regularizing,0.75,phi4,DC measurement device,phi4__DC measurement device,1.4501632495259058,0.7003990893202562,3.0043059021530674,0.84175,0.15825,uncertain,0.4716277377070197,0.2342611022872176,0.9521622064048806,0.018625,0.981375,lower under Anchor,low-arm-only adjustment
primary,1.5,phi4,DC measurement device,phi4__DC measurement device,1.586190550534051,0.7316629657406174,3.5858769890527147,0.8705,0.1295,uncertain,0.4168376877373451,0.184360537026725,0.9003701306281247,0.012875,0.987125,lower under Anchor,low-arm-only adjustment
weak,2.5,phi4,DC measurement device,phi4__DC measurement device,1.6072126551786567,0.7233537724748722,3.720275368201368,0.875875,0.124125,uncertain,0.40131230859519784,0.17284284232132852,0.8857115410701506,0.012125,0.987875,lower under Anchor,low-arm-only adjustment
regularizing,0.75,phi4,DC solution design tool,phi4__DC solution design tool,1.096049797459319,0.27923117509050405,4.419805772839332,0.548875,0.451125,uncertain,1.0910911663010947,0.2692267672877791,4.302301898818663,0.549625,0.450375,uncertain,no supported adjustment
primary,1.5,phi4,DC solution design tool,phi4__DC solution design tool,1.38302497264727,0.11608600866159452,21.60939197828496,0.60125,0.39875,uncertain,1.4416872256791953,0.1276930612362899,22.92505482242619,0.609,0.391,uncertain,no supported adjustment
weak,2.5,phi4,DC solution design tool,phi4__DC solution design tool,2.387569875486872,0.08024959991084227,192.56601830180293,0.673875,0.326125,uncertain,2.453005754561439,0.07790393605965922,194.69138525098305,0.67575,0.32425,uncertain,no supported adjustment
