base_model,dc_solution,base_solution,anchor_type,comparison,directions,conclusions,direction_stable,conclusion_stable,difference_median_min,difference_median_max,minimum_probability_difference_gt_0,maximum_probability_difference_gt_0
gemma3,DC connectors,gemma3__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.02702666327829223,-0.01082524503971899,0.13825,0.174375
gemma3,Network design tool for DC solutions,gemma3__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: greater upper-end concentration under Anchor; primary: greater upper-end concentration under Anchor; weak: greater upper-end concentration under Anchor,TRUE,TRUE,0.20606861210946842,0.23411265492327432,0.999125,0.999875
gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,FALSE,-0.07054375868287227,-0.019668524112896768,0.00475,0.048375
gemma3,Protection DC system design tool,gemma3__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.0017707238202347986,0.002697871896724713,0.61275,0.715125
gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.9828976990643454e-4,0.0013111811511383742,0.551,0.67675
gemma3,Semiconductor-based circuit breaker,gemma3__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.34499084732942e-4,0.0013282276425455875,0.55525,0.6795
gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.033495108445998456,-0.0016964152855828973,0.120375,0.4815
gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.03355824115501688,-8.925410734966222e-4,0.11625,0.486
gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.1368590430664858e-4,0.0013303700464806223,0.554625,0.68125
gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.8455342206480374e-4,0.001325583760766802,0.545,0.67825
gemma3,Static protection system,gemma3__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.6315915073139564e-4,0.0013204388516676602,0.54525,0.679
gemma3,Static protection system,gemma3__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.0111106629439046e-4,0.0013321463887431828,0.552625,0.673625
llama,DC connectors,llama__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.29100744513438953,-0.1966108345626933,0,0.0015
llama,DC connectors,llama__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: reduced upper-end concentration under Anchor,TRUE,FALSE,-0.16899426822692276,-0.10671982763596793,0.021875,0.0725
llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.045978108497606196,-0.02125256952855048,0.13175,0.24525
llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.046180035426695465,-0.021576677986932746,0.1245,0.24475
llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.0781198330294941,0.08860601957548025,0.834,0.848375
llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,FALSE,-0.172779175868852,-0.12205108513040669,0.01175,0.035875
llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.028955096230102007,0.04269023112311843,0.634625,0.671
llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.05536672195094283,-0.05248150449722927,0.264,0.282625
llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,FALSE,TRUE,-0.010009684199466518,0.008734120490752173,0.435875,0.54675
llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: greater upper-end concentration under Anchor; primary: greater upper-end concentration under Anchor; weak: greater upper-end concentration under Anchor,TRUE,TRUE,0.17006514476592355,0.237592812380231,0.98825,0.99775
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.24319115867048546,-0.18682301919396144,0.002125,0.008375
llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.048554649940342975,0.05103730149549446,0.705125,0.715125
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.08332686407074424,-0.06948395258024836,0.194375,0.206625
llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.016039961150190907,-0.015374195996372686,0.425375,0.435625
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.11993982674742398,-0.08589600292041777,0.100625,0.15325
llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.11867553645231171,-0.08495226261333277,0.099125,0.153125
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.03858356060297086,-0.0328513944371428,0.338125,0.358
llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.07145050920866741,-0.058960875947258073,0.232125,0.258
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.042966386178336646,-0.030392330507172216,0.328,0.353125
llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.1416756523418891,-0.11208091847572554,0.065625,0.087875
llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.06546406928193454,0.08835024794145702,0.787625,0.81775
llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.07975889092880939,-0.06889987755608978,0.2115,0.218625
mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,FALSE,-0.20217825035506304,-0.10694609309260966,3.75e-4,0.0265
mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,FALSE,TRUE,-0.010164350068516015,0.022286561951261108,0.398375,0.7055
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.17455445410325104,-0.10588859033983822,0.035375,0.095
mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.2695974340621472,-0.18195653167081033,0.001,0.00875
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,6.200766345978992e-4,0.0038165396947528185,0.57,0.74575
mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,6.81957370689934e-4,0.003941832006013057,0.575875,0.748875
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.07635265426102728,0.08557781375956297,0.793375,0.858625
mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.2553164842679958,-0.1821873328196234,0.005125,0.0195
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.32957468938234774,-0.22175452511867993,3.75e-4,0.005375
mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: reduced upper-end concentration under Anchor; primary: reduced upper-end concentration under Anchor; weak: reduced upper-end concentration under Anchor,TRUE,TRUE,-0.42995520091604184,-0.30118929417366275,0,1.25e-4
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,5.485101762811029e-4,0.0021522249980641117,0.56575,0.707625
mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,6.350066958970002e-4,0.0021213312917381932,0.5815,0.70375
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,FALSE,TRUE,-0.0199042140967432,0.006034310876406879,0.39225,0.542125
mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: reduced upper-end concentration under Anchor,TRUE,FALSE,-0.15160271080789012,-0.09067146204440857,0.024375,0.091875
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.011848611577386814,0.01736774297727467,0.762875,0.8785
mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.011809779086564498,0.017337695539586306,0.76275,0.880875
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.022043548991675876,-1.5749249801261245e-4,0.35625,0.498875
mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.07874144976264136,-0.03552842885881086,0.05,0.164875
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.9244276225616197e-4,0.0013066804254731057,0.555875,0.675875
mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.180991015292566e-4,0.0013287508042551521,0.550875,0.67275
mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.0031433831810736557,0.0038143082714621745,0.648625,0.741875
mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.011576500695663683,-0.002797347709476594,0.228375,0.392625
phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.10650613982963053,-0.08740331922365524,0.0715,0.07575
phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: greater upper-end concentration under Anchor; weak: greater upper-end concentration under Anchor,TRUE,FALSE,0.08114820782936788,0.1352876268722999,0.972375,0.997875
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.18565062143869637,-0.1550714119289679,0.027375,0.035
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: greater upper-end concentration under Anchor; primary: greater upper-end concentration under Anchor; weak: greater upper-end concentration under Anchor,TRUE,TRUE,0.2891755064030638,0.37173461684525894,0.999875,1
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.777796834175338e-4,0.0012741126925704949,0.542375,0.67275
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.7384340868886738e-4,0.0012768953362472524,0.541875,0.673375
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.2486481316724705e-4,0.0012864946284451562,0.55175,0.677
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.991922074573993e-4,0.0013245045223358454,0.55025,0.676125
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.0663987850118769,-0.05269642206229175,0.182875,0.196375
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: greater upper-end concentration under Anchor; primary: greater upper-end concentration under Anchor; weak: greater upper-end concentration under Anchor,TRUE,TRUE,0.09373339642759498,0.14318117145472664,0.984375,0.998875
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.03911406945499246,-0.011045195547642439,0.042125,0.1655
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.0024346776759864297,0.003958546008831942,0.624,0.75175
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: below 0; primary: below 0; weak: below 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,-0.011364079172241692,-0.0026679575878277295,0.24525,0.40375
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.0037645326222505715,0.004037230550414828,0.655875,0.7425
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.5137095600864514e-4,0.0013353664960115696,0.54025,0.67025
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,1.8377995066637398e-4,0.0013827646730977805,0.5455,0.680625
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.004687022487357584,0.005085432829326886,0.68325,0.7655
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,0.004580372407529343,0.005022058450809219,0.66625,0.760125
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.1082830493557303e-4,0.0013126212722640584,0.55375,0.676375
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,regularizing: above 0; primary: above 0; weak: above 0,regularizing: uncertain; primary: uncertain; weak: uncertain,TRUE,TRUE,2.3587507081401782e-4,0.0013084142022481982,0.554,0.675
